post,azimuth,wind_direction,concentration,distance
27,103.0,5.42,6.1739999999999995,50
27,103.0,5.42,1.6004999999999998,100
27,103.0,5.42,0.3332,200
28,106.0,4.58,5.1842,50
28,106.0,4.58,1.4453,100
28,106.0,4.58,0.21559999999999999,200
29,109.0,4.58,4.263,50
29,109.0,4.58,0.9602999999999999,100
29,109.0,4.58,0.1617,200
30,112.0,5.83,3.4593999999999996,50
30,112.0,5.83,0.7178,100
30,112.0,5.83,0.0784,200
31,115.0,1.25,2.7047999999999996,50
31,115.0,1.25,0.5432,100
31,115.0,1.25,0.0245,200
32,118.0,1.67,1.2054,50
32,118.0,1.67,0.2522,100
33,121.0,0.83,0.8133999999999999,50
33,121.0,0.83,0.02425,100
34,124.0,1.67,0.34299999999999997,50
35,127.0,0.83,0.098,50
8,46.0,0.63,0.1552,50
9,49.0,2.3,0.4268,50
10,52.0,4.17,0.9117999999999999,50
10,52.0,4.17,0.08245000000000001,100
11,55.0,6.89,4.0643,50
11,55.0,6.89,0.388,100
11,55.0,6.89,0.0485,200
12,58.0,4.8,5.499899999999999,50
12,58.0,4.8,1.6781,100
12,58.0,4.8,0.3201,200
13,61.0,2.3,6.0625,50
13,61.0,2.3,1.8623999999999998,100
13,61.0,2.3,0.388,200
14,64.0,3.13,5.5386999999999995,50
14,64.0,3.13,1.0088,100
14,64.0,3.13,0.12125,200
15,67.0,4.17,4.5105,50
15,67.0,4.17,0.873,100
15,67.0,4.17,0.08245000000000001,200
16,70.0,2.5,3.6666,50
16,70.0,2.5,0.9215,100
16,70.0,2.5,0.1261,200
17,73.0,3.76,6.1789,50
17,73.0,3.76,1.3967999999999998,100
17,73.0,3.76,0.194,200
18,76.0,4.17,8.419599999999999,50
18,76.0,4.17,1.8818,100
18,76.0,4.17,0.32980000000000004,200
19,79.0,4.17,10.863999999999999,50
19,79.0,4.17,2.522,100
19,79.0,4.17,0.46559999999999996,200
20,82.0,3.76,9.991,50
20,82.0,3.76,3.1913,100
20,82.0,3.76,0.4753,200
21,85.0,6.89,10.67,50
21,85.0,6.89,2.7451,100
21,85.0,6.89,0.41709999999999997,200
22,88.0,3.34,10.088,50
22,88.0,3.34,2.0758,100
22,88.0,3.34,0.33949999999999997,200
23,91.0,3.76,7.2749999999999995,50
23,91.0,3.76,1.2222,100
23,91.0,3.76,0.23279999999999998,200
24,94.0,4.59,6.2468,50
24,94.0,4.59,1.3192000000000002,100
24,94.0,4.59,0.291,200
25,97.0,3.76,6.9064,50
25,97.0,3.76,1.455,100
25,97.0,3.76,0.2813,200
26,100.0,3.34,6.2177,50
26,100.0,3.34,1.552,100
26,100.0,3.34,0.32980000000000004,200
27,103.0,6.47,6.004300000000001,50
27,103.0,6.47,1.746,100
27,103.0,6.47,0.39769999999999994,200
28,106.0,6.47,5.2185999999999995,50
28,106.0,6.47,2.3085999999999998,100
28,106.0,6.47,0.34919999999999995,200
29,109.0,3.76,5.0828,50
29,109.0,3.76,1.4064999999999999,100
29,109.0,3.76,0.2231,200
30,112.0,2.09,4.2777,50
30,112.0,2.09,0.776,100
30,112.0,2.09,0.17459999999999998,200
31,115.0,2.3,3.0555,50
31,115.0,2.3,0.4365,100
31,115.0,2.3,0.1552,200
32,118.0,1.46,2.522,50
32,118.0,1.46,0.5238,100
32,118.0,1.46,0.029099999999999997,200
33,121.0,1.25,2.1825,50
33,121.0,1.25,0.4074,100
34,124.0,0.63,0.97,50
34,124.0,0.63,0.39769999999999994,100
35,127.0,0.63,0.8148,50
35,127.0,0.63,0.2813,100
36,130.0,0.84,0.9021,50
36,130.0,0.84,0.014549999999999999,100
37,133.0,0.63,0.5722999999999999,50
38,136.0,1.04,0.5141,50
16,70.0,0.41,0.029699999999999997,50
18,76.0,1.45,0.3465,50
18,76.0,1.45,0.024,100
19,79.0,0.62,0.594,50
19,79.0,0.62,0.0528,100
20,82.0,2.07,1.2969,50
20,82.0,2.07,0.13440000000000002,100
21,85.0,4.14,2.2869,50
21,85.0,4.14,0.3264,100
22,88.0,5.59,3.3066,50
22,88.0,5.59,0.3264,100
22,88.0,5.59,0.05335,200
23,91.0,7.25,4.6035,50
23,91.0,7.25,1.0752000000000002,100
23,91.0,7.25,0.19884999999999997,200
24,94.0,9.52,4.7421,50
24,94.0,9.52,1.5072,100
24,94.0,9.52,0.3589,200
25,97.0,6.83,6.286499999999999,50
25,97.0,6.83,1.8047999999999997,100
25,97.0,6.83,0.5917,200
26,100.0,9.73,7.2764999999999995,50
26,100.0,9.73,2.3808,100
26,100.0,9.73,0.6789999999999999,200
27,103.0,7.04,8.0784,50
27,103.0,7.04,2.4288,100
27,103.0,7.04,0.4753,200
28,106.0,7.66,7.5042,50
28,106.0,7.66,1.8719999999999999,100
28,106.0,7.66,0.388,200
29,109.0,4.56,6.771599999999999,50
29,109.0,4.56,1.5839999999999999,100
29,109.0,4.56,0.3589,200
30,112.0,6.0,5.6232,50
30,112.0,6.0,1.3536,100
30,112.0,6.0,0.30069999999999997,200
31,115.0,3.52,4.2372000000000005,50
31,115.0,3.52,0.9503999999999999,100
31,115.0,3.52,0.3201,200
32,118.0,3.73,3.4551000000000003,50
32,118.0,3.73,0.768,100
32,118.0,3.73,0.2813,200
33,121.0,3.93,3.267,50
33,121.0,3.93,0.7776000000000001,100
33,121.0,3.93,0.2134,200
34,124.0,3.93,2.7918,50
34,124.0,3.93,0.72,100
34,124.0,3.93,0.16005,200
35,127.0,2.28,2.6235,50
35,127.0,2.28,0.576,100
35,127.0,2.28,0.08245000000000001,200
36,130.0,4.56,1.7325,50
36,130.0,4.56,0.45119999999999993,100
36,130.0,4.56,0.05335,200
37,133.0,1.24,1.1384999999999998,50
37,133.0,1.24,0.20159999999999997,100
38,136.0,1.24,0.8316,50
38,136.0,1.24,0.1056,100
39,139.0,1.45,0.42569999999999997,50
39,139.0,1.45,0.033600000000000005,100
40,142.0,0.21,0.297,50
42,148.0,0.21,0.029699999999999997,50
7,43.0,0.62,0.08245000000000001,50
8,46.0,0.41,0.16490000000000002,50
9,49.0,1.04,0.291,50
10,52.0,0.83,0.32980000000000004,50
10,52.0,0.83,0.014549999999999999,100
11,55.0,0.83,0.46559999999999996,50
11,55.0,0.83,0.05335,100
11,55.0,0.83,0.029099999999999997,200
12,58.0,1.04,1.2222,50
12,58.0,1.04,0.08245000000000001,100
12,58.0,1.04,0.0388,200
13,61.0,1.04,1.3095,50
13,61.0,1.04,0.19884999999999997,100
13,61.0,1.04,0.0679,200
14,64.0,1.45,1.8818,50
14,64.0,1.45,0.3783,100
14,64.0,1.45,0.058199999999999995,200
15,67.0,1.87,2.9778999999999995,50
15,67.0,1.87,0.6692999999999999,100
15,67.0,1.87,0.11155,200
16,70.0,2.07,3.7927,50
16,70.0,2.07,1.1155,100
16,70.0,2.07,0.194,200
17,73.0,2.07,5.393199999999999,50
17,73.0,2.07,1.1252,100
17,73.0,2.07,0.097,200
18,76.0,4.56,4.7142,50
18,76.0,4.56,1.067,100
18,76.0,4.56,0.097,200
19,79.0,1.87,3.2495,50
19,79.0,1.87,1.1155,100
19,79.0,1.87,0.08729999999999999,200
20,82.0,3.11,3.4435,50
20,82.0,3.11,1.0767,100
20,82.0,3.11,0.13095,200
21,85.0,1.66,5.335,50
21,85.0,1.66,0.9409,100
21,85.0,1.66,0.2134,200
22,88.0,3.74,6.634799999999999,50
22,88.0,3.74,1.5714000000000001,100
22,88.0,3.74,0.23279999999999998,200
23,91.0,6.64,9.991,50
23,91.0,6.64,1.7557,100
23,91.0,6.64,0.3201,200
24,94.0,6.02,11.737,50
24,94.0,6.02,2.5608,100
24,94.0,6.02,0.39769999999999994,200
25,97.0,3.53,9.7,50
25,97.0,3.53,2.4832,100
25,97.0,3.53,0.6305,200
26,100.0,6.64,7.730899999999999,50
26,100.0,6.64,3.1525,100
26,100.0,6.64,0.9311999999999999,200
27,103.0,5.19,7.536899999999999,50
27,103.0,5.19,2.9488,100
27,103.0,5.19,0.873,200
28,106.0,8.3,6.3244,50
28,106.0,8.3,2.0952,100
28,106.0,8.3,0.6013999999999999,200
29,109.0,4.15,7.362299999999999,50
29,109.0,4.15,1.9594,100
29,109.0,4.15,0.4268,200
30,112.0,4.98,7.178,50
30,112.0,4.98,1.6393,100
30,112.0,4.98,0.4753,200
31,115.0,1.87,5.4029,50
31,115.0,1.87,1.6296,100
31,115.0,1.87,0.4462,200
32,118.0,4.15,4.946999999999999,50
32,118.0,4.15,1.2222,100
32,118.0,4.15,0.2425,200
33,121.0,1.45,3.6374999999999997,50
33,121.0,1.45,0.7081,100
33,121.0,1.45,0.0485,200
34,124.0,5.39,2.1146000000000003,50
34,124.0,5.39,0.3783,100
34,124.0,5.39,0.029099999999999997,200
35,127.0,2.7,1.455,50
35,127.0,2.7,0.4753,100
35,127.0,2.7,0.029099999999999997,200
36,130.0,3.32,1.8623999999999998,50
36,130.0,3.32,0.17459999999999998,100
36,130.0,3.32,0.0097,200
37,133.0,0.83,1.4744,50
37,133.0,0.83,0.1067,100
38,136.0,1.66,1.1737,50
38,136.0,1.66,0.014549999999999999,100
39,139.0,1.04,0.6208,50
40,142.0,0.41,0.36375,50
18,76.0,0.21,0.02425,50
19,79.0,0.41,0.1358,50
21,85.0,0.83,0.5335,50
22,88.0,0.21,1.2998,50
22,88.0,0.21,0.029099999999999997,100
23,91.0,1.25,1.552,50
23,91.0,1.25,0.14065,100
24,94.0,1.87,2.5705,50
24,94.0,1.87,0.33949999999999997,100
25,97.0,0.83,3.5793,50
25,97.0,0.83,0.41709999999999997,100
26,100.0,1.87,2.3668,50
26,100.0,1.87,0.582,100
26,100.0,1.87,0.03395,200
27,103.0,1.25,1.9108999999999998,50
27,103.0,1.25,0.6887,100
27,103.0,1.25,0.0679,200
28,106.0,2.08,1.8139,50
28,106.0,2.08,0.3201,100
28,106.0,2.08,0.12125,200
29,109.0,1.45,2.2795,50
29,109.0,1.45,0.3201,100
29,109.0,1.45,0.03395,200
30,112.0,0.41,2.0467,50
30,112.0,0.41,0.2231,100
30,112.0,0.41,0.043649999999999994,200
31,115.0,4.15,3.5114,50
31,115.0,4.15,0.46559999999999996,100
31,115.0,4.15,0.11155,200
32,118.0,3.53,2.6287,50
32,118.0,3.53,1.0573000000000001,100
32,118.0,3.53,0.07275,200
33,121.0,1.04,3.4532,50
33,121.0,1.04,0.3783,100
33,121.0,1.04,0.0194,200
34,124.0,1.66,3.1428000000000003,50
34,124.0,1.66,0.23279999999999998,100
34,124.0,1.66,0.0388,200
35,127.0,2.49,3.3077,50
35,127.0,2.49,0.7178,100
35,127.0,2.49,0.0388,200
36,130.0,3.11,4.9276,50
36,130.0,3.11,1.0088,100
36,130.0,3.11,0.07275,200
37,133.0,2.49,6.8579,50
37,133.0,2.49,1.1931,100
37,133.0,2.49,0.10185,200
38,136.0,2.49,7.2071,50
38,136.0,2.49,1.6296,100
38,136.0,2.49,0.1261,200
39,139.0,3.73,7.1974,50
39,139.0,3.73,1.7557,100
39,139.0,3.73,0.34919999999999995,200
40,142.0,3.94,5.7036,50
40,142.0,3.94,1.6586999999999998,100
40,142.0,3.94,0.39769999999999994,200
41,145.0,2.9,3.395,50
41,145.0,2.9,1.746,100
41,145.0,2.9,0.3201,200
42,148.0,2.08,3.0846,50
42,148.0,2.08,1.6975,100
42,148.0,2.08,0.291,200
43,151.0,3.53,4.3553,50
43,151.0,3.53,1.1252,100
43,151.0,3.53,0.17945,200
44,154.0,3.94,4.4814,50
44,154.0,3.94,1.1542999999999999,100
44,154.0,3.94,0.194,200
45,157.0,4.15,3.9091,50
45,157.0,4.15,1.261,100
45,157.0,4.15,0.18915,200
46,160.0,7.05,5.141,50
46,160.0,7.05,1.0864,100
46,160.0,7.05,0.33949999999999997,200
47,163.0,5.81,5.955799999999999,50
47,163.0,5.81,1.9788,100
47,163.0,5.81,0.4947,200
48,166.0,6.43,6.0722,50
48,166.0,6.43,2.4734999999999996,100
48,166.0,6.43,0.6692999999999999,200
49,169.0,4.56,8.3323,50
49,169.0,4.56,2.3377,100
49,169.0,4.56,0.6111,200
50,172.0,4.98,12.222,50
50,172.0,4.98,2.3862,100
50,172.0,4.98,0.6013999999999999,200
51,175.0,7.05,8.662099999999999,50
51,175.0,7.05,2.5996,100
51,175.0,7.05,0.6692999999999999,200
52,178.0,3.94,5.276800000000001,50
52,178.0,3.94,1.8235999999999999,100
52,178.0,3.94,0.5141,200
53,181.0,1.04,2.9391,50
53,181.0,1.04,1.0379,100
53,181.0,1.04,0.2813,200
54,184.0,0.83,1.9108999999999998,50
54,184.0,0.83,0.6402,100
54,184.0,0.83,0.2425,200
58,196.0,0.41,0.45589999999999997,50
58,196.0,0.41,0.34919999999999995,100
58,196.0,0.41,0.0679,200
11,55.0,0.21,0.0095,50
13,61.0,0.21,0.028499999999999998,50
19,79.0,0.41,0.0475,50
20,82.0,0.21,0.39899999999999997,50
20,82.0,0.21,0.019,100
21,85.0,1.25,1.444,50
21,85.0,1.25,0.028499999999999998,100
22,88.0,3.11,2.3655,50
22,88.0,3.11,0.209,100
22,88.0,3.11,0.00475,200
23,91.0,4.98,4.0565,50
23,91.0,4.98,0.4085,100
23,91.0,4.98,0.019,200
24,94.0,8.92,6.327,50
24,94.0,8.92,0.741,100
24,94.0,8.92,0.056999999999999995,200
25,97.0,4.98,11.399999999999999,50
25,97.0,4.98,1.8904999999999998,100
25,97.0,4.98,0.17575,200
26,100.0,10.16,14.44,50
26,100.0,10.16,5.13,100
26,100.0,10.16,0.5605,200
27,103.0,13.9,15.579999999999998,50
27,103.0,13.9,6.2604999999999995,100
27,103.0,13.9,1.4249999999999998,200
28,106.0,15.14,15.579999999999998,50
28,106.0,15.14,6.555,100
28,106.0,15.14,2.1185,200
29,109.0,6.43,17.67,50
29,109.0,6.43,7.068,100
29,109.0,6.43,2.4225,200
30,112.0,5.6,18.05,50
30,112.0,5.6,5.453,100
30,112.0,5.6,2.0235,200
31,115.0,4.77,15.105,50
31,115.0,4.77,3.61,100
31,115.0,4.77,1.216,200
32,118.0,5.19,10.545,50
32,118.0,5.19,2.5555,100
32,118.0,5.19,0.5795,200
33,121.0,3.94,5.89,50
33,121.0,3.94,2.0044999999999997,100
33,121.0,3.94,0.17575,200
34,124.0,2.07,3.154,50
34,124.0,2.07,1.1969999999999998,100
34,124.0,2.07,0.06175,200
35,127.0,2.7,2.4034999999999997,50
35,127.0,2.7,0.46549999999999997,100
35,127.0,2.7,0.038,200
36,130.0,1.25,2.375,50
36,130.0,1.25,0.09025,100
36,130.0,1.25,0.00475,200
37,133.0,1.66,1.387,50
37,133.0,1.66,0.042749999999999996,100
38,136.0,1.45,0.4275,50
38,136.0,1.45,0.02375,100
39,139.0,0.41,0.02375,50
39,139.0,0.41,0.0095,100
40,142.0,0.21,0.03325,50
40,142.0,0.21,0.0095,100
18,76.0,1.87,0.2064,50
19,79.0,0.62,2.5248,50
20,82.0,3.73,5.9136,50
20,82.0,3.73,0.0528,100
21,85.0,6.22,11.232,50
21,85.0,6.22,0.432,100
22,88.0,11.0,24.96,50
22,88.0,11.0,4.7136,100
22,88.0,11.0,0.043199999999999995,200
23,91.0,10.17,47.80799999999999,50
23,91.0,10.17,12.096,100
23,91.0,10.17,0.8256,200
24,94.0,9.75,49.248,50
24,94.0,9.75,29.856,100
24,94.0,9.75,6.7488,200
25,97.0,11.41,57.504,50
25,97.0,11.41,31.104,100
25,97.0,11.41,13.536,200
26,100.0,15.97,53.184,50
26,100.0,15.97,23.232,100
26,100.0,15.97,9.12,200
27,103.0,11.83,43.104,50
27,103.0,11.83,14.495999999999999,100
27,103.0,11.83,3.0528,200
28,106.0,12.56,19.296,50
28,106.0,12.56,4.329599999999999,100
28,106.0,12.56,0.6432,200
29,109.0,0.93,8.16,50
29,109.0,0.93,0.528,100
29,109.0,0.93,0.0288,200
30,112.0,0.62,3.9648,50
30,112.0,0.62,0.10079999999999999,100
31,115.0,0.62,3.2447999999999997,50
32,118.0,0.21,1.392,50
34,124.0,0.21,0.0096,50
35,127.0,0.21,0.033600000000000005,50
6,40.0,1.04,0.49,50
7,43.0,1.86,2.5578,50
7,43.0,1.86,0.034300000000000004,100
8,46.0,3.1,5.8604,50
8,46.0,3.1,0.294,100
8,46.0,3.1,0.034300000000000004,200
9,49.0,4.14,10.878,50
9,49.0,4.14,1.1172,100
9,49.0,4.14,0.1862,200
10,52.0,7.66,19.305999999999997,50
10,52.0,7.66,3.8415999999999997,100
10,52.0,7.66,0.49,200
11,55.0,5.38,36.358000000000004,50
11,55.0,5.38,8.7024,100
11,55.0,5.38,1.7149999999999999,200
12,58.0,12.42,37.436,50
12,58.0,12.42,14.504,100
12,58.0,12.42,3.2731999999999997,200
13,61.0,7.87,32.63399999999999,50
13,61.0,7.87,13.425999999999998,100
13,61.0,7.87,3.5966,200
14,64.0,9.94,27.93,50
14,64.0,9.94,9.0846,100
14,64.0,9.94,2.5382,200
15,67.0,6.83,22.834,50
15,67.0,6.83,8.1046,100
15,67.0,6.83,1.9502,200
16,70.0,8.9,29.204,50
16,70.0,8.9,6.3797999999999995,100
16,70.0,8.9,1.2446,200
17,73.0,6.62,16.072,50
17,73.0,6.62,3.871,100
17,73.0,6.62,0.5292,200
18,76.0,7.66,10.975999999999999,50
18,76.0,7.66,1.7247999999999999,100
18,76.0,7.66,0.147,200
19,79.0,5.18,5.7428,50
19,79.0,5.18,0.1666,100
19,79.0,5.18,0.0294,200
20,82.0,1.86,2.2148,50
20,82.0,1.86,0.0294,100
21,85.0,2.9,0.245,50
22,88.0,1.66,0.098,50
9,49.0,0.21,0.029099999999999997,50
10,52.0,0.21,0.029099999999999997,50
11,55.0,0.41,0.12125,50
12,58.0,0.41,0.3104,50
12,58.0,0.41,0.0097,100
13,61.0,0.21,1.2707,50
13,61.0,0.21,0.0097,100
14,64.0,2.28,1.8818,50
14,64.0,2.28,0.09215,100
15,67.0,2.9,2.9682,50
15,67.0,2.9,0.2716,100
16,70.0,4.14,5.3641000000000005,50
16,70.0,4.14,0.3783,100
17,73.0,3.73,9.2635,50
17,73.0,3.73,1.5907999999999998,100
17,73.0,3.73,0.024,200
18,76.0,6.21,17.169,50
18,76.0,6.21,3.4046999999999996,100
18,76.0,6.21,0.5376000000000001,200
19,79.0,7.25,23.28,50
19,79.0,7.25,5.1216,100
19,79.0,7.25,1.152,200
20,82.0,7.45,25.996,50
20,82.0,7.45,7.0519,100
20,82.0,7.45,2.016,200
21,85.0,7.04,33.659,50
21,85.0,7.04,10.67,100
21,85.0,7.04,3.6768,200
22,88.0,6.62,33.659,50
22,88.0,6.62,12.028,100
22,88.0,6.62,4.1568,200
23,91.0,9.52,25.898999999999997,50
23,91.0,9.52,10.282,100
23,91.0,9.52,3.1487999999999996,200
24,94.0,7.45,20.273,50
24,94.0,7.45,7.5950999999999995,100
24,94.0,7.45,1.6032,200
25,97.0,8.07,15.52,50
25,97.0,8.07,4.0061,100
25,97.0,8.07,0.8448,200
26,100.0,8.07,13.289,50
26,100.0,8.07,2.3085999999999998,100
26,100.0,8.07,0.3744,200
27,103.0,6.0,8.099499999999999,50
27,103.0,6.0,0.6402,100
27,103.0,6.0,0.17279999999999998,200
28,106.0,4.97,3.8121,50
28,106.0,4.97,0.2231,100
28,106.0,4.97,0.0384,200
29,109.0,2.69,1.5229,50
29,109.0,2.69,0.029099999999999997,100
29,109.0,2.69,0.0192,200
30,112.0,1.66,0.582,50
31,115.0,1.04,0.4462,50
32,118.0,1.04,0.08729999999999999,50
6,40.0,1.66,0.3038,50
7,43.0,3.83,2.0482,50
7,43.0,3.83,0.0392,100
7,43.0,3.83,0.014549999999999999,200
8,46.0,6.82,8.7024,50
8,46.0,6.82,1.4994,100
8,46.0,6.82,0.5917,200
9,49.0,10.48,33.711999999999996,50
9,49.0,10.48,10.29,100
9,49.0,10.48,8.487499999999999,200
10,52.0,12.98,75.75399999999999,50
10,52.0,12.98,38.318,100
10,52.0,12.98,24.347,200
11,55.0,15.81,128.38,50
11,55.0,15.81,66.346,100
11,55.0,15.81,21.146,200
12,58.0,12.98,113.67999999999999,50
12,58.0,12.98,42.728,100
12,58.0,12.98,11.931000000000001,200
13,61.0,12.14,56.839999999999996,50
13,61.0,12.14,28.616,100
13,61.0,12.14,3.3562,200
14,64.0,9.15,40.278,50
14,64.0,9.15,21.07,100
14,64.0,9.15,2.1728,200
15,67.0,5.99,50.273999999999994,50
15,67.0,5.99,14.308,100
15,67.0,5.99,1.0573000000000001,200
16,70.0,3.99,51.94,50
16,70.0,3.99,9.995999999999999,100
16,70.0,3.99,0.4365,200
17,73.0,1.83,32.83,50
17,73.0,1.83,6.6542,100
17,73.0,1.83,0.03395,200
18,76.0,1.0,17.052,50
18,76.0,1.0,2.3324,100
19,79.0,1.0,4.067,50
19,79.0,1.0,0.8526,100
20,82.0,0.17,1.7836,50
20,82.0,0.17,0.0588,100
22,88.0,0.17,0.0245,50
17,73.0,0.83,0.07125,50
18,76.0,0.33,0.9119999999999999,50
19,79.0,0.83,3.3914999999999997,50
19,79.0,0.83,0.0188,100
20,82.0,1.0,13.299999999999999,50
20,82.0,1.0,0.11279999999999998,100
21,85.0,1.83,18.335,50
21,85.0,1.83,1.269,100
21,85.0,1.83,0.014099999999999998,200
22,88.0,5.49,20.71,50
22,88.0,5.49,5.0854,100
22,88.0,5.49,0.3196,200
23,91.0,14.97,35.625,50
23,91.0,14.97,16.732,100
23,91.0,14.97,1.7296,200
24,94.0,11.65,37.43,50
24,94.0,11.65,26.414,100
24,94.0,11.65,6.222799999999999,200
25,97.0,20.3,39.045,50
25,97.0,20.3,28.482,100
25,97.0,20.3,10.34,200
26,100.0,11.65,37.809999999999995,50
26,100.0,11.65,24.534,100
26,100.0,11.65,8.6574,200
27,103.0,10.48,30.304999999999996,50
27,103.0,10.48,17.107999999999997,100
27,103.0,10.48,4.5684000000000005,200
28,106.0,9.98,19.285,50
28,106.0,9.98,7.482399999999999,100
28,106.0,9.98,2.6695999999999995,200
29,109.0,5.32,13.68,50
29,109.0,5.32,2.2935999999999996,100
29,109.0,5.32,0.44179999999999997,200
30,112.0,1.83,5.358,50
30,112.0,1.83,0.3008,100
30,112.0,1.83,0.0235,200
31,115.0,2.0,0.589,50
31,115.0,2.0,0.0235,100
32,118.0,0.5,0.11399999999999999,50
19,79.0,0.16,2.6771999999999996,50
19,79.0,0.16,0.06305,100
20,82.0,1.93,13.968,50
20,82.0,1.93,1.8623999999999998,100
20,82.0,1.93,0.06720000000000001,200
21,85.0,5.0,29.197,50
21,85.0,5.0,8.924,100
21,85.0,5.0,0.9888,200
22,88.0,13.39,38.897,50
22,88.0,13.39,21.146,100
22,88.0,13.39,6.0767999999999995,200
23,91.0,20.32,39.867,50
23,91.0,20.32,33.174,100
23,91.0,20.32,11.808,200
24,94.0,20.97,40.546,50
24,94.0,20.97,34.629000000000005,100
24,94.0,20.97,15.072,200
25,97.0,16.93,36.278,50
25,97.0,16.93,26.481,100
25,97.0,16.93,9.984,200
26,100.0,8.23,22.697999999999997,50
26,100.0,8.23,7.7115,100
26,100.0,8.23,1.3727999999999998,200
27,103.0,7.1,9.893999999999998,50
27,103.0,7.1,0.7566,100
27,103.0,7.1,0.08639999999999999,200
28,106.0,3.23,1.4064999999999999,50
28,106.0,3.23,0.08245000000000001,100
28,106.0,3.23,0.0144,200
29,109.0,1.45,0.097,50
29,109.0,1.45,0.0097,100
30,112.0,0.32,0.029099999999999997,50
31,115.0,0.97,0.029099999999999997,50
10,52.0,0.17,3.4593999999999996,50
10,52.0,0.17,0.098,100
11,55.0,0.33,10.192,50
11,55.0,0.33,0.8133999999999999,100
12,58.0,0.5,13.524000000000001,50
12,58.0,0.5,3.6946,100
12,58.0,0.5,0.05445,200
13,61.0,1.33,22.344,50
13,61.0,1.33,8.712200000000001,100
13,61.0,1.33,0.3267,200
14,64.0,4.31,32.83,50
14,64.0,4.31,13.23,100
14,64.0,4.31,1.9898999999999998,200
15,67.0,6.8,44.394,50
15,67.0,6.8,17.346,100
15,67.0,6.8,6.4548,200
16,70.0,6.8,37.436,50
16,70.0,6.8,19.502,100
16,70.0,6.8,7.2963000000000005,200
17,73.0,12.27,34.986000000000004,50
17,73.0,12.27,14.112,100
17,73.0,12.27,4.158,200
18,76.0,13.76,32.144,50
18,76.0,13.76,14.7196,100
18,76.0,13.76,4.969799999999999,200
19,79.0,16.25,31.556,50
19,79.0,16.25,18.228,100
19,79.0,16.25,5.1876,200
20,82.0,13.43,26.46,50
20,82.0,13.43,17.444,100
20,82.0,13.43,4.9104,200
21,85.0,14.43,22.344,50
21,85.0,14.43,10.682,100
21,85.0,14.43,4.1481,200
22,88.0,6.14,28.125999999999998,50
22,88.0,6.14,12.74,100
22,88.0,6.14,4.158,200
23,91.0,1.82,20.482,50
23,91.0,1.82,10.682,100
23,91.0,1.82,3.3759,200
24,94.0,1.16,71.53999999999999,50
24,94.0,1.16,2.6557999999999997,100
24,94.0,1.16,0.9306,200
25,97.0,0.5,4.3512,50
25,97.0,0.5,0.5292,100
25,97.0,0.5,0.03465,200
26,100.0,0.83,0.6816,50
27,103.0,1.0,2.7168,50
27,103.0,1.0,0.0912,100
28,106.0,4.33,4.896,50
28,106.0,4.33,0.7296,100
29,109.0,3.83,9.3696,50
29,109.0,3.83,5.6064,100
29,109.0,3.83,0.6402,200
30,112.0,4.5,13.152,50
30,112.0,4.5,10.848,100
30,112.0,4.5,4.0061,200
31,115.0,15.17,24.48,50
31,115.0,15.17,10.655999999999999,100
31,115.0,15.17,7.2943999999999996,200
32,118.0,20.17,24.768,50
32,118.0,20.17,18.336000000000002,100
32,118.0,20.17,12.61,200
33,121.0,22.67,24.863999999999997,50
33,121.0,22.67,21.983999999999998,100
33,121.0,22.67,17.266000000000002,200
34,124.0,17.5,16.703999999999997,50
34,124.0,17.5,24.096,100
34,124.0,17.5,12.998,200
35,127.0,8.17,4.0704,50
35,127.0,8.17,5.289599999999999,100
35,127.0,8.17,0.16490000000000002,200
36,130.0,1.5,0.17279999999999998,50
36,130.0,1.5,0.2496,100
37,133.0,0.33,0.0096,50
37,133.0,0.33,0.0048,100
30,112.0,0.17,0.384,50
30,112.0,0.17,0.0097,100
31,115.0,2.32,7.459199999999999,50
31,115.0,2.32,0.058199999999999995,100
31,115.0,2.32,0.0194,200
32,118.0,1.99,16.703999999999997,50
32,118.0,1.99,2.231,100
32,118.0,1.99,0.014549999999999999,200
33,121.0,6.62,23.712,50
33,121.0,6.62,9.893999999999998,100
33,121.0,6.62,0.1455,200
34,124.0,7.78,22.656,50
34,124.0,7.78,12.416,100
34,124.0,7.78,2.5996,200
35,127.0,18.87,22.656,50
35,127.0,18.87,18.139,100
35,127.0,18.87,4.5202,200
36,130.0,17.88,25.919999999999998,50
36,130.0,17.88,23.571,100
36,130.0,17.88,6.7803,200
37,133.0,13.41,18.72,50
37,133.0,13.41,19.691,100
37,133.0,13.41,9.796999999999999,200
38,136.0,10.1,12.0,50
38,136.0,10.1,12.706999999999999,100
38,136.0,10.1,11.931000000000001,200
39,139.0,9.93,10.559999999999999,50
39,139.0,9.93,8.0801,100
39,139.0,9.93,10.961,200
40,142.0,3.48,10.751999999999999,50
40,142.0,3.48,6.401999999999999,100
40,142.0,3.48,10.767,200
41,145.0,4.3,11.904,50
41,145.0,4.3,6.0625,100
41,145.0,4.3,7.5854,200
42,148.0,2.98,7.8144,50
42,148.0,2.98,6.683299999999999,100
42,148.0,2.98,6.683299999999999,200
43,151.0,0.17,5.5008,50
43,151.0,0.17,9.7,100
43,151.0,0.17,7.469,200
23,91.0,0.62,0.14209999999999998,50
23,91.0,0.62,0.0049,100
24,94.0,0.41,0.5978,50
24,94.0,0.41,0.0098,100
25,97.0,2.29,1.813,50
25,97.0,2.29,0.049,100
