post,azimuth,wind_direction,concentration,distance,U,q
25,97,4.98,0.17575,200,4.56,9.96
26,100,10.16,14.44,50,4.56,9.96
26,100,10.16,5.13,100,4.56,9.96
26,100,10.16,0.5605,200,4.56,9.96
27,103,13.9,15.579999999999998,50,4.56,9.96
27,103,13.9,6.2604999999999995,100,4.56,9.96
27,103,13.9,1.4249999999999998,200,4.56,9.96
28,106,15.14,15.579999999999998,50,4.56,9.96
28,106,15.14,6.555,100,4.56,9.96
28,106,15.14,2.1185,200,4.56,9.96
29,109,6.43,17.67,50,4.56,9.96
29,109,6.43,7.068,100,4.56,9.96
29,109,6.43,2.4225,200,4.56,9.96
30,112,5.6,18.05,50,4.56,9.96
30,112,5.6,5.453,100,4.56,9.96
30,112,5.6,2.0235,200,4.56,9.96
31,115,4.77,15.105,50,4.56,9.96
31,115,4.77,3.61,100,4.56,9.96
31,115,4.77,1.216,200,4.56,9.96
32,118,5.19,10.545,50,4.56,9.96
32,118,5.19,2.5555,100,4.56,9.96
32,118,5.19,0.5795,200,4.56,9.96
33,121,3.94,5.89,50,4.56,9.96
33,121,3.94,2.0044999999999997,100,4.56,9.96
33,121,3.94,0.17575,200,4.56,9.96
34,124,2.07,3.154,50,4.56,9.96
34,124,2.07,1.1969999999999998,100,4.56,9.96
34,124,2.07,0.06175,200,4.56,9.96
35,127,2.7,2.4034999999999997,50,4.56,9.96
35,127,2.7,0.46549999999999997,100,4.56,9.96
35,127,2.7,0.038,200,4.56,9.96
36,130,1.25,2.375,50,4.56,9.96
36,130,1.25,0.09025,100,4.56,9.96
36,130,1.25,0.00475,200,4.56,9.96
37,133,1.66,1.387,50,4.56,9.96
37,133,1.66,0.042749999999999996,100,4.56,9.96
38,136,1.45,0.4275,50,4.56,9.96
38,136,1.45,0.02375,100,4.56,9.96
39,139,0.41,0.02375,50,4.56,9.96
39,139,0.41,0.0095,100,4.56,9.96
40,142,0.21,0.03325,50,4.56,9.96
40,142,0.21,0.0095,100,4.56,9.96
18,76,1.87,0.2064,50,2.4,9.88
19,79,0.62,2.5248,50,2.4,9.88
20,82,3.73,5.9136,50,2.4,9.88
20,82,3.73,0.0528,100,2.4,9.88
21,85,6.22,11.232,50,2.4,9.88
21,85,6.22,0.432,100,2.4,9.88
22,88,11.0,24.96,50,2.4,9.88
22,88,11.0,4.7136,100,2.4,9.88
22,88,11.0,0.043199999999999995,200,2.4,9.88
23,91,10.17,47.80799999999999,50,2.4,9.88
23,91,10.17,12.096,100,2.4,9.88
23,91,10.17,0.8256,200,2.4,9.88
24,94,9.75,49.248,50,2.4,9.88
24,94,9.75,29.856,100,2.4,9.88
24,94,9.75,6.7488,200,2.4,9.88
25,97,11.41,57.504,50,2.4,9.88
25,97,11.41,31.104,100,2.4,9.88
25,97,11.41,13.536,200,2.4,9.88
26,100,15.97,53.184,50,2.4,9.88
26,100,15.97,23.232,100,2.4,9.88
26,100,15.97,9.12,200,2.4,9.88
27,103,11.83,43.104,50,2.4,9.88
27,103,11.83,14.495999999999999,100,2.4,9.88
27,103,11.83,3.0528,200,2.4,9.88
28,106,12.56,19.296,50,2.4,9.88
28,106,12.56,4.329599999999999,100,2.4,9.88
28,106,12.56,0.6432,200,2.4,9.88
29,109,0.93,8.16,50,2.4,9.88
29,109,0.93,0.528,100,2.4,9.88
29,109,0.93,0.0288,200,2.4,9.88
30,112,0.62,3.9648,50,2.4,9.88
30,112,0.62,0.10079999999999999,100,2.4,9.88
31,115,0.62,3.2447999999999997,50,2.4,9.88
32,118,0.21,1.392,50,2.4,9.88
33,121,0.21,0.0912,50,2.4,9.88
34,124,0.21,0.0096,50,2.4,9.88
35,127,0.21,0.033600000000000005,50,2.4,9.88
6,40,1.04,0.49,50,2.94,8.12
7,43,1.86,2.5578,50,2.94,8.12
7,43,1.86,0.034300000000000004,100,2.94,8.12
8,46,3.1,5.8604,50,2.94,8.12
8,46,3.1,0.294,100,2.94,8.12
8,46,3.1,0.034300000000000004,200,2.94,8.12
9,49,4.14,10.878,50,2.94,8.12
9,49,4.14,1.1172,100,2.94,8.12
9,49,4.14,0.1862,200,2.94,8.12
10,52,7.66,19.305999999999997,50,2.94,8.12
10,52,7.66,3.8415999999999997,100,2.94,8.12
10,52,7.66,0.49,200,2.94,8.12
11,55,5.38,36.358000000000004,50,2.94,8.12
11,55,5.38,8.7024,100,2.94,8.12
11,55,5.38,1.7149999999999999,200,2.94,8.12
12,58,12.42,37.436,50,2.94,8.12
12,58,12.42,14.504,100,2.94,8.12
12,58,12.42,3.2731999999999997,200,2.94,8.12
13,61,7.87,32.63399999999999,50,2.94,8.12
13,61,7.87,13.425999999999998,100,2.94,8.12
13,61,7.87,3.5966,200,2.94,8.12
14,64,9.94,27.93,50,2.94,8.12
14,64,9.94,9.0846,100,2.94,8.12
14,64,9.94,2.5382,200,2.94,8.12
15,67,6.83,22.834,50,2.94,8.12
15,67,6.83,8.1046,100,2.94,8.12
15,67,6.83,1.9502,200,2.94,8.12
16,70,8.9,29.204,50,2.94,8.12
16,70,8.9,6.3797999999999995,100,2.94,8.12
16,70,8.9,1.2446,200,2.94,8.12
17,73,6.62,16.072,50,2.94,8.12
17,73,6.62,3.871,100,2.94,8.12
17,73,6.62,0.5292,200,2.94,8.12
18,76,7.66,10.975999999999999,50,2.94,8.12
18,76,7.66,1.7247999999999999,100,2.94,8.12
18,76,7.66,0.147,200,2.94,8.12
19,79,5.18,5.7428,50,2.94,8.12
19,79,5.18,0.1666,100,2.94,8.12
19,79,5.18,0.0294,200,2.94,8.12
20,82,1.86,2.2148,50,2.94,8.12
20,82,1.86,0.0294,100,2.94,8.12
21,85,2.9,0.245,50,2.94,8.12
22,88,1.66,0.098,50,2.94,8.12
9,49,0.21,0.029099999999999997,50,2.71,8.58
10,52,0.21,0.029099999999999997,50,2.71,8.58
11,55,0.41,0.12125,50,2.71,8.58
12,58,0.41,0.3104,50,2.71,8.58
12,58,0.41,0.0097,100,2.71,8.58
13,61,0.21,1.2707,50,2.71,8.58
13,61,0.21,0.0097,100,2.71,8.58
14,64,2.28,1.8818,50,2.71,8.58
14,64,2.28,0.09215,100,2.71,8.58
15,67,2.9,2.9682,50,2.71,8.58
15,67,2.9,0.2716,100,2.71,8.58
16,70,4.14,5.3641000000000005,50,2.71,8.58
16,70,4.14,0.3783,100,2.71,8.58
17,73,3.73,9.2635,50,2.71,8.58
17,73,3.73,1.5907999999999998,100,2.71,8.58
17,73,3.73,0.024,200,2.71,8.58
18,76,6.21,17.169,50,2.71,8.58
18,76,6.21,3.4046999999999996,100,2.71,8.58
18,76,6.21,0.5376000000000001,200,2.71,8.58
19,79,7.25,23.28,50,2.71,8.58
19,79,7.25,5.1216,100,2.71,8.58
19,79,7.25,1.152,200,2.71,8.58
20,82,7.45,25.996,50,2.71,8.58
20,82,7.45,7.0519,100,2.71,8.58
20,82,7.45,2.016,200,2.71,8.58
21,85,7.04,33.659,50,2.71,8.58
21,85,7.04,10.67,100,2.71,8.58
21,85,7.04,3.6768,200,2.71,8.58
22,88,6.62,33.659,50,2.71,8.58
22,88,6.62,12.028,100,2.71,8.58
22,88,6.62,4.1568,200,2.71,8.58
23,91,9.52,25.898999999999997,50,2.71,8.58
23,91,9.52,10.282,100,2.71,8.58
23,91,9.52,3.1487999999999996,200,2.71,8.58
24,94,7.45,20.273,50,2.71,8.58
24,94,7.45,7.5950999999999995,100,2.71,8.58
24,94,7.45,1.6032,200,2.71,8.58
25,97,8.07,15.52,50,2.71,8.58
25,97,8.07,4.0061,100,2.71,8.58
25,97,8.07,0.8448,200,2.71,8.58
26,100,8.07,13.289,50,2.71,8.58
26,100,8.07,2.3085999999999998,100,2.71,8.58
26,100,8.07,0.3744,200,2.71,8.58
27,103,6.0,8.099499999999999,50,2.71,8.58
27,103,6.0,0.6402,100,2.71,8.58
27,103,6.0,0.17279999999999998,200,2.71,8.58
28,106,4.97,3.8121,50,2.71,8.58
28,106,4.97,0.2231,100,2.71,8.58
28,106,4.97,0.0384,200,2.71,8.58
29,109,2.69,1.5229,50,2.71,8.58
29,109,2.69,0.029099999999999997,100,2.71,8.58
29,109,2.69,0.0192,200,2.71,8.58
30,112,1.66,0.582,50,2.71,8.58
31,115,1.04,0.4462,50,2.71,8.58
32,118,1.04,0.08729999999999999,50,2.71,8.58
6,40,1.66,0.3038,50,1.87,8.48
7,43,3.83,2.0482,50,1.87,8.48
7,43,3.83,0.0392,100,1.87,8.48
7,43,3.83,0.014549999999999999,200,1.87,8.48
8,46,6.82,8.7024,50,1.87,8.48
8,46,6.82,1.4994,100,1.87,8.48
8,46,6.82,0.5917,200,1.87,8.48
9,49,10.48,33.711999999999996,50,1.87,8.48
9,49,10.48,10.29,100,1.87,8.48
9,49,10.48,8.487499999999999,200,1.87,8.48
10,52,12.98,75.75399999999999,50,1.87,8.48
10,52,12.98,38.318,100,1.87,8.48
10,52,12.98,24.347,200,1.87,8.48
11,55,15.81,128.38,50,1.87,8.48
11,55,15.81,66.346,100,1.87,8.48
11,55,15.81,21.146,200,1.87,8.48
12,58,12.98,113.67999999999999,50,1.87,8.48
12,58,12.98,42.728,100,1.87,8.48
12,58,12.98,11.931000000000001,200,1.87,8.48
13,61,12.14,56.839999999999996,50,1.87,8.48
13,61,12.14,28.616,100,1.87,8.48
13,61,12.14,3.3562,200,1.87,8.48
14,64,9.15,40.278,50,1.87,8.48
14,64,9.15,21.07,100,1.87,8.48
14,64,9.15,2.1728,200,1.87,8.48
15,67,5.99,50.273999999999994,50,1.87,8.48
15,67,5.99,14.308,100,1.87,8.48
15,67,5.99,1.0573000000000001,200,1.87,8.48
16,70,3.99,51.94,50,1.87,8.48
16,70,3.99,9.995999999999999,100,1.87,8.48
16,70,3.99,0.4365,200,1.87,8.48
17,73,1.83,32.83,50,1.87,8.48
17,73,1.83,6.6542,100,1.87,8.48
17,73,1.83,0.03395,200,1.87,8.48
18,76,1.0,17.052,50,1.87,8.48
18,76,1.0,2.3324,100,1.87,8.48
19,79,1.0,4.067,50,1.87,8.48
19,79,1.0,0.8526,100,1.87,8.48
20,82,0.17,1.7836,50,1.87,8.48
20,82,0.17,0.0588,100,1.87,8.48
21,85,0.17,0.245,50,1.87,8.48
22,88,0.17,0.0245,50,1.87,8.48
17,73,0.83,0.07125,50,1.49,6.23
18,76,0.33,0.9119999999999999,50,1.49,6.23
19,79,0.83,3.3914999999999997,50,1.49,6.23
19,79,0.83,0.0188,100,1.49,6.23
20,82,1.0,13.299999999999999,50,1.49,6.23
20,82,1.0,0.11279999999999998,100,1.49,6.23
21,85,1.83,18.335,50,1.49,6.23
21,85,1.83,1.269,100,1.49,6.23
21,85,1.83,0.014099999999999998,200,1.49,6.23
22,88,5.49,20.71,50,1.49,6.23
22,88,5.49,5.0854,100,1.49,6.23
22,88,5.49,0.3196,200,1.49,6.23
23,91,14.97,35.625,50,1.49,6.23
23,91,14.97,16.732,100,1.49,6.23
23,91,14.97,1.7296,200,1.49,6.23
24,94,11.65,37.43,50,1.49,6.23
24,94,11.65,26.414,100,1.49,6.23
24,94,11.65,6.222799999999999,200,1.49,6.23
25,97,20.3,39.045,50,1.49,6.23
25,97,20.3,28.482,100,1.49,6.23
25,97,20.3,10.34,200,1.49,6.23
26,100,11.65,37.809999999999995,50,1.49,6.23
26,100,11.65,24.534,100,1.49,6.23
26,100,11.65,8.6574,200,1.49,6.23
27,103,10.48,30.304999999999996,50,1.49,6.23
27,103,10.48,17.107999999999997,100,1.49,6.23
27,103,10.48,4.5684000000000005,200,1.49,6.23
28,106,9.98,19.285,50,1.49,6.23
28,106,9.98,7.482399999999999,100,1.49,6.23
28,106,9.98,2.6695999999999995,200,1.49,6.23
29,109,5.32,13.68,50,1.49,6.23
29,109,5.32,2.2935999999999996,100,1.49,6.23
29,109,5.32,0.44179999999999997,200,1.49,6.23
30,112,1.83,5.358,50,1.49,6.23
30,112,1.83,0.3008,100,1.49,6.23
30,112,1.83,0.0235,200,1.49,6.23
31,115,2.0,0.589,50,1.49,6.23
31,115,2.0,0.0235,100,1.49,6.23
32,118,0.5,0.11399999999999999,50,1.49,6.23
19,79,0.16,2.6771999999999996,50,1.79,6.42
19,79,0.16,0.06305,100,1.79,6.42
20,82,1.93,13.968,50,1.79,6.42
20,82,1.93,1.8623999999999998,100,1.79,6.42
20,82,1.93,0.06720000000000001,200,1.79,6.42
21,85,5.0,29.197,50,1.79,6.42
21,85,5.0,8.924,100,1.79,6.42
21,85,5.0,0.9888,200,1.79,6.42
22,88,13.39,38.897,50,1.79,6.42
22,88,13.39,21.146,100,1.79,6.42
22,88,13.39,6.0767999999999995,200,1.79,6.42
23,91,20.32,39.867,50,1.79,6.42
23,91,20.32,33.174,100,1.79,6.42
23,91,20.32,11.808,200,1.79,6.42
24,94,20.97,40.546,50,1.79,6.42
24,94,20.97,34.629000000000005,100,1.79,6.42
24,94,20.97,15.072,200,1.79,6.42
25,97,16.93,36.278,50,1.79,6.42
25,97,16.93,26.481,100,1.79,6.42
25,97,16.93,9.984,200,1.79,6.42
26,100,8.23,22.697999999999997,50,1.79,6.42
26,100,8.23,7.7115,100,1.79,6.42
26,100,8.23,1.3727999999999998,200,1.79,6.42
27,103,7.1,9.893999999999998,50,1.79,6.42
27,103,7.1,0.7566,100,1.79,6.42
27,103,7.1,0.08639999999999999,200,1.79,6.42
28,106,3.23,1.4064999999999999,50,1.79,6.42
28,106,3.23,0.08245000000000001,100,1.79,6.42
28,106,3.23,0.0144,200,1.79,6.42
29,109,1.45,0.097,50,1.79,6.42
29,109,1.45,0.0097,100,1.79,6.42
30,112,0.32,0.029099999999999997,50,1.79,6.42
31,115,0.97,0.029099999999999997,50,1.79,6.42
10,52,0.17,3.4593999999999996,50,1.74,6.6
10,52,0.17,0.098,100,1.74,6.6
11,55,0.33,10.192,50,1.74,6.6
11,55,0.33,0.8133999999999999,100,1.74,6.6
12,58,0.5,13.524000000000001,50,1.74,6.6
12,58,0.5,3.6946,100,1.74,6.6
12,58,0.5,0.05445,200,1.74,6.6
13,61,1.33,22.344,50,1.74,6.6
13,61,1.33,8.712200000000001,100,1.74,6.6
13,61,1.33,0.3267,200,1.74,6.6
14,64,4.31,32.83,50,1.74,6.6
14,64,4.31,13.23,100,1.74,6.6
14,64,4.31,1.9898999999999998,200,1.74,6.6
15,67,6.8,44.394,50,1.74,6.6
15,67,6.8,17.346,100,1.74,6.6
15,67,6.8,6.4548,200,1.74,6.6
16,70,6.8,37.436,50,1.74,6.6
16,70,6.8,19.502,100,1.74,6.6
16,70,6.8,7.2963000000000005,200,1.74,6.6
17,73,12.27,34.986000000000004,50,1.74,6.6
17,73,12.27,14.112,100,1.74,6.6
17,73,12.27,4.158,200,1.74,6.6
18,76,13.76,32.144,50,1.74,6.6
18,76,13.76,14.7196,100,1.74,6.6
18,76,13.76,4.969799999999999,200,1.74,6.6
19,79,16.25,31.556,50,1.74,6.6
19,79,16.25,18.228,100,1.74,6.6
19,79,16.25,5.1876,200,1.74,6.6
20,82,13.43,26.46,50,1.74,6.6
20,82,13.43,17.444,100,1.74,6.6
20,82,13.43,4.9104,200,1.74,6.6
21,85,14.43,22.344,50,1.74,6.6
21,85,14.43,10.682,100,1.74,6.6
21,85,14.43,4.1481,200,1.74,6.6
22,88,6.14,28.125999999999998,50,1.74,6.6
22,88,6.14,12.74,100,1.74,6.6
22,88,6.14,4.158,200,1.74,6.6
23,91,1.82,20.482,50,1.74,6.6
23,91,1.82,10.682,100,1.74,6.6
23,91,1.82,3.3759,200,1.74,6.6
24,94,1.16,71.53999999999999,50,1.74,6.6
24,94,1.16,2.6557999999999997,100,1.74,6.6
24,94,1.16,0.9306,200,1.74,6.6
25,97,0.5,4.3512,50,1.74,6.6
25,97,0.5,0.5292,100,1.74,6.6
25,97,0.5,0.03465,200,1.74,6.6
26,100,0.83,0.6816,50,1.98,5.72
27,103,1.0,2.7168,50,1.98,5.72
27,103,1.0,0.0912,100,1.98,5.72
28,106,4.33,4.896,50,1.98,5.72
28,106,4.33,0.7296,100,1.98,5.72
29,109,3.83,9.3696,50,1.98,5.72
29,109,3.83,5.6064,100,1.98,5.72
29,109,3.83,0.6402,200,1.98,5.72
30,112,4.5,13.152,50,1.98,5.72
30,112,4.5,10.848,100,1.98,5.72
30,112,4.5,4.0061,200,1.98,5.72
31,115,15.17,24.48,50,1.98,5.72
31,115,15.17,10.655999999999999,100,1.98,5.72
31,115,15.17,7.2943999999999996,200,1.98,5.72
32,118,20.17,24.768,50,1.98,5.72
32,118,20.17,18.336000000000002,100,1.98,5.72
32,118,20.17,12.61,200,1.98,5.72
33,121,22.67,24.863999999999997,50,1.98,5.72
33,121,22.67,21.983999999999998,100,1.98,5.72
33,121,22.67,17.266000000000002,200,1.98,5.72
34,124,17.5,16.703999999999997,50,1.98,5.72
34,124,17.5,24.096,100,1.98,5.72
34,124,17.5,12.998,200,1.98,5.72
35,127,8.17,4.0704,50,1.98,5.72
35,127,8.17,5.289599999999999,100,1.98,5.72
35,127,8.17,0.16490000000000002,200,1.98,5.72
36,130,1.5,0.17279999999999998,50,1.98,5.72
36,130,1.5,0.2496,100,1.98,5.72
37,133,0.33,0.0096,50,1.98,5.72
37,133,0.33,0.0048,100,1.98,5.72
30,112,0.17,0.384,50,1.63,5.77
30,112,0.17,0.0097,100,1.63,5.77
31,115,2.32,7.459199999999999,50,1.63,5.77
31,115,2.32,0.058199999999999995,100,1.63,5.77
31,115,2.32,0.0194,200,1.63,5.77
32,118,1.99,16.703999999999997,50,1.63,5.77
32,118,1.99,2.231,100,1.63,5.77
32,118,1.99,0.014549999999999999,200,1.63,5.77
33,121,6.62,23.712,50,1.63,5.77
33,121,6.62,9.893999999999998,100,1.63,5.77
33,121,6.62,0.1455,200,1.63,5.77
34,124,7.78,22.656,50,1.63,5.77
34,124,7.78,12.416,100,1.63,5.77
34,124,7.78,2.5996,200,1.63,5.77
35,127,18.87,22.656,50,1.63,5.77
35,127,18.87,18.139,100,1.63,5.77
35,127,18.87,4.5202,200,1.63,5.77
36,130,17.88,25.919999999999998,50,1.63,5.77
36,130,17.88,23.571,100,1.63,5.77
36,130,17.88,6.7803,200,1.63,5.77
37,133,13.41,18.72,50,1.63,5.77
37,133,13.41,19.691,100,1.63,5.77
37,133,13.41,9.796999999999999,200,1.63,5.77
38,136,10.1,12.0,50,1.63,5.77
38,136,10.1,12.706999999999999,100,1.63,5.77
38,136,10.1,11.931000000000001,200,1.63,5.77
39,139,9.93,10.559999999999999,50,1.63,5.77
39,139,9.93,8.0801,100,1.63,5.77
39,139,9.93,10.961,200,1.63,5.77
40,142,3.48,10.751999999999999,50,1.63,5.77
40,142,3.48,6.401999999999999,100,1.63,5.77
40,142,3.48,10.767,200,1.63,5.77
41,145,4.3,11.904,50,1.63,5.77
41,145,4.3,6.0625,100,1.63,5.77
41,145,4.3,7.5854,200,1.63,5.77
42,148,2.98,7.8144,50,1.63,5.77
42,148,2.98,6.683299999999999,100,1.63,5.77
42,148,2.98,6.683299999999999,200,1.63,5.77
43,151,0.17,5.5008,50,1.63,5.77
43,151,0.17,9.7,100,1.63,5.77
43,151,0.17,7.469,200,1.63,5.77
23,91,0.62,0.14209999999999998,50,2.79,6.87
23,91,0.62,0.0049,100,2.79,6.87
24,94,0.41,0.5978,50,2.79,6.87
24,94,0.41,0.0098,100,2.79,6.87
25,97,2.29,1.813,50,2.79,6.87
25,97,2.29,0.049,100,2.79,6.87
26,100,2.91,4.8902,50,2.79,6.87
26,100,2.91,0.0441,100,2.79,6.87
27,103,8.11,8.1732,50,2.79,6.87
27,103,8.11,1.6267999999999998,100,2.79,6.87
27,103,8.11,0.0833,200,2.79,6.87
28,106,7.28,12.347999999999999,50,2.79,6.87
28,106,7.28,2.8811999999999998,100,2.79,6.87
28,106,7.28,0.3724,200,2.79,6.87
29,109,8.73,19.502,50,2.79,6.87
29,109,8.73,4.8902,100,2.79,6.87
29,109,8.73,1.1074,200,2.79,6.87
30,112,7.9,20.188000000000002,50,2.79,6.87
30,112,7.9,6.1152,100,2.79,6.87
30,112,7.9,1.6365999999999998,200,2.79,6.87
31,115,10.6,19.11,50,2.79,6.87
31,115,10.6,7.1049999999999995,100,2.79,6.87
31,115,10.6,2.8322000000000003,200,2.79,6.87
32,118,13.31,17.15,50,2.79,6.87
32,118,13.31,8.036,100,2.79,6.87
32,118,13.31,2.5676,200,2.79,6.87
33,121,8.73,17.738,50,2.79,6.87
33,121,8.73,7.8595999999999995,100,2.79,6.87
33,121,8.73,2.8126,200,2.79,6.87
34,124,7.28,19.6,50,2.79,6.87
34,124,7.28,7.3402,100,2.79,6.87
34,124,7.28,2.2442,200,2.79,6.87
35,127,8.73,17.541999999999998,50,2.79,6.87
35,127,8.73,5.203799999999999,100,2.79,6.87
35,127,8.73,1.1858,200,2.79,6.87
36,130,3.74,13.034,50,2.79,6.87
36,130,3.74,2.6362,100,2.79,6.87
36,130,3.74,0.22540000000000002,200,2.79,6.87
37,133,3.33,8.3986,50,2.79,6.87
37,133,3.33,0.7742,100,2.79,6.87
37,133,3.33,0.0245,200,2.79,6.87
38,136,1.66,3.6357999999999997,50,2.79,6.87
38,136,1.66,0.1666,100,2.79,6.87
39,139,2.08,0.9506,50,2.79,6.87
39,139,2.08,0.0098,100,2.79,6.87
40,142,0.21,0.1568,50,2.79,6.87
40,142,0.21,0.0049,100,2.79,6.87
41,145,0.21,0.0196,50,2.79,6.87
25,97,0.21,0.0441,50,3.32,6.65
26,100,0.42,0.441,50,3.32,6.65
27,103,0.83,0.45080000000000003,50,3.32,6.65
28,106,0.42,0.392,50,3.32,6.65
29,109,1.24,0.3234,50,3.32,6.65
29,109,1.24,0.0624,100,3.32,6.65
30,112,1.04,0.294,50,3.32,6.65
30,112,1.04,0.144,100,3.32,6.65
31,115,0.83,0.6761999999999999,50,3.32,6.65
31,115,0.83,0.1104,100,3.32,6.65
31,115,0.83,0.014549999999999999,200,3.32,6.65
32,118,2.07,1.0192,50,3.32,6.65
32,118,2.07,0.192,100,3.32,6.65
32,118,2.07,0.014549999999999999,200,3.32,6.65
33,121,3.11,2.4696,50,3.32,6.65
33,121,3.11,0.4992,100,3.32,6.65
33,121,3.11,0.014549999999999999,200,3.32,6.65
34,124,3.11,5.252800000000001,50,3.32,6.65
34,124,3.11,0.7008,100,3.32,6.65
34,124,3.11,0.17459999999999998,200,3.32,6.65
35,127,7.26,7.683199999999999,50,3.32,6.65
35,127,7.26,1.8239999999999998,100,3.32,6.65
35,127,7.26,0.6692999999999999,200,3.32,6.65
36,130,9.13,10.975999999999999,50,3.32,6.65
36,130,9.13,2.8415999999999997,100,3.32,6.65
36,130,9.13,0.9311999999999999,200,3.32,6.65
37,133,11.62,16.561999999999998,50,3.32,6.65
37,133,11.62,3.1104000000000003,100,3.32,6.65
37,133,11.62,1.1058,200,3.32,6.65
38,136,7.88,17.15,50,3.32,6.65
38,136,7.88,3.8975999999999993,100,3.32,6.65
38,136,7.88,1.1834,200,3.32,6.65
39,139,9.13,13.034,50,3.32,6.65
39,139,9.13,4.6656,100,3.32,6.65
39,139,9.13,1.1252,200,3.32,6.65
40,142,10.15,11.27,50,3.32,6.65
40,142,10.15,3.5999999999999996,100,3.32,6.65
40,142,10.15,0.97,200,3.32,6.65
41,145,7.47,10.388,50,3.32,6.65
41,145,7.47,3.504,100,3.32,6.65
41,145,7.47,0.873,200,3.32,6.65
42,148,4.56,9.6138,50,3.32,6.65
42,148,4.56,2.6976,100,3.32,6.65
42,148,4.56,0.6402,200,3.32,6.65
43,151,3.32,9.3002,50,3.32,6.65
43,151,3.32,2.4863999999999997,100,3.32,6.65
43,151,3.32,0.485,200,3.32,6.65
44,154,4.36,9.7804,50,3.32,6.65
44,154,4.36,1.8623999999999998,100,3.32,6.65
44,154,4.36,0.5238,200,3.32,6.65
45,157,3.11,8.5456,50,3.32,6.65
45,157,3.11,0.7968,100,3.32,6.65
45,157,3.11,0.2522,200,3.32,6.65
46,160,2.49,4.165,50,3.32,6.65
46,160,2.49,0.3264,100,3.32,6.65
46,160,2.49,0.1552,200,3.32,6.65
47,163,1.04,3.6162,50,3.32,6.65
47,163,1.04,0.5856,100,3.32,6.65
47,163,1.04,0.0097,200,3.32,6.65
48,166,1.04,2.7243999999999997,50,3.32,6.65
48,166,1.04,0.3744,100,3.32,6.65
49,169,1.66,1.2152,50,3.32,6.65
49,169,1.66,0.45119999999999993,100,3.32,6.65
50,172,0.62,0.6761999999999999,50,3.32,6.65
50,172,0.62,0.2592,100,3.32,6.65
51,175,0.21,0.6272,50,3.32,6.65
51,175,0.21,0.0144,100,3.32,6.65
52,178,0.42,0.3136,50,3.32,6.65
52,178,0.42,0.0144,100,3.32,6.65
12,58,0.83,0.1056,50,1.79,7.94
13,61,1.33,4.6368,50,1.79,7.94
13,61,1.33,0.028499999999999998,100,1.79,7.94
14,64,2.99,14.591999999999999,50,1.79,7.94
14,64,2.99,3.344,100,1.79,7.94
15,67,6.99,39.168,50,1.79,7.94
15,67,6.99,11.114999999999998,100,1.79,7.94
15,67,6.99,0.285,200,1.79,7.94
16,70,10.48,45.504,50,1.79,7.94
16,70,10.48,26.41,100,1.79,7.94
16,70,10.48,8.901499999999999,200,1.79,7.94
17,73,11.31,49.248,50,1.79,7.94
17,73,11.31,39.33,100,1.79,7.94
17,73,11.31,20.9,200,1.79,7.94
18,76,14.31,33.312000000000005,50,1.79,7.94
18,76,14.31,21.09,100,1.79,7.94
18,76,14.31,9.69,200,1.79,7.94
19,79,18.47,25.727999999999998,50,1.79,7.94
19,79,18.47,7.9705,100,1.79,7.94
19,79,18.47,2.2705,200,1.79,7.94
20,82,11.15,16.128,50,1.79,7.94
20,82,11.15,3.61,100,1.79,7.94
20,82,11.15,1.0735,200,1.79,7.94
21,85,6.49,24.863999999999997,50,1.79,7.94
21,85,6.49,8.5215,100,1.79,7.94
21,85,6.49,2.3655,200,1.79,7.94
22,88,4.33,18.72,50,1.79,7.94
22,88,4.33,11.21,100,1.79,7.94
22,88,4.33,4.4175,200,1.79,7.94
23,91,2.83,16.8,50,1.79,7.94
23,91,2.83,7.172499999999999,100,1.79,7.94
23,91,2.83,3.287,200,1.79,7.94
24,94,2.33,7.9104,50,1.79,7.94
24,94,2.33,4.75,100,1.79,7.94
24,94,2.33,0.7979999999999999,200,1.79,7.94
25,97,2.33,2.9856,50,1.79,7.94
25,97,2.33,0.627,100,1.79,7.94
25,97,2.33,0.19949999999999998,200,1.79,7.94
26,100,2.33,1.152,50,1.79,7.94
26,100,2.33,0.019,100,1.79,7.94
27,103,0.83,0.0576,50,1.79,7.94
14,64,0.17,0.0144,50,1.78,7.96
15,67,0.33,0.1536,50,1.78,7.96
15,67,0.33,0.0192,100,1.78,7.96
16,70,0.5,2.112,50,1.78,7.96
16,70,0.5,0.0384,100,1.78,7.96
16,70,0.5,0.014549999999999999,200,1.78,7.96
17,73,0.83,7.651199999999999,50,1.78,7.96
17,73,0.83,0.1584,100,1.78,7.96
17,73,0.83,0.029099999999999997,200,1.78,7.96
18,76,1.5,14.688,50,1.78,7.96
18,76,1.5,0.8256,100,1.78,7.96
18,76,1.5,0.0194,200,1.78,7.96
19,79,3.16,28.416,50,1.78,7.96
19,79,3.16,5.0112,100,1.78,7.96
19,79,3.16,0.3201,200,1.78,7.96
20,82,6.31,45.888,50,1.78,7.96
20,82,6.31,13.152,100,1.78,7.96
20,82,6.31,1.8042,200,1.78,7.96
21,85,8.8,58.367999999999995,50,1.78,7.96
21,85,8.8,21.311999999999998,100,1.78,7.96
21,85,8.8,5.2283,200,1.78,7.96
22,88,17.77,65.75999999999999,50,1.78,7.96
22,88,17.77,34.943999999999996,100,1.78,7.96
22,88,17.77,12.028,200,1.78,7.96
