post,azimuth,wind_direction,concentration,distance,U,q
42,148,5.02,2.4816,100,3.86,9.31
42,148,5.02,0.4278,200,3.86,9.31
43,151,7.11,9.4272,50,3.86,9.31
43,151,7.11,2.3593999999999995,100,3.86,9.31
43,151,7.11,0.48360000000000003,200,3.86,9.31
44,154,7.11,7.7472,50,3.86,9.31
44,154,7.11,2.8106,100,3.86,9.31
44,154,7.11,0.4371,200,3.86,9.31
45,157,6.7,8.688,50,3.86,9.31
45,157,6.7,2.5568,100,3.86,9.31
45,157,6.7,0.2697,200,3.86,9.31
46,160,10.04,5.7888,50,3.86,9.31
46,160,10.04,2.162,100,3.86,9.31
46,160,10.04,0.2697,200,3.86,9.31
47,163,5.02,10.655999999999999,50,3.86,9.31
47,163,5.02,1.8423999999999998,100,3.86,9.31
47,163,5.02,0.16275,200,3.86,9.31
48,166,3.77,9.043199999999999,50,3.86,9.31
48,166,3.77,2.0116,100,3.86,9.31
48,166,3.77,0.1953,200,3.86,9.31
49,169,2.09,9.043199999999999,50,3.86,9.31
49,169,2.09,2.3312,100,3.86,9.31
49,169,2.09,0.35340000000000005,200,3.86,9.31
50,172,3.77,10.559999999999999,50,3.86,9.31
50,172,3.77,1.9457999999999998,100,3.86,9.31
50,172,3.77,0.279,200,3.86,9.31
51,175,1.67,7.795199999999999,50,3.86,9.31
51,175,1.67,1.88,100,3.86,9.31
51,175,1.67,0.3813,200,3.86,9.31
52,178,0.42,6.739199999999999,50,3.86,9.31
52,178,0.42,1.0528,100,3.86,9.31
52,178,0.42,0.2697,200,3.86,9.31
53,181,2.93,5.3184,50,3.86,9.31
53,181,2.93,0.7143999999999999,100,3.86,9.31
53,181,2.93,0.13485,200,3.86,9.31
54,184,0.42,2.5824,50,3.86,9.31
54,184,0.42,0.8178,100,3.86,9.31
54,184,0.42,0.2883,200,3.86,9.31
55,187,0.42,1.4496,50,3.86,9.31
55,187,0.42,0.6392,100,3.86,9.31
55,187,0.42,0.04650000000000001,200,3.86,9.31
1,25,0.42,0.14209999999999998,50,7.46,9.84
1,25,0.42,0.0495,100,7.46,9.84
2,28,0.42,0.4704,50,7.46,9.84
2,28,0.42,0.0693,100,7.46,9.84
3,31,0.42,1.813,50,7.46,9.84
3,31,0.42,0.14354999999999998,100,7.46,9.84
3,31,0.42,0.0097,200,7.46,9.84
4,34,0.84,2.5382,50,7.46,9.84
4,34,0.84,0.8118,100,7.46,9.84
4,34,0.84,0.058199999999999995,200,7.46,9.84
5,37,2.53,4.6746,50,7.46,9.84
5,37,2.53,1.4256,100,7.46,9.84
5,37,2.53,0.32980000000000004,200,7.46,9.84
6,40,5.91,6.517,50,7.46,9.84
6,40,5.91,2.376,100,7.46,9.84
6,40,5.91,0.6208,200,7.46,9.84
7,43,4.64,9.898,50,7.46,9.84
7,43,4.64,3.3066,100,7.46,9.84
7,43,4.64,0.9409,200,7.46,9.84
8,46,13.08,14.112,50,7.46,9.84
8,46,13.08,4.9104,100,7.46,9.84
8,46,13.08,1.2027999999999999,200,7.46,9.84
9,49,12.66,16.169999999999998,50,7.46,9.84
9,49,12.66,5.910299999999999,100,7.46,9.84
9,49,12.66,1.5132,200,7.46,9.84
10,52,11.39,16.072,50,7.46,9.84
10,52,11.39,4.9797,100,7.46,9.84
10,52,11.39,1.261,200,7.46,9.84
11,55,12.66,13.034,50,7.46,9.84
11,55,12.66,4.4055,100,7.46,9.84
11,55,12.66,93.12,200,7.46,9.84
12,58,10.12,8.6436,50,7.46,9.84
12,58,10.12,2.8908,100,7.46,9.84
12,58,10.12,0.6596000000000001,200,7.46,9.84
13,61,6.33,6.8306,50,7.46,9.84
13,61,6.33,2.0492999999999997,100,7.46,9.84
13,61,6.33,0.4462,200,7.46,9.84
14,64,5.91,4.5766,50,7.46,9.84
14,64,5.91,1.2177,100,7.46,9.84
14,64,5.91,0.39769999999999994,200,7.46,9.84
15,67,2.95,2.7734,50,7.46,9.84
15,67,2.95,0.5148,100,7.46,9.84
15,67,2.95,0.3201,200,7.46,9.84
16,70,1.27,1.9796,50,7.46,9.84
16,70,1.27,0.7424999999999999,100,7.46,9.84
16,70,1.27,0.2619,200,7.46,9.84
17,73,1.69,1.7052,50,7.46,9.84
17,73,1.69,0.8415,100,7.46,9.84
17,73,1.69,0.0388,200,7.46,9.84
18,76,2.11,1.1367999999999998,50,7.46,9.84
18,76,2.11,0.2574,100,7.46,9.84
19,79,1.27,0.3822,50,7.46,9.84
19,79,1.27,0.0693,100,7.46,9.84
20,82,1.69,0.06860000000000001,50,7.46,9.84
21,85,1.69,0.0147,50,7.46,9.84
9,49,0.84,0.0624,50,7.12,10.04
10,52,0.42,0.1152,50,7.12,10.04
11,55,0.42,0.40319999999999995,50,7.12,10.04
11,55,0.42,0.0194,100,7.12,10.04
12,58,0.42,0.816,50,7.12,10.04
12,58,0.42,0.06305,100,7.12,10.04
13,61,2.51,1.8432,50,7.12,10.04
13,61,2.51,0.16005,100,7.12,10.04
14,64,2.93,2.3424,50,7.12,10.04
14,64,2.93,0.3686,100,7.12,10.04
15,67,4.18,3.4656,50,7.12,10.04
15,67,4.18,0.7566,100,7.12,10.04
15,67,4.18,0.029099999999999997,200,7.12,10.04
16,70,7.95,5.1743999999999994,50,7.12,10.04
16,70,7.95,1.0573000000000001,100,7.12,10.04
16,70,7.95,0.194,200,7.12,10.04
17,73,5.86,7.0272,50,7.12,10.04
17,73,5.86,1.9205999999999999,100,7.12,10.04
17,73,5.86,0.3589,200,7.12,10.04
18,76,7.95,8.4,50,7.12,10.04
18,76,7.95,2.4928999999999997,100,7.12,10.04
18,76,7.95,0.5432,200,7.12,10.04
19,79,8.79,8.361600000000001,50,7.12,10.04
19,79,8.79,2.2697999999999996,100,7.12,10.04
19,79,8.79,0.6111,200,7.12,10.04
20,82,7.53,7.8048,50,7.12,10.04
20,82,7.53,2.1048999999999998,100,7.12,10.04
20,82,7.53,0.4753,200,7.12,10.04
21,85,5.85,6.624,50,7.12,10.04
21,85,5.85,2.0758,100,7.12,10.04
21,85,5.85,0.6208,200,7.12,10.04
22,88,6.27,6.2304,50,7.12,10.04
22,88,6.27,2.1146000000000003,100,7.12,10.04
22,88,6.27,0.4365,200,7.12,10.04
23,91,6.69,4.8096,50,7.12,10.04
23,91,6.69,1.6586999999999998,100,7.12,10.04
23,91,6.69,0.291,200,7.12,10.04
24,94,3.35,4.4736,50,7.12,10.04
24,94,3.35,1.2319,100,7.12,10.04
24,94,3.35,0.17459999999999998,200,7.12,10.04
25,97,6.69,4.5504,50,7.12,10.04
25,97,6.69,1.2222,100,7.12,10.04
25,97,6.69,0.30069999999999997,200,7.12,10.04
26,100,3.35,3.6287999999999996,50,7.12,10.04
26,100,3.35,1.3289,100,7.12,10.04
26,100,3.35,0.2425,200,7.12,10.04
27,103,3.77,3.1487999999999996,50,7.12,10.04
27,103,3.77,0.7663,100,7.12,10.04
27,103,3.77,0.2231,200,7.12,10.04
28,106,2.51,3.0336,50,7.12,10.04
28,106,2.51,0.8536,100,7.12,10.04
28,106,2.51,0.2134,200,7.12,10.04
29,109,1.67,2.4095999999999997,50,7.12,10.04
29,109,1.67,1.1542999999999999,100,7.12,10.04
29,109,1.67,0.33949999999999997,200,7.12,10.04
30,112,2.09,2.7936,50,7.12,10.04
30,112,2.09,0.9602999999999999,100,7.12,10.04
30,112,2.09,0.2522,200,7.12,10.04
31,115,2.09,2.1024,50,7.12,10.04
31,115,2.09,0.873,100,7.12,10.04
31,115,2.09,0.1552,200,7.12,10.04
32,118,1.26,1.1423999999999999,50,7.12,10.04
32,118,1.26,0.3589,100,7.12,10.04
32,118,1.26,0.058199999999999995,200,7.12,10.04
33,121,2.51,0.7296,50,7.12,10.04
33,121,2.51,0.08245000000000001,100,7.12,10.04
33,121,2.51,0.029099999999999997,200,7.12,10.04
34,124,0.42,0.40319999999999995,50,7.12,10.04
34,124,0.42,0.08245000000000001,100,7.12,10.04
35,127,0.42,0.3168,50,7.12,10.04
35,127,0.42,0.03395,100,7.12,10.04
38,136,0.84,0.033600000000000005,50,7.12,10.04
15,67,2.08,1.1367999999999998,50,7.76,9.96
15,67,2.08,0.2619,100,7.76,9.96
16,70,2.5,2.3127999999999997,50,7.76,9.96
16,70,2.5,0.7953999999999999,100,7.76,9.96
16,70,2.5,0.0637,200,7.76,9.96
17,73,1.25,3.0282,50,7.76,9.96
17,73,1.25,0.8245,100,7.76,9.96
17,73,1.25,0.1323,200,7.76,9.96
18,76,2.92,3.9004,50,7.76,9.96
18,76,2.92,1.0379,100,7.76,9.96
18,76,2.92,0.20579999999999998,200,7.76,9.96
19,79,5.42,5.517399999999999,50,7.76,9.96
19,79,5.42,1.4064999999999999,100,7.76,9.96
19,79,5.42,0.3332,200,7.76,9.96
20,82,5.83,7.007000000000001,50,7.76,9.96
20,82,5.83,1.6199,100,7.76,9.96
20,82,5.83,0.45080000000000003,200,7.76,9.96
21,85,7.08,7.9184,50,7.76,9.96
21,85,7.08,2.231,100,7.76,9.96
21,85,7.08,0.45080000000000003,200,7.76,9.96
22,88,13.34,7.987,50,7.76,9.96
22,88,13.34,3.1136999999999997,100,7.76,9.96
22,88,13.34,0.5194,200,7.76,9.96
23,91,11.67,7.987,50,7.76,9.96
23,91,11.67,2.231,100,7.76,9.96
23,91,11.67,0.637,200,7.76,9.96
24,94,8.75,7.546,50,7.76,9.96
24,94,8.75,2.3377,100,7.76,9.96
24,94,8.75,0.6859999999999999,200,7.76,9.96
25,97,5.83,6.6836,50,7.76,9.96
25,97,5.83,2.4734999999999996,100,7.76,9.96
25,97,5.83,0.735,200,7.76,9.96
26,100,6.25,6.859999999999999,50,7.76,9.96
26,100,6.25,2.1631,100,7.76,9.96
26,100,6.25,0.5488000000000001,200,7.76,9.96
27,103,5.42,6.1739999999999995,50,7.76,9.96
27,103,5.42,1.6004999999999998,100,7.76,9.96
27,103,5.42,0.3332,200,7.76,9.96
28,106,4.58,5.1842,50,7.76,9.96
28,106,4.58,1.4453,100,7.76,9.96
28,106,4.58,0.21559999999999999,200,7.76,9.96
29,109,4.58,4.263,50,7.76,9.96
29,109,4.58,0.9602999999999999,100,7.76,9.96
29,109,4.58,0.1617,200,7.76,9.96
30,112,5.83,3.4593999999999996,50,7.76,9.96
30,112,5.83,0.7178,100,7.76,9.96
30,112,5.83,0.0784,200,7.76,9.96
31,115,1.25,2.7047999999999996,50,7.76,9.96
31,115,1.25,0.5432,100,7.76,9.96
31,115,1.25,0.0245,200,7.76,9.96
32,118,1.67,1.2054,50,7.76,9.96
32,118,1.67,0.2522,100,7.76,9.96
33,121,0.83,0.8133999999999999,50,7.76,9.96
33,121,0.83,0.02425,100,7.76,9.96
34,124,1.67,0.34299999999999997,50,7.76,9.96
35,127,0.83,0.098,50,7.76,9.96
8,46,0.63,0.1552,50,4.3,9.92
9,49,2.3,0.4268,50,4.3,9.92
10,52,4.17,0.9117999999999999,50,4.3,9.92
10,52,4.17,0.08245000000000001,100,4.3,9.92
11,55,6.89,4.0643,50,4.3,9.92
11,55,6.89,0.388,100,4.3,9.92
11,55,6.89,0.0485,200,4.3,9.92
12,58,4.8,5.499899999999999,50,4.3,9.92
12,58,4.8,1.6781,100,4.3,9.92
12,58,4.8,0.3201,200,4.3,9.92
13,61,2.3,6.0625,50,4.3,9.92
13,61,2.3,1.8623999999999998,100,4.3,9.92
13,61,2.3,0.388,200,4.3,9.92
14,64,3.13,5.5386999999999995,50,4.3,9.92
14,64,3.13,1.0088,100,4.3,9.92
14,64,3.13,0.12125,200,4.3,9.92
15,67,4.17,4.5105,50,4.3,9.92
15,67,4.17,0.873,100,4.3,9.92
15,67,4.17,0.08245000000000001,200,4.3,9.92
16,70,2.5,3.6666,50,4.3,9.92
16,70,2.5,0.9215,100,4.3,9.92
16,70,2.5,0.1261,200,4.3,9.92
17,73,3.76,6.1789,50,4.3,9.92
17,73,3.76,1.3967999999999998,100,4.3,9.92
17,73,3.76,0.194,200,4.3,9.92
18,76,4.17,8.419599999999999,50,4.3,9.92
18,76,4.17,1.8818,100,4.3,9.92
18,76,4.17,0.32980000000000004,200,4.3,9.92
19,79,4.17,10.863999999999999,50,4.3,9.92
19,79,4.17,2.522,100,4.3,9.92
19,79,4.17,0.46559999999999996,200,4.3,9.92
20,82,3.76,9.991,50,4.3,9.92
20,82,3.76,3.1913,100,4.3,9.92
20,82,3.76,0.4753,200,4.3,9.92
21,85,6.89,10.67,50,4.3,9.92
21,85,6.89,2.7451,100,4.3,9.92
21,85,6.89,0.41709999999999997,200,4.3,9.92
22,88,3.34,10.088,50,4.3,9.92
22,88,3.34,2.0758,100,4.3,9.92
22,88,3.34,0.33949999999999997,200,4.3,9.92
23,91,3.76,7.2749999999999995,50,4.3,9.92
23,91,3.76,1.2222,100,4.3,9.92
23,91,3.76,0.23279999999999998,200,4.3,9.92
24,94,4.59,6.2468,50,4.3,9.92
24,94,4.59,1.3192000000000002,100,4.3,9.92
24,94,4.59,0.291,200,4.3,9.92
25,97,3.76,6.9064,50,4.3,9.92
25,97,3.76,1.455,100,4.3,9.92
25,97,3.76,0.2813,200,4.3,9.92
26,100,3.34,6.2177,50,4.3,9.92
26,100,3.34,1.552,100,4.3,9.92
26,100,3.34,0.32980000000000004,200,4.3,9.92
27,103,6.47,6.004300000000001,50,4.3,9.92
27,103,6.47,1.746,100,4.3,9.92
27,103,6.47,0.39769999999999994,200,4.3,9.92
28,106,6.47,5.2185999999999995,50,4.3,9.92
28,106,6.47,2.3085999999999998,100,4.3,9.92
28,106,6.47,0.34919999999999995,200,4.3,9.92
29,109,3.76,5.0828,50,4.3,9.92
29,109,3.76,1.4064999999999999,100,4.3,9.92
29,109,3.76,0.2231,200,4.3,9.92
30,112,2.09,4.2777,50,4.3,9.92
30,112,2.09,0.776,100,4.3,9.92
30,112,2.09,0.17459999999999998,200,4.3,9.92
31,115,2.3,3.0555,50,4.3,9.92
31,115,2.3,0.4365,100,4.3,9.92
31,115,2.3,0.1552,200,4.3,9.92
32,118,1.46,2.522,50,4.3,9.92
32,118,1.46,0.5238,100,4.3,9.92
32,118,1.46,0.029099999999999997,200,4.3,9.92
33,121,1.25,2.1825,50,4.3,9.92
33,121,1.25,0.4074,100,4.3,9.92
34,124,0.63,0.97,50,4.3,9.92
34,124,0.63,0.39769999999999994,100,4.3,9.92
35,127,0.63,0.8148,50,4.3,9.92
35,127,0.63,0.2813,100,4.3,9.92
36,130,0.84,0.9021,50,4.3,9.92
36,130,0.84,0.014549999999999999,100,4.3,9.92
37,133,0.63,0.5722999999999999,50,4.3,9.92
38,136,1.04,0.5141,50,4.3,9.92
16,70,0.41,0.029699999999999997,50,9.2,9.98
17,73,0.9299999999999999,0.1089,50,9.2,9.98
18,76,1.45,0.3465,50,9.2,9.98
18,76,1.45,0.024,100,9.2,9.98
19,79,0.62,0.594,50,9.2,9.98
19,79,0.62,0.0528,100,9.2,9.98
20,82,2.07,1.2969,50,9.2,9.98
20,82,2.07,0.13440000000000002,100,9.2,9.98
21,85,4.14,2.2869,50,9.2,9.98
21,85,4.14,0.3264,100,9.2,9.98
22,88,5.59,3.3066,50,9.2,9.98
22,88,5.59,0.3264,100,9.2,9.98
22,88,5.59,0.05335,200,9.2,9.98
23,91,7.25,4.6035,50,9.2,9.98
23,91,7.25,1.0752000000000002,100,9.2,9.98
23,91,7.25,0.19884999999999997,200,9.2,9.98
24,94,9.52,4.7421,50,9.2,9.98
24,94,9.52,1.5072,100,9.2,9.98
24,94,9.52,0.3589,200,9.2,9.98
25,97,6.83,6.286499999999999,50,9.2,9.98
25,97,6.83,1.8047999999999997,100,9.2,9.98
25,97,6.83,0.5917,200,9.2,9.98
26,100,9.73,7.2764999999999995,50,9.2,9.98
26,100,9.73,2.3808,100,9.2,9.98
26,100,9.73,0.6789999999999999,200,9.2,9.98
27,103,7.04,8.0784,50,9.2,9.98
27,103,7.04,2.4288,100,9.2,9.98
27,103,7.04,0.4753,200,9.2,9.98
28,106,7.66,7.5042,50,9.2,9.98
28,106,7.66,1.8719999999999999,100,9.2,9.98
28,106,7.66,0.388,200,9.2,9.98
29,109,4.56,6.771599999999999,50,9.2,9.98
29,109,4.56,1.5839999999999999,100,9.2,9.98
29,109,4.56,0.3589,200,9.2,9.98
30,112,6.0,5.6232,50,9.2,9.98
30,112,6.0,1.3536,100,9.2,9.98
30,112,6.0,0.30069999999999997,200,9.2,9.98
31,115,3.52,4.2372000000000005,50,9.2,9.98
31,115,3.52,0.9503999999999999,100,9.2,9.98
31,115,3.52,0.3201,200,9.2,9.98
32,118,3.73,3.4551000000000003,50,9.2,9.98
32,118,3.73,0.768,100,9.2,9.98
32,118,3.73,0.2813,200,9.2,9.98
33,121,3.93,3.267,50,9.2,9.98
33,121,3.93,0.7776000000000001,100,9.2,9.98
33,121,3.93,0.2134,200,9.2,9.98
34,124,3.93,2.7918,50,9.2,9.98
34,124,3.93,0.72,100,9.2,9.98
34,124,3.93,0.16005,200,9.2,9.98
35,127,2.28,2.6235,50,9.2,9.98
35,127,2.28,0.576,100,9.2,9.98
35,127,2.28,0.08245000000000001,200,9.2,9.98
36,130,4.56,1.7325,50,9.2,9.98
36,130,4.56,0.45119999999999993,100,9.2,9.98
36,130,4.56,0.05335,200,9.2,9.98
37,133,1.24,1.1384999999999998,50,9.2,9.98
37,133,1.24,0.20159999999999997,100,9.2,9.98
38,136,1.24,0.8316,50,9.2,9.98
38,136,1.24,0.1056,100,9.2,9.98
39,139,1.45,0.42569999999999997,50,9.2,9.98
39,139,1.45,0.033600000000000005,100,9.2,9.98
40,142,0.21,0.297,50,9.2,9.98
41,145,0.21,0.14354999999999998,50,9.2,9.98
42,148,0.21,0.029699999999999997,50,9.2,9.98
7,43,0.62,0.08245000000000001,50,4.38,9.96
8,46,0.41,0.16490000000000002,50,4.38,9.96
9,49,1.04,0.291,50,4.38,9.96
10,52,0.83,0.32980000000000004,50,4.38,9.96
10,52,0.83,0.014549999999999999,100,4.38,9.96
11,55,0.83,0.46559999999999996,50,4.38,9.96
11,55,0.83,0.05335,100,4.38,9.96
11,55,0.83,0.029099999999999997,200,4.38,9.96
12,58,1.04,1.2222,50,4.38,9.96
12,58,1.04,0.08245000000000001,100,4.38,9.96
12,58,1.04,0.0388,200,4.38,9.96
13,61,1.04,1.3095,50,4.38,9.96
13,61,1.04,0.19884999999999997,100,4.38,9.96
13,61,1.04,0.0679,200,4.38,9.96
14,64,1.45,1.8818,50,4.38,9.96
14,64,1.45,0.3783,100,4.38,9.96
14,64,1.45,0.058199999999999995,200,4.38,9.96
15,67,1.87,2.9778999999999995,50,4.38,9.96
15,67,1.87,0.6692999999999999,100,4.38,9.96
15,67,1.87,0.11155,200,4.38,9.96
16,70,2.07,3.7927,50,4.38,9.96
16,70,2.07,1.1155,100,4.38,9.96
16,70,2.07,0.194,200,4.38,9.96
17,73,2.07,5.393199999999999,50,4.38,9.96
17,73,2.07,1.1252,100,4.38,9.96
17,73,2.07,0.097,200,4.38,9.96
18,76,4.56,4.7142,50,4.38,9.96
18,76,4.56,1.067,100,4.38,9.96
18,76,4.56,0.097,200,4.38,9.96
19,79,1.87,3.2495,50,4.38,9.96
19,79,1.87,1.1155,100,4.38,9.96
19,79,1.87,0.08729999999999999,200,4.38,9.96
20,82,3.11,3.4435,50,4.38,9.96
20,82,3.11,1.0767,100,4.38,9.96
20,82,3.11,0.13095,200,4.38,9.96
21,85,1.66,5.335,50,4.38,9.96
21,85,1.66,0.9409,100,4.38,9.96
21,85,1.66,0.2134,200,4.38,9.96
22,88,3.74,6.634799999999999,50,4.38,9.96
22,88,3.74,1.5714000000000001,100,4.38,9.96
22,88,3.74,0.23279999999999998,200,4.38,9.96
23,91,6.64,9.991,50,4.38,9.96
23,91,6.64,1.7557,100,4.38,9.96
23,91,6.64,0.3201,200,4.38,9.96
24,94,6.02,11.737,50,4.38,9.96
24,94,6.02,2.5608,100,4.38,9.96
24,94,6.02,0.39769999999999994,200,4.38,9.96
25,97,3.53,9.7,50,4.38,9.96
25,97,3.53,2.4832,100,4.38,9.96
25,97,3.53,0.6305,200,4.38,9.96
26,100,6.64,7.730899999999999,50,4.38,9.96
26,100,6.64,3.1525,100,4.38,9.96
26,100,6.64,0.9311999999999999,200,4.38,9.96
27,103,5.19,7.536899999999999,50,4.38,9.96
27,103,5.19,2.9488,100,4.38,9.96
27,103,5.19,0.873,200,4.38,9.96
28,106,8.3,6.3244,50,4.38,9.96
28,106,8.3,2.0952,100,4.38,9.96
28,106,8.3,0.6013999999999999,200,4.38,9.96
29,109,4.15,7.362299999999999,50,4.38,9.96
29,109,4.15,1.9594,100,4.38,9.96
29,109,4.15,0.4268,200,4.38,9.96
30,112,4.98,7.178,50,4.38,9.96
30,112,4.98,1.6393,100,4.38,9.96
30,112,4.98,0.4753,200,4.38,9.96
31,115,1.87,5.4029,50,4.38,9.96
31,115,1.87,1.6296,100,4.38,9.96
31,115,1.87,0.4462,200,4.38,9.96
32,118,4.15,4.946999999999999,50,4.38,9.96
32,118,4.15,1.2222,100,4.38,9.96
32,118,4.15,0.2425,200,4.38,9.96
33,121,1.45,3.6374999999999997,50,4.38,9.96
33,121,1.45,0.7081,100,4.38,9.96
33,121,1.45,0.0485,200,4.38,9.96
34,124,5.39,2.1146000000000003,50,4.38,9.96
34,124,5.39,0.3783,100,4.38,9.96
34,124,5.39,0.029099999999999997,200,4.38,9.96
35,127,2.7,1.455,50,4.38,9.96
35,127,2.7,0.4753,100,4.38,9.96
35,127,2.7,0.029099999999999997,200,4.38,9.96
36,130,3.32,1.8623999999999998,50,4.38,9.96
36,130,3.32,0.17459999999999998,100,4.38,9.96
36,130,3.32,0.0097,200,4.38,9.96
37,133,0.83,1.4744,50,4.38,9.96
37,133,0.83,0.1067,100,4.38,9.96
38,136,1.66,1.1737,50,4.38,9.96
38,136,1.66,0.014549999999999999,100,4.38,9.96
39,139,1.04,0.6208,50,4.38,9.96
40,142,0.41,0.36375,50,4.38,9.96
18,76,0.21,0.02425,50,4.46,9.95
19,79,0.41,0.1358,50,4.46,9.95
20,82,0.62,0.14065,50,4.46,9.95
21,85,0.83,0.5335,50,4.46,9.95
22,88,0.21,1.2998,50,4.46,9.95
22,88,0.21,0.029099999999999997,100,4.46,9.95
23,91,1.25,1.552,50,4.46,9.95
23,91,1.25,0.14065,100,4.46,9.95
24,94,1.87,2.5705,50,4.46,9.95
24,94,1.87,0.33949999999999997,100,4.46,9.95
25,97,0.83,3.5793,50,4.46,9.95
25,97,0.83,0.41709999999999997,100,4.46,9.95
26,100,1.87,2.3668,50,4.46,9.95
26,100,1.87,0.582,100,4.46,9.95
26,100,1.87,0.03395,200,4.46,9.95
27,103,1.25,1.9108999999999998,50,4.46,9.95
27,103,1.25,0.6887,100,4.46,9.95
27,103,1.25,0.0679,200,4.46,9.95
28,106,2.08,1.8139,50,4.46,9.95
28,106,2.08,0.3201,100,4.46,9.95
28,106,2.08,0.12125,200,4.46,9.95
29,109,1.45,2.2795,50,4.46,9.95
29,109,1.45,0.3201,100,4.46,9.95
29,109,1.45,0.03395,200,4.46,9.95
30,112,0.41,2.0467,50,4.46,9.95
30,112,0.41,0.2231,100,4.46,9.95
30,112,0.41,0.043649999999999994,200,4.46,9.95
31,115,4.15,3.5114,50,4.46,9.95
31,115,4.15,0.46559999999999996,100,4.46,9.95
31,115,4.15,0.11155,200,4.46,9.95
32,118,3.53,2.6287,50,4.46,9.95
32,118,3.53,1.0573000000000001,100,4.46,9.95
32,118,3.53,0.07275,200,4.46,9.95
33,121,1.04,3.4532,50,4.46,9.95
33,121,1.04,0.3783,100,4.46,9.95
33,121,1.04,0.0194,200,4.46,9.95
34,124,1.66,3.1428000000000003,50,4.46,9.95
34,124,1.66,0.23279999999999998,100,4.46,9.95
34,124,1.66,0.0388,200,4.46,9.95
35,127,2.49,3.3077,50,4.46,9.95
35,127,2.49,0.7178,100,4.46,9.95
35,127,2.49,0.0388,200,4.46,9.95
36,130,3.11,4.9276,50,4.46,9.95
36,130,3.11,1.0088,100,4.46,9.95
36,130,3.11,0.07275,200,4.46,9.95
37,133,2.49,6.8579,50,4.46,9.95
37,133,2.49,1.1931,100,4.46,9.95
37,133,2.49,0.10185,200,4.46,9.95
38,136,2.49,7.2071,50,4.46,9.95
38,136,2.49,1.6296,100,4.46,9.95
38,136,2.49,0.1261,200,4.46,9.95
39,139,3.73,7.1974,50,4.46,9.95
39,139,3.73,1.7557,100,4.46,9.95
39,139,3.73,0.34919999999999995,200,4.46,9.95
40,142,3.94,5.7036,50,4.46,9.95
40,142,3.94,1.6586999999999998,100,4.46,9.95
40,142,3.94,0.39769999999999994,200,4.46,9.95
41,145,2.9,3.395,50,4.46,9.95
41,145,2.9,1.746,100,4.46,9.95
41,145,2.9,0.3201,200,4.46,9.95
42,148,2.08,3.0846,50,4.46,9.95
42,148,2.08,1.6975,100,4.46,9.95
42,148,2.08,0.291,200,4.46,9.95
43,151,3.53,4.3553,50,4.46,9.95
43,151,3.53,1.1252,100,4.46,9.95
43,151,3.53,0.17945,200,4.46,9.95
44,154,3.94,4.4814,50,4.46,9.95
44,154,3.94,1.1542999999999999,100,4.46,9.95
44,154,3.94,0.194,200,4.46,9.95
45,157,4.15,3.9091,50,4.46,9.95
45,157,4.15,1.261,100,4.46,9.95
45,157,4.15,0.18915,200,4.46,9.95
46,160,7.05,5.141,50,4.46,9.95
46,160,7.05,1.0864,100,4.46,9.95
46,160,7.05,0.33949999999999997,200,4.46,9.95
47,163,5.81,5.955799999999999,50,4.46,9.95
47,163,5.81,1.9788,100,4.46,9.95
47,163,5.81,0.4947,200,4.46,9.95
48,166,6.43,6.0722,50,4.46,9.95
48,166,6.43,2.4734999999999996,100,4.46,9.95
48,166,6.43,0.6692999999999999,200,4.46,9.95
49,169,4.56,8.3323,50,4.46,9.95
49,169,4.56,2.3377,100,4.46,9.95
49,169,4.56,0.6111,200,4.46,9.95
50,172,4.98,12.222,50,4.46,9.95
50,172,4.98,2.3862,100,4.46,9.95
50,172,4.98,0.6013999999999999,200,4.46,9.95
51,175,7.05,8.662099999999999,50,4.46,9.95
51,175,7.05,2.5996,100,4.46,9.95
51,175,7.05,0.6692999999999999,200,4.46,9.95
52,178,3.94,5.276800000000001,50,4.46,9.95
52,178,3.94,1.8235999999999999,100,4.46,9.95
52,178,3.94,0.5141,200,4.46,9.95
53,181,1.04,2.9391,50,4.46,9.95
53,181,1.04,1.0379,100,4.46,9.95
53,181,1.04,0.2813,200,4.46,9.95
54,184,0.83,1.9108999999999998,50,4.46,9.95
54,184,0.83,0.6402,100,4.46,9.95
54,184,0.83,0.2425,200,4.46,9.95
58,196,0.41,0.45589999999999997,50,4.46,9.95
58,196,0.41,0.34919999999999995,100,4.46,9.95
58,196,0.41,0.0679,200,4.46,9.95
11,55,0.21,0.0095,50,4.56,9.96
12,58,0.21,0.0095,50,4.56,9.96
13,61,0.21,0.028499999999999998,50,4.56,9.96
19,79,0.41,0.0475,50,4.56,9.96
19,79,0.41,0.014249999999999999,100,4.56,9.96
20,82,0.21,0.39899999999999997,50,4.56,9.96
20,82,0.21,0.019,100,4.56,9.96
21,85,1.25,1.444,50,4.56,9.96
21,85,1.25,0.028499999999999998,100,4.56,9.96
22,88,3.11,2.3655,50,4.56,9.96
22,88,3.11,0.209,100,4.56,9.96
22,88,3.11,0.00475,200,4.56,9.96
23,91,4.98,4.0565,50,4.56,9.96
23,91,4.98,0.4085,100,4.56,9.96
23,91,4.98,0.019,200,4.56,9.96
24,94,8.92,6.327,50,4.56,9.96
24,94,8.92,0.741,100,4.56,9.96
24,94,8.92,0.056999999999999995,200,4.56,9.96
25,97,4.98,11.399999999999999,50,4.56,9.96
25,97,4.98,1.8904999999999998,100,4.56,9.96
