post,degrees,azimuth_degrees,wind_direction,run,timestamp,Wind Speed,concentration,distance
14.0,39.0,64.0,2.93,10.0,1955-03-23 11:25:00,10,2.3424,50
14.0,39.0,64.0,2.93,10.0,1955-03-23 11:25:00,10,0.3686,100
15.0,42.0,67.0,4.18,10.0,1955-03-23 11:25:00,10,3.4656,50
15.0,42.0,67.0,4.18,10.0,1955-03-23 11:25:00,10,0.7566,100
15.0,42.0,67.0,4.18,10.0,1955-03-23 11:25:00,10,0.0290999999999999,200
16.0,45.0,70.0,7.95,10.0,1955-03-23 11:25:00,10,5.1744,50
16.0,45.0,70.0,7.95,10.0,1955-03-23 11:25:00,10,1.0573,100
16.0,45.0,70.0,7.95,10.0,1955-03-23 11:25:00,10,0.194,200
17.0,48.0,73.0,5.86,10.0,1955-03-23 11:25:00,10,7.0272,50
17.0,48.0,73.0,5.86,10.0,1955-03-23 11:25:00,10,1.9206,100
17.0,48.0,73.0,5.86,10.0,1955-03-23 11:25:00,10,0.3589,200
18.0,51.0,76.0,7.95,10.0,1955-03-23 11:25:00,10,8.4,50
18.0,51.0,76.0,7.95,10.0,1955-03-23 11:25:00,10,2.4929,100
18.0,51.0,76.0,7.95,10.0,1955-03-23 11:25:00,10,0.5432,200
19.0,54.0,79.0,8.79,10.0,1955-03-23 11:25:00,10,8.361600000000001,50
19.0,54.0,79.0,8.79,10.0,1955-03-23 11:25:00,10,2.2698,100
19.0,54.0,79.0,8.79,10.0,1955-03-23 11:25:00,10,0.6111,200
20.0,57.0,82.0,7.53,10.0,1955-03-23 11:25:00,10,7.8048,50
20.0,57.0,82.0,7.53,10.0,1955-03-23 11:25:00,10,2.1049,100
20.0,57.0,82.0,7.53,10.0,1955-03-23 11:25:00,10,0.4753,200
21.0,60.0,85.0,5.85,10.0,1955-03-23 11:25:00,10,6.624,50
21.0,60.0,85.0,5.85,10.0,1955-03-23 11:25:00,10,2.0758,100
21.0,60.0,85.0,5.85,10.0,1955-03-23 11:25:00,10,0.6208,200
22.0,63.0,88.0,6.27,10.0,1955-03-23 11:25:00,10,6.2304,50
22.0,63.0,88.0,6.27,10.0,1955-03-23 11:25:00,10,2.1146000000000003,100
22.0,63.0,88.0,6.27,10.0,1955-03-23 11:25:00,10,0.4365,200
23.0,66.0,91.0,6.69,10.0,1955-03-23 11:25:00,10,4.8096,50
23.0,66.0,91.0,6.69,10.0,1955-03-23 11:25:00,10,1.6586999999999998,100
23.0,66.0,91.0,6.69,10.0,1955-03-23 11:25:00,10,0.291,200
24.0,69.0,94.0,3.35,10.0,1955-03-23 11:25:00,10,4.4736,50
24.0,69.0,94.0,3.35,10.0,1955-03-23 11:25:00,10,1.2319,100
24.0,69.0,94.0,3.35,10.0,1955-03-23 11:25:00,10,0.1745999999999999,200
25.0,72.0,97.0,6.69,10.0,1955-03-23 11:25:00,10,4.5504,50
25.0,72.0,97.0,6.69,10.0,1955-03-23 11:25:00,10,1.2222,100
25.0,72.0,97.0,6.69,10.0,1955-03-23 11:25:00,10,0.3006999999999999,200
26.0,75.0,100.0,3.35,10.0,1955-03-23 11:25:00,10,3.6288,50
26.0,75.0,100.0,3.35,10.0,1955-03-23 11:25:00,10,1.3289,100
26.0,75.0,100.0,3.35,10.0,1955-03-23 11:25:00,10,0.2425,200
27.0,78.0,103.0,3.77,10.0,1955-03-23 11:25:00,10,3.1488,50
27.0,78.0,103.0,3.77,10.0,1955-03-23 11:25:00,10,0.7663,100
27.0,78.0,103.0,3.77,10.0,1955-03-23 11:25:00,10,0.2231,200
28.0,81.0,106.0,2.51,10.0,1955-03-23 11:25:00,10,3.0336,50
28.0,81.0,106.0,2.51,10.0,1955-03-23 11:25:00,10,0.8536,100
28.0,81.0,106.0,2.51,10.0,1955-03-23 11:25:00,10,0.2134,200
29.0,84.0,109.0,1.67,10.0,1955-03-23 11:25:00,10,2.4096,50
29.0,84.0,109.0,1.67,10.0,1955-03-23 11:25:00,10,1.1543,100
29.0,84.0,109.0,1.67,10.0,1955-03-23 11:25:00,10,0.3394999999999999,200
30.0,87.0,112.0,2.09,10.0,1955-03-23 11:25:00,10,2.7936,50
30.0,87.0,112.0,2.09,10.0,1955-03-23 11:25:00,10,0.9603,100
30.0,87.0,112.0,2.09,10.0,1955-03-23 11:25:00,10,0.2522,200
31.0,90.0,115.0,2.09,10.0,1955-03-23 11:25:00,10,2.1024,50
31.0,90.0,115.0,2.09,10.0,1955-03-23 11:25:00,10,0.873,100
31.0,90.0,115.0,2.09,10.0,1955-03-23 11:25:00,10,0.1552,200
32.0,93.0,118.0,1.26,10.0,1955-03-23 11:25:00,10,1.1424,50
32.0,93.0,118.0,1.26,10.0,1955-03-23 11:25:00,10,0.3589,100
32.0,93.0,118.0,1.26,10.0,1955-03-23 11:25:00,10,0.0581999999999999,200
33.0,96.0,121.0,2.51,10.0,1955-03-23 11:25:00,10,0.7296,50
33.0,96.0,121.0,2.51,10.0,1955-03-23 11:25:00,10,0.08245,100
33.0,96.0,121.0,2.51,10.0,1955-03-23 11:25:00,10,0.0290999999999999,200
34.0,99.0,124.0,0.42,10.0,1955-03-23 11:25:00,10,0.4031999999999999,50
34.0,99.0,124.0,0.42,10.0,1955-03-23 11:25:00,10,0.08245,100
35.0,102.0,127.0,0.42,10.0,1955-03-23 11:25:00,10,0.3168,50
35.0,102.0,127.0,0.42,10.0,1955-03-23 11:25:00,10,0.03395,100
36.0,105.0,130.0,,10.0,1955-03-23 11:25:00,10,0.24,50
37.0,108.0,133.0,,10.0,1955-03-23 11:25:00,10,0.1104,50
38.0,111.0,136.0,0.84,10.0,1955-03-23 11:25:00,10,0.0336,50
39.0,114.0,139.0,,10.0,1955-03-23 11:25:00,10,0.0288,50
11.0,30.0,55.0,,11.0,1955-03-23 15:45:00,11,0.0637,50
12.0,33.0,58.0,,11.0,1955-03-23 15:45:00,11,0.2744,50
13.0,36.0,61.0,,11.0,1955-03-23 15:45:00,11,0.2841999999999999,50
14.0,39.0,64.0,,11.0,1955-03-23 15:45:00,11,0.49,50
14.0,39.0,64.0,,11.0,1955-03-23 15:45:00,11,0.14065,100
15.0,42.0,67.0,2.08,11.0,1955-03-23 15:45:00,11,1.1367999999999998,50
15.0,42.0,67.0,2.08,11.0,1955-03-23 15:45:00,11,0.2619,100
16.0,45.0,70.0,2.5,11.0,1955-03-23 15:45:00,11,2.3128,50
16.0,45.0,70.0,2.5,11.0,1955-03-23 15:45:00,11,0.7953999999999999,100
16.0,45.0,70.0,2.5,11.0,1955-03-23 15:45:00,11,0.0637,200
17.0,48.0,73.0,1.25,11.0,1955-03-23 15:45:00,11,3.0282,50
17.0,48.0,73.0,1.25,11.0,1955-03-23 15:45:00,11,0.8245,100
17.0,48.0,73.0,1.25,11.0,1955-03-23 15:45:00,11,0.1323,200
18.0,51.0,76.0,2.92,11.0,1955-03-23 15:45:00,11,3.9004,50
18.0,51.0,76.0,2.92,11.0,1955-03-23 15:45:00,11,1.0379,100
18.0,51.0,76.0,2.92,11.0,1955-03-23 15:45:00,11,0.2057999999999999,200
19.0,54.0,79.0,5.42,11.0,1955-03-23 15:45:00,11,5.517399999999999,50
19.0,54.0,79.0,5.42,11.0,1955-03-23 15:45:00,11,1.4065,100
19.0,54.0,79.0,5.42,11.0,1955-03-23 15:45:00,11,0.3332,200
20.0,57.0,82.0,5.83,11.0,1955-03-23 15:45:00,11,7.007000000000001,50
20.0,57.0,82.0,5.83,11.0,1955-03-23 15:45:00,11,1.6199,100
20.0,57.0,82.0,5.83,11.0,1955-03-23 15:45:00,11,0.4508,200
21.0,60.0,85.0,7.08,11.0,1955-03-23 15:45:00,11,7.9184,50
21.0,60.0,85.0,7.08,11.0,1955-03-23 15:45:00,11,2.231,100
21.0,60.0,85.0,7.08,11.0,1955-03-23 15:45:00,11,0.4508,200
22.0,63.0,88.0,13.34,11.0,1955-03-23 15:45:00,11,7.987,50
22.0,63.0,88.0,13.34,11.0,1955-03-23 15:45:00,11,3.1137,100
22.0,63.0,88.0,13.34,11.0,1955-03-23 15:45:00,11,0.5194,200
23.0,66.0,91.0,11.67,11.0,1955-03-23 15:45:00,11,7.987,50
23.0,66.0,91.0,11.67,11.0,1955-03-23 15:45:00,11,2.231,100
23.0,66.0,91.0,11.67,11.0,1955-03-23 15:45:00,11,0.637,200
24.0,69.0,94.0,8.75,11.0,1955-03-23 15:45:00,11,7.546,50
24.0,69.0,94.0,8.75,11.0,1955-03-23 15:45:00,11,2.3377,100
24.0,69.0,94.0,8.75,11.0,1955-03-23 15:45:00,11,0.6859999999999999,200
25.0,72.0,97.0,5.83,11.0,1955-03-23 15:45:00,11,6.6836,50
25.0,72.0,97.0,5.83,11.0,1955-03-23 15:45:00,11,2.4735,100
25.0,72.0,97.0,5.83,11.0,1955-03-23 15:45:00,11,0.735,200
26.0,75.0,100.0,6.25,11.0,1955-03-23 15:45:00,11,6.859999999999999,50
26.0,75.0,100.0,6.25,11.0,1955-03-23 15:45:00,11,2.1631,100
26.0,75.0,100.0,6.25,11.0,1955-03-23 15:45:00,11,0.5488000000000001,200
27.0,78.0,103.0,5.42,11.0,1955-03-23 15:45:00,11,6.174,50
27.0,78.0,103.0,5.42,11.0,1955-03-23 15:45:00,11,1.6004999999999998,100
27.0,78.0,103.0,5.42,11.0,1955-03-23 15:45:00,11,0.3332,200
28.0,81.0,106.0,4.58,11.0,1955-03-23 15:45:00,11,5.1842,50
28.0,81.0,106.0,4.58,11.0,1955-03-23 15:45:00,11,1.4453,100
28.0,81.0,106.0,4.58,11.0,1955-03-23 15:45:00,11,0.2155999999999999,200
29.0,84.0,109.0,4.58,11.0,1955-03-23 15:45:00,11,4.263,50
29.0,84.0,109.0,4.58,11.0,1955-03-23 15:45:00,11,0.9603,100
29.0,84.0,109.0,4.58,11.0,1955-03-23 15:45:00,11,0.1617,200
30.0,87.0,112.0,5.83,11.0,1955-03-23 15:45:00,11,3.4594,50
30.0,87.0,112.0,5.83,11.0,1955-03-23 15:45:00,11,0.7178,100
30.0,87.0,112.0,5.83,11.0,1955-03-23 15:45:00,11,0.0784,200
31.0,90.0,115.0,1.25,11.0,1955-03-23 15:45:00,11,2.7048,50
31.0,90.0,115.0,1.25,11.0,1955-03-23 15:45:00,11,0.5432,100
31.0,90.0,115.0,1.25,11.0,1955-03-23 15:45:00,11,0.0245,200
32.0,93.0,118.0,1.67,11.0,1955-03-23 15:45:00,11,1.2054,50
32.0,93.0,118.0,1.67,11.0,1955-03-23 15:45:00,11,0.2522,100
33.0,96.0,121.0,0.83,11.0,1955-03-23 15:45:00,11,0.8133999999999999,50
33.0,96.0,121.0,0.83,11.0,1955-03-23 15:45:00,11,0.02425,100
34.0,99.0,124.0,1.67,11.0,1955-03-23 15:45:00,11,0.3429999999999999,50
35.0,102.0,127.0,0.83,11.0,1955-03-23 15:45:00,11,0.098,50
7.0,18.0,43.0,,12.0,1955-03-25 10:50:00,12,0.03395,50
8.0,21.0,46.0,0.63,12.0,1955-03-25 10:50:00,12,0.1552,50
9.0,24.0,49.0,2.3,12.0,1955-03-25 10:50:00,12,0.4268,50
10.0,27.0,52.0,4.17,12.0,1955-03-25 10:50:00,12,0.9118,50
10.0,27.0,52.0,4.17,12.0,1955-03-25 10:50:00,12,0.08245,100
11.0,30.0,55.0,6.89,12.0,1955-03-25 10:50:00,12,4.0643,50
11.0,30.0,55.0,6.89,12.0,1955-03-25 10:50:00,12,0.388,100
11.0,30.0,55.0,6.89,12.0,1955-03-25 10:50:00,12,0.0485,200
12.0,33.0,58.0,4.8,12.0,1955-03-25 10:50:00,12,5.499899999999999,50
12.0,33.0,58.0,4.8,12.0,1955-03-25 10:50:00,12,1.6781,100
12.0,33.0,58.0,4.8,12.0,1955-03-25 10:50:00,12,0.3201,200
13.0,36.0,61.0,2.3,12.0,1955-03-25 10:50:00,12,6.0625,50
13.0,36.0,61.0,2.3,12.0,1955-03-25 10:50:00,12,1.8624,100
13.0,36.0,61.0,2.3,12.0,1955-03-25 10:50:00,12,0.388,200
14.0,39.0,64.0,3.13,12.0,1955-03-25 10:50:00,12,5.5387,50
14.0,39.0,64.0,3.13,12.0,1955-03-25 10:50:00,12,1.0088,100
14.0,39.0,64.0,3.13,12.0,1955-03-25 10:50:00,12,0.12125,200
15.0,42.0,67.0,4.17,12.0,1955-03-25 10:50:00,12,4.5105,50
15.0,42.0,67.0,4.17,12.0,1955-03-25 10:50:00,12,0.873,100
15.0,42.0,67.0,4.17,12.0,1955-03-25 10:50:00,12,0.08245,200
16.0,45.0,70.0,2.5,12.0,1955-03-25 10:50:00,12,3.6666,50
16.0,45.0,70.0,2.5,12.0,1955-03-25 10:50:00,12,0.9215,100
16.0,45.0,70.0,2.5,12.0,1955-03-25 10:50:00,12,0.1261,200
17.0,48.0,73.0,3.76,12.0,1955-03-25 10:50:00,12,6.1789,50
17.0,48.0,73.0,3.76,12.0,1955-03-25 10:50:00,12,1.3967999999999998,100
17.0,48.0,73.0,3.76,12.0,1955-03-25 10:50:00,12,0.194,200
18.0,51.0,76.0,4.17,12.0,1955-03-25 10:50:00,12,8.419599999999999,50
18.0,51.0,76.0,4.17,12.0,1955-03-25 10:50:00,12,1.8818,100
18.0,51.0,76.0,4.17,12.0,1955-03-25 10:50:00,12,0.3298,200
19.0,54.0,79.0,4.17,12.0,1955-03-25 10:50:00,12,10.864,50
19.0,54.0,79.0,4.17,12.0,1955-03-25 10:50:00,12,2.522,100
19.0,54.0,79.0,4.17,12.0,1955-03-25 10:50:00,12,0.4655999999999999,200
20.0,57.0,82.0,3.76,12.0,1955-03-25 10:50:00,12,9.991,50
20.0,57.0,82.0,3.76,12.0,1955-03-25 10:50:00,12,3.1913,100
20.0,57.0,82.0,3.76,12.0,1955-03-25 10:50:00,12,0.4753,200
21.0,60.0,85.0,6.89,12.0,1955-03-25 10:50:00,12,10.67,50
21.0,60.0,85.0,6.89,12.0,1955-03-25 10:50:00,12,2.7451,100
21.0,60.0,85.0,6.89,12.0,1955-03-25 10:50:00,12,0.4170999999999999,200
22.0,63.0,88.0,3.34,12.0,1955-03-25 10:50:00,12,10.088,50
22.0,63.0,88.0,3.34,12.0,1955-03-25 10:50:00,12,2.0758,100
22.0,63.0,88.0,3.34,12.0,1955-03-25 10:50:00,12,0.3394999999999999,200
23.0,66.0,91.0,3.76,12.0,1955-03-25 10:50:00,12,7.274999999999999,50
23.0,66.0,91.0,3.76,12.0,1955-03-25 10:50:00,12,1.2222,100
23.0,66.0,91.0,3.76,12.0,1955-03-25 10:50:00,12,0.2327999999999999,200
24.0,69.0,94.0,4.59,12.0,1955-03-25 10:50:00,12,6.2468,50
24.0,69.0,94.0,4.59,12.0,1955-03-25 10:50:00,12,1.3192000000000002,100
24.0,69.0,94.0,4.59,12.0,1955-03-25 10:50:00,12,0.291,200
25.0,72.0,97.0,3.76,12.0,1955-03-25 10:50:00,12,6.9064,50
25.0,72.0,97.0,3.76,12.0,1955-03-25 10:50:00,12,1.455,100
25.0,72.0,97.0,3.76,12.0,1955-03-25 10:50:00,12,0.2813,200
26.0,75.0,100.0,3.34,12.0,1955-03-25 10:50:00,12,6.2177,50
26.0,75.0,100.0,3.34,12.0,1955-03-25 10:50:00,12,1.552,100
26.0,75.0,100.0,3.34,12.0,1955-03-25 10:50:00,12,0.3298,200
27.0,78.0,103.0,6.47,12.0,1955-03-25 10:50:00,12,6.004300000000001,50
27.0,78.0,103.0,6.47,12.0,1955-03-25 10:50:00,12,1.746,100
27.0,78.0,103.0,6.47,12.0,1955-03-25 10:50:00,12,0.3976999999999999,200
28.0,81.0,106.0,6.47,12.0,1955-03-25 10:50:00,12,5.2186,50
28.0,81.0,106.0,6.47,12.0,1955-03-25 10:50:00,12,2.3086,100
28.0,81.0,106.0,6.47,12.0,1955-03-25 10:50:00,12,0.3491999999999999,200
29.0,84.0,109.0,3.76,12.0,1955-03-25 10:50:00,12,5.0828,50
29.0,84.0,109.0,3.76,12.0,1955-03-25 10:50:00,12,1.4065,100
29.0,84.0,109.0,3.76,12.0,1955-03-25 10:50:00,12,0.2231,200
30.0,87.0,112.0,2.09,12.0,1955-03-25 10:50:00,12,4.2777,50
30.0,87.0,112.0,2.09,12.0,1955-03-25 10:50:00,12,0.776,100
30.0,87.0,112.0,2.09,12.0,1955-03-25 10:50:00,12,0.1745999999999999,200
31.0,90.0,115.0,2.3,12.0,1955-03-25 10:50:00,12,3.0555,50
31.0,90.0,115.0,2.3,12.0,1955-03-25 10:50:00,12,0.4365,100
31.0,90.0,115.0,2.3,12.0,1955-03-25 10:50:00,12,0.1552,200
32.0,93.0,118.0,1.46,12.0,1955-03-25 10:50:00,12,2.522,50
32.0,93.0,118.0,1.46,12.0,1955-03-25 10:50:00,12,0.5238,100
32.0,93.0,118.0,1.46,12.0,1955-03-25 10:50:00,12,0.0290999999999999,200
33.0,96.0,121.0,1.25,12.0,1955-03-25 10:50:00,12,2.1825,50
33.0,96.0,121.0,1.25,12.0,1955-03-25 10:50:00,12,0.4074,100
34.0,99.0,124.0,0.63,12.0,1955-03-25 10:50:00,12,0.97,50
34.0,99.0,124.0,0.63,12.0,1955-03-25 10:50:00,12,0.3976999999999999,100
35.0,102.0,127.0,0.63,12.0,1955-03-25 10:50:00,12,0.8148,50
35.0,102.0,127.0,0.63,12.0,1955-03-25 10:50:00,12,0.2813,100
36.0,105.0,130.0,0.84,12.0,1955-03-25 10:50:00,12,0.9021,50
36.0,105.0,130.0,0.84,12.0,1955-03-25 10:50:00,12,0.0145499999999999,100
37.0,108.0,133.0,0.63,12.0,1955-03-25 10:50:00,12,0.5722999999999999,50
38.0,111.0,136.0,1.04,12.0,1955-03-25 10:50:00,12,0.5141,50
39.0,114.0,139.0,,12.0,1955-03-25 10:50:00,12,0.8827,50
40.0,117.0,142.0,,12.0,1955-03-25 10:50:00,12,0.11155,50
41.0,120.0,145.0,,12.0,1955-03-25 10:50:00,12,0.0145499999999999,50
16.0,45.0,70.0,0.41,13.0,1955-03-28 15:05:00,13,0.0296999999999999,50
17.0,48.0,73.0,,13.0,1955-03-28 15:05:00,13,0.1089,50
18.0,51.0,76.0,1.45,13.0,1955-03-28 15:05:00,13,0.3465,50
18.0,51.0,76.0,1.45,13.0,1955-03-28 15:05:00,13,0.024,100
19.0,54.0,79.0,0.62,13.0,1955-03-28 15:05:00,13,0.594,50
19.0,54.0,79.0,0.62,13.0,1955-03-28 15:05:00,13,0.0528,100
20.0,57.0,82.0,2.07,13.0,1955-03-28 15:05:00,13,1.2969,50
20.0,57.0,82.0,2.07,13.0,1955-03-28 15:05:00,13,0.1344,100
21.0,60.0,85.0,4.14,13.0,1955-03-28 15:05:00,13,2.2869,50
21.0,60.0,85.0,4.14,13.0,1955-03-28 15:05:00,13,0.3264,100
22.0,63.0,88.0,5.59,13.0,1955-03-28 15:05:00,13,3.3066,50
22.0,63.0,88.0,5.59,13.0,1955-03-28 15:05:00,13,0.3264,100
22.0,63.0,88.0,5.59,13.0,1955-03-28 15:05:00,13,0.05335,200
23.0,66.0,91.0,7.25,13.0,1955-03-28 15:05:00,13,4.6035,50
23.0,66.0,91.0,7.25,13.0,1955-03-28 15:05:00,13,1.0752000000000002,100
23.0,66.0,91.0,7.25,13.0,1955-03-28 15:05:00,13,0.1988499999999999,200
24.0,69.0,94.0,9.52,13.0,1955-03-28 15:05:00,13,4.7421,50
24.0,69.0,94.0,9.52,13.0,1955-03-28 15:05:00,13,1.5072,100
24.0,69.0,94.0,9.52,13.0,1955-03-28 15:05:00,13,0.3589,200
25.0,72.0,97.0,6.83,13.0,1955-03-28 15:05:00,13,6.286499999999999,50
25.0,72.0,97.0,6.83,13.0,1955-03-28 15:05:00,13,1.8048,100
25.0,72.0,97.0,6.83,13.0,1955-03-28 15:05:00,13,0.5917,200
26.0,75.0,100.0,9.73,13.0,1955-03-28 15:05:00,13,7.276499999999999,50
26.0,75.0,100.0,9.73,13.0,1955-03-28 15:05:00,13,2.3808,100
26.0,75.0,100.0,9.73,13.0,1955-03-28 15:05:00,13,0.6789999999999999,200
27.0,78.0,103.0,7.04,13.0,1955-03-28 15:05:00,13,8.0784,50
27.0,78.0,103.0,7.04,13.0,1955-03-28 15:05:00,13,2.4288,100
27.0,78.0,103.0,7.04,13.0,1955-03-28 15:05:00,13,0.4753,200
28.0,81.0,106.0,7.66,13.0,1955-03-28 15:05:00,13,7.5042,50
28.0,81.0,106.0,7.66,13.0,1955-03-28 15:05:00,13,1.872,100
28.0,81.0,106.0,7.66,13.0,1955-03-28 15:05:00,13,0.388,200
29.0,84.0,109.0,4.56,13.0,1955-03-28 15:05:00,13,6.771599999999999,50
29.0,84.0,109.0,4.56,13.0,1955-03-28 15:05:00,13,1.584,100
29.0,84.0,109.0,4.56,13.0,1955-03-28 15:05:00,13,0.3589,200
30.0,87.0,112.0,6.0,13.0,1955-03-28 15:05:00,13,5.6232,50
30.0,87.0,112.0,6.0,13.0,1955-03-28 15:05:00,13,1.3536,100
30.0,87.0,112.0,6.0,13.0,1955-03-28 15:05:00,13,0.3006999999999999,200
31.0,90.0,115.0,3.52,13.0,1955-03-28 15:05:00,13,4.2372000000000005,50
31.0,90.0,115.0,3.52,13.0,1955-03-28 15:05:00,13,0.9504,100
31.0,90.0,115.0,3.52,13.0,1955-03-28 15:05:00,13,0.3201,200
32.0,93.0,118.0,3.73,13.0,1955-03-28 15:05:00,13,3.4551000000000003,50
32.0,93.0,118.0,3.73,13.0,1955-03-28 15:05:00,13,0.768,100
32.0,93.0,118.0,3.73,13.0,1955-03-28 15:05:00,13,0.2813,200
33.0,96.0,121.0,3.93,13.0,1955-03-28 15:05:00,13,3.267,50
33.0,96.0,121.0,3.93,13.0,1955-03-28 15:05:00,13,0.7776000000000001,100
33.0,96.0,121.0,3.93,13.0,1955-03-28 15:05:00,13,0.2134,200
34.0,99.0,124.0,3.93,13.0,1955-03-28 15:05:00,13,2.7918,50
34.0,99.0,124.0,3.93,13.0,1955-03-28 15:05:00,13,0.72,100
34.0,99.0,124.0,3.93,13.0,1955-03-28 15:05:00,13,0.16005,200
35.0,102.0,127.0,2.28,13.0,1955-03-28 15:05:00,13,2.6235,50
35.0,102.0,127.0,2.28,13.0,1955-03-28 15:05:00,13,0.576,100
35.0,102.0,127.0,2.28,13.0,1955-03-28 15:05:00,13,0.08245,200
36.0,105.0,130.0,4.56,13.0,1955-03-28 15:05:00,13,1.7325,50
36.0,105.0,130.0,4.56,13.0,1955-03-28 15:05:00,13,0.4511999999999999,100
36.0,105.0,130.0,4.56,13.0,1955-03-28 15:05:00,13,0.05335,200
37.0,108.0,133.0,1.24,13.0,1955-03-28 15:05:00,13,1.1384999999999998,50
37.0,108.0,133.0,1.24,13.0,1955-03-28 15:05:00,13,0.2015999999999999,100
38.0,111.0,136.0,1.24,13.0,1955-03-28 15:05:00,13,0.8316,50
38.0,111.0,136.0,1.24,13.0,1955-03-28 15:05:00,13,0.1056,100
39.0,114.0,139.0,1.45,13.0,1955-03-28 15:05:00,13,0.4256999999999999,50
39.0,114.0,139.0,1.45,13.0,1955-03-28 15:05:00,13,0.0336,100
40.0,117.0,142.0,0.21,13.0,1955-03-28 15:05:00,13,0.297,50
41.0,120.0,145.0,,13.0,1955-03-28 15:05:00,13,0.1435499999999999,50
42.0,123.0,148.0,0.21,13.0,1955-03-28 15:05:00,13,0.0296999999999999,50
43.0,126.0,151.0,,13.0,1955-03-28 15:05:00,13,0.02475,50
7.0,18.0,43.0,0.62,14.0,1955-03-29 11:20:00,14,0.08245,50
8.0,21.0,46.0,0.41,14.0,1955-03-29 11:20:00,14,0.1649,50
9.0,24.0,49.0,1.04,14.0,1955-03-29 11:20:00,14,0.291,50
10.0,27.0,52.0,0.83,14.0,1955-03-29 11:20:00,14,0.3298,50
10.0,27.0,52.0,0.83,14.0,1955-03-29 11:20:00,14,0.0145499999999999,100
11.0,30.0,55.0,0.83,14.0,1955-03-29 11:20:00,14,0.4655999999999999,50
11.0,30.0,55.0,0.83,14.0,1955-03-29 11:20:00,14,0.05335,100
11.0,30.0,55.0,0.83,14.0,1955-03-29 11:20:00,14,0.0290999999999999,200
12.0,33.0,58.0,1.04,14.0,1955-03-29 11:20:00,14,1.2222,50
12.0,33.0,58.0,1.04,14.0,1955-03-29 11:20:00,14,0.08245,100
12.0,33.0,58.0,1.04,14.0,1955-03-29 11:20:00,14,0.0388,200
13.0,36.0,61.0,1.04,14.0,1955-03-29 11:20:00,14,1.3095,50
13.0,36.0,61.0,1.04,14.0,1955-03-29 11:20:00,14,0.1988499999999999,100
13.0,36.0,61.0,1.04,14.0,1955-03-29 11:20:00,14,0.0679,200
14.0,39.0,64.0,1.45,14.0,1955-03-29 11:20:00,14,1.8818,50
14.0,39.0,64.0,1.45,14.0,1955-03-29 11:20:00,14,0.3783,100
14.0,39.0,64.0,1.45,14.0,1955-03-29 11:20:00,14,0.0581999999999999,200
15.0,42.0,67.0,1.87,14.0,1955-03-29 11:20:00,14,2.9778999999999995,50
15.0,42.0,67.0,1.87,14.0,1955-03-29 11:20:00,14,0.6692999999999999,100
15.0,42.0,67.0,1.87,14.0,1955-03-29 11:20:00,14,0.11155,200
16.0,45.0,70.0,2.07,14.0,1955-03-29 11:20:00,14,3.7927,50
16.0,45.0,70.0,2.07,14.0,1955-03-29 11:20:00,14,1.1155,100
16.0,45.0,70.0,2.07,14.0,1955-03-29 11:20:00,14,0.194,200
17.0,48.0,73.0,2.07,14.0,1955-03-29 11:20:00,14,5.393199999999999,50
17.0,48.0,73.0,2.07,14.0,1955-03-29 11:20:00,14,1.1252,100
17.0,48.0,73.0,2.07,14.0,1955-03-29 11:20:00,14,0.097,200
18.0,51.0,76.0,4.56,14.0,1955-03-29 11:20:00,14,4.7142,50
18.0,51.0,76.0,4.56,14.0,1955-03-29 11:20:00,14,1.067,100
18.0,51.0,76.0,4.56,14.0,1955-03-29 11:20:00,14,0.097,200
19.0,54.0,79.0,1.87,14.0,1955-03-29 11:20:00,14,3.2495,50
19.0,54.0,79.0,1.87,14.0,1955-03-29 11:20:00,14,1.1155,100
19.0,54.0,79.0,1.87,14.0,1955-03-29 11:20:00,14,0.0872999999999999,200
20.0,57.0,82.0,3.11,14.0,1955-03-29 11:20:00,14,3.4435,50
20.0,57.0,82.0,3.11,14.0,1955-03-29 11:20:00,14,1.0767,100
20.0,57.0,82.0,3.11,14.0,1955-03-29 11:20:00,14,0.13095,200
21.0,60.0,85.0,1.66,14.0,1955-03-29 11:20:00,14,5.335,50
21.0,60.0,85.0,1.66,14.0,1955-03-29 11:20:00,14,0.9409,100
21.0,60.0,85.0,1.66,14.0,1955-03-29 11:20:00,14,0.2134,200
22.0,63.0,88.0,3.74,14.0,1955-03-29 11:20:00,14,6.634799999999999,50
22.0,63.0,88.0,3.74,14.0,1955-03-29 11:20:00,14,1.5714,100
22.0,63.0,88.0,3.74,14.0,1955-03-29 11:20:00,14,0.2327999999999999,200
23.0,66.0,91.0,6.64,14.0,1955-03-29 11:20:00,14,9.991,50
23.0,66.0,91.0,6.64,14.0,1955-03-29 11:20:00,14,1.7557,100
23.0,66.0,91.0,6.64,14.0,1955-03-29 11:20:00,14,0.3201,200
24.0,69.0,94.0,6.02,14.0,1955-03-29 11:20:00,14,11.737,50
24.0,69.0,94.0,6.02,14.0,1955-03-29 11:20:00,14,2.5608,100
24.0,69.0,94.0,6.02,14.0,1955-03-29 11:20:00,14,0.3976999999999999,200
25.0,72.0,97.0,3.53,14.0,1955-03-29 11:20:00,14,9.7,50
25.0,72.0,97.0,3.53,14.0,1955-03-29 11:20:00,14,2.4832,100
25.0,72.0,97.0,3.53,14.0,1955-03-29 11:20:00,14,0.6305,200
26.0,75.0,100.0,6.64,14.0,1955-03-29 11:20:00,14,7.730899999999999,50
