post,degrees,azimuth_degrees,wind_direction,run,timestamp,Wind Speed,concentration,distance
9.0,24.0,49.0,,1.0,1954-08-13 09:15:00,1,0.0092,200
10.0,27.0,52.0,0.42,1.0,1954-08-13 09:15:00,1,0.0138,200
11.0,30.0,55.0,,1.0,1954-08-13 09:15:00,1,0.0046,200
12.0,33.0,58.0,,1.0,1954-08-13 09:15:00,1,0.0092,200
13.0,36.0,61.0,,1.0,1954-08-13 09:15:00,1,0.0138,200
14.0,39.0,64.0,0.42,1.0,1954-08-13 09:15:00,1,0.03255,50
14.0,39.0,64.0,0.42,1.0,1954-08-13 09:15:00,1,0.0046,200
15.0,42.0,67.0,0.42,1.0,1954-08-13 09:15:00,1,0.0372,50
15.0,42.0,67.0,0.42,1.0,1954-08-13 09:15:00,1,0.0138,200
16.0,45.0,70.0,0.42,1.0,1954-08-13 09:15:00,1,0.0372,50
16.0,45.0,70.0,0.42,1.0,1954-08-13 09:15:00,1,0.0138,200
17.0,48.0,73.0,0.83,1.0,1954-08-13 09:15:00,1,0.6975,50
17.0,48.0,73.0,0.83,1.0,1954-08-13 09:15:00,1,0.01395,100
17.0,48.0,73.0,0.83,1.0,1954-08-13 09:15:00,1,0.0138,200
18.0,51.0,76.0,0.42,1.0,1954-08-13 09:15:00,1,0.13485,50
18.0,51.0,76.0,0.42,1.0,1954-08-13 09:15:00,1,0.0372,100
18.0,51.0,76.0,0.42,1.0,1954-08-13 09:15:00,1,0.0138,200
19.0,54.0,79.0,1.24,1.0,1954-08-13 09:15:00,1,0.1302,50
19.0,54.0,79.0,1.24,1.0,1954-08-13 09:15:00,1,0.0372,100
19.0,54.0,79.0,1.24,1.0,1954-08-13 09:15:00,1,0.0092,200
20.0,57.0,82.0,0.83,1.0,1954-08-13 09:15:00,1,0.28365,50
20.0,57.0,82.0,0.83,1.0,1954-08-13 09:15:00,1,0.05115,100
20.0,57.0,82.0,0.83,1.0,1954-08-13 09:15:00,1,0.0092,200
21.0,60.0,85.0,1.24,1.0,1954-08-13 09:15:00,1,0.29295,50
21.0,60.0,85.0,1.24,1.0,1954-08-13 09:15:00,1,0.08835,100
21.0,60.0,85.0,1.24,1.0,1954-08-13 09:15:00,1,0.023,200
22.0,63.0,88.0,,1.0,1954-08-13 09:15:00,1,0.17205,50
22.0,63.0,88.0,,1.0,1954-08-13 09:15:00,1,0.0372,100
22.0,63.0,88.0,,1.0,1954-08-13 09:15:00,1,0.023,200
23.0,66.0,91.0,1.66,1.0,1954-08-13 09:15:00,1,0.17205,50
23.0,66.0,91.0,1.66,1.0,1954-08-13 09:15:00,1,0.06045,100
23.0,66.0,91.0,1.66,1.0,1954-08-13 09:15:00,1,0.0046,200
24.0,69.0,94.0,0.83,1.0,1954-08-13 09:15:00,1,0.33015,50
24.0,69.0,94.0,0.83,1.0,1954-08-13 09:15:00,1,0.06045,100
24.0,69.0,94.0,0.83,1.0,1954-08-13 09:15:00,1,0.023,200
25.0,72.0,97.0,1.66,1.0,1954-08-13 09:15:00,1,0.4092,50
25.0,72.0,97.0,1.66,1.0,1954-08-13 09:15:00,1,0.07905,100
25.0,72.0,97.0,1.66,1.0,1954-08-13 09:15:00,1,0.0322,200
26.0,75.0,100.0,0.42,1.0,1954-08-13 09:15:00,1,0.3348,50
26.0,75.0,100.0,0.42,1.0,1954-08-13 09:15:00,1,0.08835,100
26.0,75.0,100.0,0.42,1.0,1954-08-13 09:15:00,1,0.0368,200
27.0,78.0,103.0,0.83,1.0,1954-08-13 09:15:00,1,0.279,50
27.0,78.0,103.0,0.83,1.0,1954-08-13 09:15:00,1,0.06045,100
27.0,78.0,103.0,0.83,1.0,1954-08-13 09:15:00,1,0.0368,200
28.0,81.0,106.0,0.83,1.0,1954-08-13 09:15:00,1,0.24645,50
28.0,81.0,106.0,0.83,1.0,1954-08-13 09:15:00,1,0.06045,100
28.0,81.0,106.0,0.83,1.0,1954-08-13 09:15:00,1,0.0322,200
29.0,84.0,109.0,1.24,1.0,1954-08-13 09:15:00,1,0.19995,50
29.0,84.0,109.0,1.24,1.0,1954-08-13 09:15:00,1,0.04185,100
29.0,84.0,109.0,1.24,1.0,1954-08-13 09:15:00,1,0.0322,200
30.0,87.0,112.0,0.83,1.0,1954-08-13 09:15:00,1,0.18135,50
30.0,87.0,112.0,0.83,1.0,1954-08-13 09:15:00,1,0.0651,100
30.0,87.0,112.0,0.83,1.0,1954-08-13 09:15:00,1,0.0184,200
31.0,90.0,115.0,1.24,1.0,1954-08-13 09:15:00,1,0.15345,50
31.0,90.0,115.0,1.24,1.0,1954-08-13 09:15:00,1,0.0279,100
31.0,90.0,115.0,1.24,1.0,1954-08-13 09:15:00,1,0.0276,200
32.0,93.0,118.0,2.49,1.0,1954-08-13 09:15:00,1,0.19995,50
32.0,93.0,118.0,2.49,1.0,1954-08-13 09:15:00,1,0.03255,100
32.0,93.0,118.0,2.49,1.0,1954-08-13 09:15:00,1,0.0138,200
33.0,96.0,121.0,0.42,1.0,1954-08-13 09:15:00,1,0.21855,50
33.0,96.0,121.0,0.42,1.0,1954-08-13 09:15:00,1,0.04185,100
33.0,96.0,121.0,0.42,1.0,1954-08-13 09:15:00,1,0.023,200
34.0,99.0,124.0,2.9,1.0,1954-08-13 09:15:00,1,0.23715,50
34.0,99.0,124.0,2.9,1.0,1954-08-13 09:15:00,1,0.05115,100
34.0,99.0,124.0,2.9,1.0,1954-08-13 09:15:00,1,0.0322,200
35.0,102.0,127.0,2.9,1.0,1954-08-13 09:15:00,1,0.35805,50
35.0,102.0,127.0,2.9,1.0,1954-08-13 09:15:00,1,0.06975,100
35.0,102.0,127.0,2.9,1.0,1954-08-13 09:15:00,1,0.0368,200
36.0,105.0,130.0,2.07,1.0,1954-08-13 09:15:00,1,0.3441,50
36.0,105.0,130.0,2.07,1.0,1954-08-13 09:15:00,1,0.0837,100
36.0,105.0,130.0,2.07,1.0,1954-08-13 09:15:00,1,0.0322,200
37.0,108.0,133.0,1.24,1.0,1954-08-13 09:15:00,1,0.40455,50
37.0,108.0,133.0,1.24,1.0,1954-08-13 09:15:00,1,0.093,100
37.0,108.0,133.0,1.24,1.0,1954-08-13 09:15:00,1,0.0414,200
38.0,111.0,136.0,2.9,1.0,1954-08-13 09:15:00,1,0.34875,50
38.0,111.0,136.0,2.9,1.0,1954-08-13 09:15:00,1,0.06975,100
38.0,111.0,136.0,2.9,1.0,1954-08-13 09:15:00,1,0.0368,200
39.0,114.0,139.0,1.24,1.0,1954-08-13 09:15:00,1,0.372,50
39.0,114.0,139.0,1.24,1.0,1954-08-13 09:15:00,1,0.0558,100
39.0,114.0,139.0,1.24,1.0,1954-08-13 09:15:00,1,0.0368,200
40.0,117.0,142.0,2.07,1.0,1954-08-13 09:15:00,1,0.36735,50
40.0,117.0,142.0,2.07,1.0,1954-08-13 09:15:00,1,0.06975,100
40.0,117.0,142.0,2.07,1.0,1954-08-13 09:15:00,1,0.046,200
41.0,120.0,145.0,4.98,1.0,1954-08-13 09:15:00,1,0.39525,50
41.0,120.0,145.0,4.98,1.0,1954-08-13 09:15:00,1,0.07905,100
41.0,120.0,145.0,4.98,1.0,1954-08-13 09:15:00,1,0.0276,200
42.0,123.0,148.0,4.56,1.0,1954-08-13 09:15:00,1,0.4464,50
42.0,123.0,148.0,4.56,1.0,1954-08-13 09:15:00,1,0.093,100
42.0,123.0,148.0,4.56,1.0,1954-08-13 09:15:00,1,0.0322,200
43.0,126.0,151.0,4.98,1.0,1954-08-13 09:15:00,1,0.91605,50
43.0,126.0,151.0,4.98,1.0,1954-08-13 09:15:00,1,0.1395,100
43.0,126.0,151.0,4.98,1.0,1954-08-13 09:15:00,1,0.0276,200
44.0,129.0,154.0,7.06,1.0,1954-08-13 09:15:00,1,0.7719,50
44.0,129.0,154.0,7.06,1.0,1954-08-13 09:15:00,1,0.15345,100
44.0,129.0,154.0,7.06,1.0,1954-08-13 09:15:00,1,0.0138,200
45.0,132.0,157.0,6.23,1.0,1954-08-13 09:15:00,1,0.8742,50
45.0,132.0,157.0,6.23,1.0,1954-08-13 09:15:00,1,0.2046,100
45.0,132.0,157.0,6.23,1.0,1954-08-13 09:15:00,1,0.0276,200
46.0,135.0,160.0,2.9,1.0,1954-08-13 09:15:00,1,0.8742,50
46.0,135.0,160.0,2.9,1.0,1954-08-13 09:15:00,1,0.1488,100
46.0,135.0,160.0,2.9,1.0,1954-08-13 09:15:00,1,0.0322,200
47.0,138.0,163.0,5.4,1.0,1954-08-13 09:15:00,1,1.0509,50
47.0,138.0,163.0,5.4,1.0,1954-08-13 09:15:00,1,0.0465,100
47.0,138.0,163.0,5.4,1.0,1954-08-13 09:15:00,1,0.0184,200
48.0,141.0,166.0,10.79,1.0,1954-08-13 09:15:00,1,0.9672,50
48.0,141.0,166.0,10.79,1.0,1954-08-13 09:15:00,1,0.05115,100
48.0,141.0,166.0,10.79,1.0,1954-08-13 09:15:00,1,0.0138,200
49.0,144.0,169.0,4.15,1.0,1954-08-13 09:15:00,1,0.70215,50
49.0,144.0,169.0,4.15,1.0,1954-08-13 09:15:00,1,0.03255,100
49.0,144.0,169.0,4.15,1.0,1954-08-13 09:15:00,1,0.0046,200
50.0,147.0,172.0,2.49,1.0,1954-08-13 09:15:00,1,0.55335,50
50.0,147.0,172.0,2.49,1.0,1954-08-13 09:15:00,1,0.0186,100
50.0,147.0,172.0,2.49,1.0,1954-08-13 09:15:00,1,0.0046,200
51.0,150.0,175.0,2.9,1.0,1954-08-13 09:15:00,1,0.3441,50
51.0,150.0,175.0,2.9,1.0,1954-08-13 09:15:00,1,0.06045,100
51.0,150.0,175.0,2.9,1.0,1954-08-13 09:15:00,1,0.0046,200
52.0,153.0,178.0,2.07,1.0,1954-08-13 09:15:00,1,0.2232,50
53.0,156.0,181.0,0.42,1.0,1954-08-13 09:15:00,1,0.06045,50
54.0,159.0,184.0,1.66,1.0,1954-08-13 09:15:00,1,0.01395,50
33.0,96.0,121.0,0.42,2.0,1954-10-07 14:00:00,2,0.0364,50
34.0,99.0,124.0,0.42,2.0,1954-10-07 14:00:00,2,0.1183,50
35.0,102.0,127.0,0.42,2.0,1954-10-07 14:00:00,2,0.1456,50
35.0,102.0,127.0,0.42,2.0,1954-10-07 14:00:00,2,0.0235,100
36.0,105.0,130.0,0.83,2.0,1954-10-07 14:00:00,2,0.33215,50
36.0,105.0,130.0,0.83,2.0,1954-10-07 14:00:00,2,0.1222,100
36.0,105.0,130.0,0.83,2.0,1954-10-07 14:00:00,2,0.01395,200
37.0,108.0,133.0,1.66,2.0,1954-10-07 14:00:00,2,0.39585,50
37.0,108.0,133.0,1.66,2.0,1954-10-07 14:00:00,2,0.1551,100
37.0,108.0,133.0,1.66,2.0,1954-10-07 14:00:00,2,0.0186,200
38.0,111.0,136.0,0.83,2.0,1954-10-07 14:00:00,2,0.8508500000000001,50
38.0,111.0,136.0,0.83,2.0,1954-10-07 14:00:00,2,0.2115,100
38.0,111.0,136.0,0.83,2.0,1954-10-07 14:00:00,2,0.0465,200
39.0,114.0,139.0,1.66,2.0,1954-10-07 14:00:00,2,1.6562,50
39.0,114.0,139.0,1.66,2.0,1954-10-07 14:00:00,2,0.3430999999999999,100
39.0,114.0,139.0,1.66,2.0,1954-10-07 14:00:00,2,0.0558,200
40.0,117.0,142.0,4.56,2.0,1954-10-07 14:00:00,2,2.9393,50
40.0,117.0,142.0,4.56,2.0,1954-10-07 14:00:00,2,0.5687,100
40.0,117.0,142.0,4.56,2.0,1954-10-07 14:00:00,2,0.1302,200
41.0,120.0,145.0,5.81,2.0,1954-10-07 14:00:00,2,4.4863,50
41.0,120.0,145.0,5.81,2.0,1954-10-07 14:00:00,2,1.0716,100
41.0,120.0,145.0,5.81,2.0,1954-10-07 14:00:00,2,0.2604,200
42.0,123.0,148.0,7.47,2.0,1954-10-07 14:00:00,2,5.596500000000001,50
42.0,123.0,148.0,7.47,2.0,1954-10-07 14:00:00,2,1.8048,100
42.0,123.0,148.0,7.47,2.0,1954-10-07 14:00:00,2,0.2976,200
43.0,126.0,151.0,7.88,2.0,1954-10-07 14:00:00,2,6.4155,50
43.0,126.0,151.0,7.88,2.0,1954-10-07 14:00:00,2,1.9364,100
43.0,126.0,151.0,7.88,2.0,1954-10-07 14:00:00,2,0.4278,200
44.0,129.0,154.0,9.13,2.0,1954-10-07 14:00:00,2,6.1516,50
44.0,129.0,154.0,9.13,2.0,1954-10-07 14:00:00,2,1.833,100
44.0,129.0,154.0,9.13,2.0,1954-10-07 14:00:00,2,0.3999,200
45.0,132.0,157.0,6.22,2.0,1954-10-07 14:00:00,2,5.678400000000001,50
45.0,132.0,157.0,6.22,2.0,1954-10-07 14:00:00,2,1.363,100
45.0,132.0,157.0,6.22,2.0,1954-10-07 14:00:00,2,0.2976,200
46.0,135.0,160.0,4.15,2.0,1954-10-07 14:00:00,2,4.0131000000000006,50
46.0,135.0,160.0,4.15,2.0,1954-10-07 14:00:00,2,1.4852,100
46.0,135.0,160.0,4.15,2.0,1954-10-07 14:00:00,2,0.31155,200
47.0,138.0,163.0,7.05,2.0,1954-10-07 14:00:00,2,3.3215,50
47.0,138.0,163.0,7.05,2.0,1954-10-07 14:00:00,2,1.1749999999999998,100
47.0,138.0,163.0,7.05,2.0,1954-10-07 14:00:00,2,0.2604,200
48.0,141.0,166.0,5.4,2.0,1954-10-07 14:00:00,2,3.9039,50
48.0,141.0,166.0,5.4,2.0,1954-10-07 14:00:00,2,0.9212,100
48.0,141.0,166.0,5.4,2.0,1954-10-07 14:00:00,2,0.2511,200
49.0,144.0,169.0,4.56,2.0,1954-10-07 14:00:00,2,3.6127,50
49.0,144.0,169.0,4.56,2.0,1954-10-07 14:00:00,2,0.6815,100
49.0,144.0,169.0,4.56,2.0,1954-10-07 14:00:00,2,0.14415,200
50.0,147.0,172.0,6.64,2.0,1954-10-07 14:00:00,2,2.8756000000000004,50
50.0,147.0,172.0,6.64,2.0,1954-10-07 14:00:00,2,0.6532999999999999,100
50.0,147.0,172.0,6.64,2.0,1954-10-07 14:00:00,2,0.12555,200
51.0,150.0,175.0,2.49,2.0,1954-10-07 14:00:00,2,1.8928,50
51.0,150.0,175.0,2.49,2.0,1954-10-07 14:00:00,2,0.6439,100
51.0,150.0,175.0,2.49,2.0,1954-10-07 14:00:00,2,0.10695,200
52.0,153.0,178.0,4.15,2.0,1954-10-07 14:00:00,2,1.7927,50
52.0,153.0,178.0,4.15,2.0,1954-10-07 14:00:00,2,0.6439,100
52.0,153.0,178.0,4.15,2.0,1954-10-07 14:00:00,2,0.13485,200
53.0,156.0,181.0,3.73,2.0,1954-10-07 14:00:00,2,1.638,50
53.0,156.0,181.0,3.73,2.0,1954-10-07 14:00:00,2,0.5498999999999999,100
53.0,156.0,181.0,3.73,2.0,1954-10-07 14:00:00,2,0.0837,200
54.0,159.0,184.0,4.56,2.0,1954-10-07 14:00:00,2,1.4196000000000002,50
54.0,159.0,184.0,4.56,2.0,1954-10-07 14:00:00,2,0.2678999999999999,100
54.0,159.0,184.0,4.56,2.0,1954-10-07 14:00:00,2,0.0558,200
55.0,162.0,187.0,2.49,2.0,1954-10-07 14:00:00,2,1.1739000000000002,50
55.0,162.0,187.0,2.49,2.0,1954-10-07 14:00:00,2,0.2397,100
55.0,162.0,187.0,2.49,2.0,1954-10-07 14:00:00,2,0.01395,200
56.0,165.0,190.0,0.83,2.0,1954-10-07 14:00:00,2,0.5277999999999999,50
56.0,165.0,190.0,0.83,2.0,1954-10-07 14:00:00,2,0.188,100
57.0,168.0,193.0,1.66,2.0,1954-10-07 14:00:00,2,0.55055,50
57.0,168.0,193.0,1.66,2.0,1954-10-07 14:00:00,2,0.1222,100
58.0,171.0,196.0,1.24,2.0,1954-10-07 14:00:00,2,0.89635,50
58.0,171.0,196.0,1.24,2.0,1954-10-07 14:00:00,2,0.0516999999999999,100
59.0,174.0,199.0,1.24,2.0,1954-10-07 14:00:00,2,0.9919,50
59.0,174.0,199.0,1.24,2.0,1954-10-07 14:00:00,2,0.0140999999999999,100
60.0,177.0,202.0,0.83,2.0,1954-10-07 14:00:00,2,0.7007,50
60.0,177.0,202.0,0.83,2.0,1954-10-07 14:00:00,2,0.0047,100
61.0,180.0,205.0,0.83,2.0,1954-10-07 14:00:00,2,0.30485,50
61.0,180.0,205.0,0.83,2.0,1954-10-07 14:00:00,2,0.0047,100
27.0,78.0,103.0,,3.0,1954-10-21 09:10:00,3,0.045,50
28.0,81.0,106.0,,3.0,1954-10-21 09:10:00,3,0.05625,50
29.0,84.0,109.0,,3.0,1954-10-21 09:10:00,3,0.0675,50
30.0,87.0,112.0,,3.0,1954-10-21 09:10:00,3,0.0675,50
31.0,90.0,115.0,1.66,3.0,1954-10-21 09:10:00,3,0.378,50
32.0,93.0,118.0,1.24,3.0,1954-10-21 09:10:00,3,1.305,50
33.0,96.0,121.0,1.24,3.0,1954-10-21 09:10:00,3,1.998,50
34.0,99.0,124.0,1.66,3.0,1954-10-21 09:10:00,3,4.905,50
34.0,99.0,124.0,1.66,3.0,1954-10-21 09:10:00,3,0.1274,100
34.0,99.0,124.0,1.66,3.0,1954-10-21 09:10:00,3,0.0506,200
35.0,102.0,127.0,4.56,3.0,1954-10-21 09:10:00,3,10.08,50
35.0,102.0,127.0,4.56,3.0,1954-10-21 09:10:00,3,0.7007,100
35.0,102.0,127.0,4.56,3.0,1954-10-21 09:10:00,3,0.0644,200
36.0,105.0,130.0,4.15,3.0,1954-10-21 09:10:00,3,17.1,50
36.0,105.0,130.0,4.15,3.0,1954-10-21 09:10:00,3,1.4469,100
36.0,105.0,130.0,4.15,3.0,1954-10-21 09:10:00,3,0.0782,200
37.0,108.0,133.0,8.71,3.0,1954-10-21 09:10:00,3,18.540000000000003,50
37.0,108.0,133.0,8.71,3.0,1954-10-21 09:10:00,3,3.1213,100
37.0,108.0,133.0,8.71,3.0,1954-10-21 09:10:00,3,0.0506,200
38.0,111.0,136.0,9.55,3.0,1954-10-21 09:10:00,3,19.35,50
38.0,111.0,136.0,9.55,3.0,1954-10-21 09:10:00,3,5.005,100
38.0,111.0,136.0,9.55,3.0,1954-10-21 09:10:00,3,0.276,200
39.0,114.0,139.0,9.55,3.0,1954-10-21 09:10:00,3,24.48,50
39.0,114.0,139.0,9.55,3.0,1954-10-21 09:10:00,3,6.5156,100
39.0,114.0,139.0,9.55,3.0,1954-10-21 09:10:00,3,0.782,200
40.0,117.0,142.0,5.81,3.0,1954-10-21 09:10:00,3,24.3,50
40.0,117.0,142.0,5.81,3.0,1954-10-21 09:10:00,3,6.506500000000001,100
40.0,117.0,142.0,5.81,3.0,1954-10-21 09:10:00,3,1.7664,200
41.0,120.0,145.0,11.62,3.0,1954-10-21 09:10:00,3,22.41,50
41.0,120.0,145.0,11.62,3.0,1954-10-21 09:10:00,3,6.188,100
41.0,120.0,145.0,11.62,3.0,1954-10-21 09:10:00,3,2.1068,200
42.0,123.0,148.0,9.55,3.0,1954-10-21 09:10:00,3,25.47,50
42.0,123.0,148.0,9.55,3.0,1954-10-21 09:10:00,3,8.1172,100
42.0,123.0,148.0,9.55,3.0,1954-10-21 09:10:00,3,2.1068,200
43.0,126.0,151.0,7.88,3.0,1954-10-21 09:10:00,3,25.83,50
43.0,126.0,151.0,7.88,3.0,1954-10-21 09:10:00,3,8.9999,100
43.0,126.0,151.0,7.88,3.0,1954-10-21 09:10:00,3,1.9872000000000003,200
44.0,129.0,154.0,7.88,3.0,1954-10-21 09:10:00,3,22.77,50
44.0,129.0,154.0,7.88,3.0,1954-10-21 09:10:00,3,7.3528,100
44.0,129.0,154.0,7.88,3.0,1954-10-21 09:10:00,3,2.0608000000000004,200
45.0,132.0,157.0,4.98,3.0,1954-10-21 09:10:00,3,20.61,50
45.0,132.0,157.0,4.98,3.0,1954-10-21 09:10:00,3,5.4782,100
45.0,132.0,157.0,4.98,3.0,1954-10-21 09:10:00,3,1.656,200
46.0,135.0,160.0,3.73,3.0,1954-10-21 09:10:00,3,12.420000000000002,50
46.0,135.0,160.0,3.73,3.0,1954-10-21 09:10:00,3,3.2669,100
46.0,135.0,160.0,3.73,3.0,1954-10-21 09:10:00,3,0.8924,200
47.0,138.0,163.0,3.32,3.0,1954-10-21 09:10:00,3,6.57,50
47.0,138.0,163.0,3.32,3.0,1954-10-21 09:10:00,3,1.7472,100
47.0,138.0,163.0,3.32,3.0,1954-10-21 09:10:00,3,0.3128,200
48.0,141.0,166.0,2.49,3.0,1954-10-21 09:10:00,3,3.762,50
48.0,141.0,166.0,2.49,3.0,1954-10-21 09:10:00,3,0.5915,100
48.0,141.0,166.0,2.49,3.0,1954-10-21 09:10:00,3,0.0506,200
49.0,144.0,169.0,0.42,3.0,1954-10-21 09:10:00,3,1.062,50
49.0,144.0,169.0,0.42,3.0,1954-10-21 09:10:00,3,0.2184,100
49.0,144.0,169.0,0.42,3.0,1954-10-21 09:10:00,3,0.1357,200
50.0,147.0,172.0,,3.0,1954-10-21 09:10:00,3,0.198,50
50.0,147.0,172.0,,3.0,1954-10-21 09:10:00,3,0.0455,100
50.0,147.0,172.0,,3.0,1954-10-21 09:10:00,3,0.2208,200
51.0,150.0,175.0,,3.0,1954-10-21 09:10:00,3,0.036,50
51.0,150.0,175.0,,3.0,1954-10-21 09:10:00,3,0.0182,100
51.0,150.0,175.0,,3.0,1954-10-21 09:10:00,3,0.0828,200
52.0,153.0,178.0,,3.0,1954-10-21 09:10:00,3,0.036,50
52.0,153.0,178.0,,3.0,1954-10-21 09:10:00,3,0.0046,200
53.0,156.0,181.0,,3.0,1954-10-21 09:10:00,3,0.02475,50
53.0,156.0,181.0,,3.0,1954-10-21 09:10:00,3,0.0138,200
54.0,159.0,184.0,,3.0,1954-10-21 09:10:00,3,0.0135,50
54.0,159.0,184.0,,3.0,1954-10-21 09:10:00,3,0.0092,200
55.0,162.0,187.0,,3.0,1954-10-21 09:10:00,3,0.0675,50
55.0,162.0,187.0,,3.0,1954-10-21 09:10:00,3,0.1274,100
55.0,162.0,187.0,,3.0,1954-10-21 09:10:00,3,0.0046,200
56.0,165.0,190.0,,3.0,1954-10-21 09:10:00,3,0.0225,50
56.0,165.0,190.0,,3.0,1954-10-21 09:10:00,3,0.091,100
56.0,165.0,190.0,,3.0,1954-10-21 09:10:00,3,0.0092,200
57.0,168.0,193.0,,3.0,1954-10-21 09:10:00,3,0.1092,100
57.0,168.0,193.0,,3.0,1954-10-21 09:10:00,3,0.0138,200
58.0,171.0,196.0,,3.0,1954-10-21 09:10:00,3,0.0552,200
59.0,174.0,199.0,,3.0,1954-10-21 09:10:00,3,0.1058,200
60.0,177.0,202.0,,3.0,1954-10-21 09:10:00,3,0.091,100
60.0,177.0,202.0,,3.0,1954-10-21 09:10:00,3,0.1012,200
61.0,180.0,205.0,,3.0,1954-10-21 09:10:00,3,0.1472,200
13.0,36.0,61.0,,4.0,1954-10-28 10:40:00,4,0.1092,50
14.0,39.0,64.0,,4.0,1954-10-28 10:40:00,4,0.4914,50
14.0,39.0,64.0,,4.0,1954-10-28 10:40:00,4,0.03045,100
15.0,42.0,67.0,,4.0,1954-10-28 10:40:00,4,0.6552,50
15.0,42.0,67.0,,4.0,1954-10-28 10:40:00,4,0.0435,100
16.0,45.0,70.0,,4.0,1954-10-28 10:40:00,4,1.3286,50
16.0,45.0,70.0,,4.0,1954-10-28 10:40:00,4,0.0609,100
17.0,48.0,73.0,1.24,4.0,1954-10-28 10:40:00,4,1.6744,50
17.0,48.0,73.0,1.24,4.0,1954-10-28 10:40:00,4,0.0957,100
18.0,51.0,76.0,0.42,4.0,1954-10-28 10:40:00,4,1.0283,50
18.0,51.0,76.0,0.42,4.0,1954-10-28 10:40:00,4,0.2262,100
19.0,54.0,79.0,1.24,4.0,1954-10-28 10:40:00,4,0.9282,50
19.0,54.0,79.0,1.24,4.0,1954-10-28 10:40:00,4,0.3393,100
20.0,57.0,82.0,0.42,4.0,1954-10-28 10:40:00,4,1.2922,50
20.0,57.0,82.0,0.42,4.0,1954-10-28 10:40:00,4,0.4002,100
20.0,57.0,82.0,0.42,4.0,1954-10-28 10:40:00,4,0.0344,200
21.0,60.0,85.0,1.66,4.0,1954-10-28 10:40:00,4,1.6926,50
21.0,60.0,85.0,1.66,4.0,1954-10-28 10:40:00,4,0.5481,100
21.0,60.0,85.0,1.66,4.0,1954-10-28 10:40:00,4,0.0645,200
22.0,63.0,88.0,0.42,4.0,1954-10-28 10:40:00,4,3.1941,50
22.0,63.0,88.0,0.42,4.0,1954-10-28 10:40:00,4,1.0788,100
22.0,63.0,88.0,0.42,4.0,1954-10-28 10:40:00,4,0.086,200
23.0,66.0,91.0,2.49,4.0,1954-10-28 10:40:00,4,4.841200000000001,50
23.0,66.0,91.0,2.49,4.0,1954-10-28 10:40:00,4,0.9831,100
23.0,66.0,91.0,2.49,4.0,1954-10-28 10:40:00,4,0.129,200
24.0,69.0,94.0,5.81,4.0,1954-10-28 10:40:00,4,6.0333000000000006,50
24.0,69.0,94.0,5.81,4.0,1954-10-28 10:40:00,4,0.8004,100
24.0,69.0,94.0,5.81,4.0,1954-10-28 10:40:00,4,0.129,200
25.0,72.0,97.0,4.98,4.0,1954-10-28 10:40:00,4,5.3508,50
25.0,72.0,97.0,4.98,4.0,1954-10-28 10:40:00,4,1.131,100
25.0,72.0,97.0,4.98,4.0,1954-10-28 10:40:00,4,0.129,200
26.0,75.0,100.0,4.15,4.0,1954-10-28 10:40:00,4,4.55,50
26.0,75.0,100.0,4.15,4.0,1954-10-28 10:40:00,4,0.9483,100
26.0,75.0,100.0,4.15,4.0,1954-10-28 10:40:00,4,0.1805999999999999,200
27.0,78.0,103.0,4.98,4.0,1954-10-28 10:40:00,4,4.8048,50
27.0,78.0,103.0,4.98,4.0,1954-10-28 10:40:00,4,0.8004,100
27.0,78.0,103.0,4.98,4.0,1954-10-28 10:40:00,4,0.215,200
28.0,81.0,106.0,4.98,4.0,1954-10-28 10:40:00,4,4.9777,50
28.0,81.0,106.0,4.98,4.0,1954-10-28 10:40:00,4,0.8961,100
28.0,81.0,106.0,4.98,4.0,1954-10-28 10:40:00,4,0.0946,200
29.0,84.0,109.0,2.9,4.0,1954-10-28 10:40:00,4,4.3771,50
29.0,84.0,109.0,2.9,4.0,1954-10-28 10:40:00,4,0.6612,100
29.0,84.0,109.0,2.9,4.0,1954-10-28 10:40:00,4,0.086,200
30.0,87.0,112.0,4.15,4.0,1954-10-28 10:40:00,4,3.5763000000000003,50
30.0,87.0,112.0,4.15,4.0,1954-10-28 10:40:00,4,0.6264,100
30.0,87.0,112.0,4.15,4.0,1954-10-28 10:40:00,4,0.129,200
31.0,90.0,115.0,5.4,4.0,1954-10-28 10:40:00,4,3.2851,50
31.0,90.0,115.0,5.4,4.0,1954-10-28 10:40:00,4,1.2006,100
31.0,90.0,115.0,5.4,4.0,1954-10-28 10:40:00,4,0.086,200
32.0,93.0,118.0,2.07,4.0,1954-10-28 10:40:00,4,3.64,50
32.0,93.0,118.0,2.07,4.0,1954-10-28 10:40:00,4,0.9135,100
32.0,93.0,118.0,2.07,4.0,1954-10-28 10:40:00,4,0.1204,200
33.0,96.0,121.0,2.9,4.0,1954-10-28 10:40:00,4,4.7229,50
33.0,96.0,121.0,2.9,4.0,1954-10-28 10:40:00,4,1.1571,100
33.0,96.0,121.0,2.9,4.0,1954-10-28 10:40:00,4,0.1892,200
34.0,99.0,124.0,7.06,4.0,1954-10-28 10:40:00,4,3.967600000000001,50
34.0,99.0,124.0,7.06,4.0,1954-10-28 10:40:00,4,0.8961,100
34.0,99.0,124.0,7.06,4.0,1954-10-28 10:40:00,4,0.1805999999999999,200
35.0,102.0,127.0,2.07,4.0,1954-10-28 10:40:00,4,2.3296,50
