post,azimuth,wind_direction,concentration,distance,U
34,72.0,6.67,36.708,50,3.86
34,72.0,6.67,7.8476,100,3.86
34,72.0,6.67,0.22448,200,3.86
35,73.5,4.795,45.31,50,3.86
35,73.5,4.795,10.8698,100,3.86
35,73.5,4.795,0.86204,200,3.86
36,75.0,2.92,53.912000000000006,50,3.86
36,75.0,2.92,13.892,100,3.86
36,75.0,2.92,1.4996,200,3.86
37,76.5,6.045,68.218,50,3.86
37,76.5,6.045,16.514,100,3.86
37,76.5,6.045,2.7508,200,3.86
38,78.0,9.17,82.524,50,3.86
38,78.0,9.17,19.136000000000003,100,3.86
38,78.0,9.17,4.002,200,3.86
39,79.5,9.375,93.702,50,3.86
39,79.5,9.375,21.482000000000003,100,3.86
39,79.5,9.375,5.3406,200,3.86
40,81.0,9.58,104.88000000000001,50,3.86
40,81.0,9.58,23.828,100,3.86
40,81.0,9.58,6.6792,200,3.86
41,82.5,10.0,103.96000000000001,50,3.86
41,82.5,10.0,30.268,100,3.86
41,82.5,10.0,7.4934,200,3.86
42,84.0,10.42,103.04,50,3.86
42,84.0,10.42,36.708,100,3.86
42,84.0,10.42,8.307599999999999,200,3.86
43,85.5,8.75,100.28,50,3.86
43,85.5,8.75,34.821999999999996,100,3.86
43,85.5,8.75,10.455799999999998,200,3.86
44,87.0,7.08,97.52000000000001,50,3.86
44,87.0,7.08,32.936,100,3.86
44,87.0,7.08,12.604,200,3.86
45,88.5,6.875,96.60000000000001,50,3.86
45,88.5,6.875,32.705999999999996,100,3.86
45,88.5,6.875,11.822000000000001,200,3.86
46,90.0,6.67,95.68,50,3.86
46,90.0,6.67,32.476,100,3.86
46,90.0,6.67,11.040000000000001,200,3.86
47,91.5,6.67,90.29800000000002,50,3.86
47,91.5,6.67,32.246,100,3.86
47,91.5,6.67,9.374800000000002,200,3.86
48,93.0,6.67,84.916,50,3.86
48,93.0,6.67,32.016,100,3.86
48,93.0,6.67,7.709600000000001,200,3.86
49,94.5,7.085,89.37800000000001,50,3.86
49,94.5,7.085,28.014,100,3.86
49,94.5,7.085,6.343400000000001,200,3.86
50,96.0,7.5,93.84,50,3.86
50,96.0,7.5,24.012000000000004,100,3.86
50,96.0,7.5,4.977200000000001,200,3.86
51,97.5,6.25,88.872,50,3.86
51,97.5,6.25,19.09,100,3.86
51,97.5,6.25,3.8686000000000003,200,3.86
52,99.0,5.0,83.90400000000001,50,3.86
52,99.0,5.0,14.168000000000001,100,3.86
52,99.0,5.0,2.7600000000000002,200,3.86
53,100.5,4.375,64.53800000000001,50,3.86
53,100.5,4.375,10.787000000000003,100,3.86
53,100.5,4.375,1.9918,200,3.86
54,102.0,3.75,45.172000000000004,50,3.86
54,102.0,3.75,7.406000000000001,100,3.86
54,102.0,3.75,1.2236,200,3.86
55,103.5,3.75,35.926,50,3.86
55,103.5,3.75,5.8466000000000005,100,3.86
55,103.5,3.75,0.8993000000000001,200,3.86
56,105.0,3.75,26.68,50,3.86
56,105.0,3.75,4.2872,100,3.86
56,105.0,3.75,0.5750000000000001,200,3.86
57,106.5,2.915,19.734,50,3.86
57,106.5,2.915,3.1602,100,3.86
57,106.5,2.915,0.39744,200,3.86
58,108.0,2.08,12.788,50,3.86
58,108.0,2.08,2.0332,100,3.86
58,108.0,2.08,0.21988,200,3.86
59,109.5,1.25,11.316,50,3.86
59,109.5,1.25,1.2466,100,3.86
60,111.0,0.42,9.844,50,3.86
60,111.0,0.42,0.46,100,3.86
61,112.5,1.045,7.626799999999999,50,3.86
61,112.5,1.045,0.25989999999999996,100,3.86
62,114.0,1.67,5.4096,50,3.86
62,114.0,1.67,0.059800000000000006,100,3.86
30,66.0,1.25,0.8126300000000001,50,3.31
31,67.5,1.04,3.550365,50,3.31
32,69.0,0.83,6.2881,50,3.31
33,70.5,1.665,12.47155,50,3.31
34,72.0,2.5,18.655,50,3.31
34,72.0,2.5,1.0283,100,3.31
35,73.5,2.915,22.886499999999998,50,3.31
35,73.5,2.915,3.2214,100,3.31
36,75.0,3.33,27.118000000000002,50,3.31
36,75.0,3.33,5.4145,100,3.31
36,75.0,3.33,0.20748000000000003,200,3.31
37,76.5,4.79,39.084500000000006,50,3.31
37,76.5,4.79,8.30375,100,3.31
37,76.5,4.79,0.6360899999999999,200,3.31
38,78.0,6.25,51.051,50,3.31
38,78.0,6.25,11.193000000000001,100,3.31
38,78.0,6.25,1.0647,200,3.31
39,79.5,7.085,55.783,50,3.31
39,79.5,7.085,15.6975,100,3.31
39,79.5,7.085,2.2112999999999996,200,3.31
40,81.0,7.92,60.515,50,3.31
40,81.0,7.92,20.202,100,3.31
40,81.0,7.92,3.3579,200,3.31
41,82.5,9.585,68.614,50,3.31
41,82.5,9.585,22.886499999999998,100,3.31
41,82.5,9.585,6.1652499999999995,200,3.31
42,84.0,11.25,76.713,50,3.31
42,84.0,11.25,25.571,100,3.31
42,84.0,11.25,8.9726,200,3.31
43,85.5,8.54,76.713,50,3.31
43,85.5,8.54,26.344500000000004,100,3.31
43,85.5,8.54,9.8098,200,3.31
44,87.0,5.83,76.713,50,3.31
44,87.0,5.83,27.118000000000002,100,3.31
44,87.0,5.83,10.647,200,3.31
45,88.5,7.29,84.31150000000001,50,3.31
45,88.5,7.29,30.2575,100,3.31
45,88.5,7.29,11.375,200,3.31
46,90.0,8.75,91.91,50,3.31
46,90.0,8.75,33.397000000000006,100,3.31
46,90.0,8.75,12.103000000000002,200,3.31
47,91.5,9.17,106.925,50,3.31
47,91.5,9.17,39.312000000000005,100,3.31
47,91.5,9.17,12.4215,200,3.31
48,93.0,9.59,121.94,50,3.31
48,93.0,9.59,45.227000000000004,100,3.31
48,93.0,9.59,12.74,200,3.31
49,94.5,9.379999999999999,119.21000000000001,50,3.31
49,94.5,9.379999999999999,44.31700000000001,100,3.31
49,94.5,9.379999999999999,11.7845,200,3.31
50,96.0,9.17,116.48,50,3.31
50,96.0,9.17,43.407000000000004,100,3.31
50,96.0,9.17,10.829,200,3.31
51,97.5,7.71,122.39500000000001,50,3.31
51,97.5,7.71,37.3555,100,3.31
51,97.5,7.71,8.772400000000001,200,3.31
52,99.0,6.25,128.31,50,3.31
52,99.0,6.25,31.304,100,3.31
52,99.0,6.25,6.7158,200,3.31
53,100.5,7.5,128.76500000000001,50,3.31
53,100.5,7.5,24.9795,100,3.31
53,100.5,7.5,4.5955,200,3.31
54,102.0,8.75,129.22,50,3.31
54,102.0,8.75,18.655,100,3.31
54,102.0,8.75,2.4752,200,3.31
55,103.5,6.665,111.47500000000001,50,3.31
55,103.5,6.665,13.0312,100,3.31
55,103.5,6.665,1.66348,200,3.31
56,105.0,4.58,93.73,50,3.31
56,105.0,4.58,7.407400000000001,100,3.31
56,105.0,4.58,0.8517600000000001,200,3.31
57,106.5,4.58,81.8545,50,3.31
57,106.5,4.58,4.408950000000001,100,3.31
57,106.5,4.58,0.520065,200,3.31
58,108.0,4.58,69.97900000000001,50,3.31
58,108.0,4.58,1.4105,100,3.31
58,108.0,4.58,0.18837,200,3.31
59,109.5,3.33,52.097500000000004,50,3.31
59,109.5,3.33,0.8918,100,3.31
60,111.0,2.08,34.216,50,3.31
60,111.0,2.08,0.3731,100,3.31
61,112.5,1.875,23.114,50,3.31
61,112.5,1.875,0.23614500000000002,100,3.31
62,114.0,1.67,12.012,50,3.31
62,114.0,1.67,0.09919,100,3.31
63,115.5,1.045,8.68595,50,3.31
64,117.0,0.42,5.3599,50,3.31
65,118.5,0.835,3.058965,50,3.31
66,120.0,1.25,0.75803,50,3.31
67,121.5,0.835,0.505505,50,3.31
68,123.0,0.42,0.25298000000000004,50,3.31
16,45.0,0.42,22.752,50,4.39
16,45.0,0.42,1.3152000000000001,100,4.39
17,46.5,1.875,32.208,50,4.39
17,46.5,1.875,2.0016,100,4.39
18,48.0,3.33,41.663999999999994,50,4.39
18,48.0,3.33,2.6879999999999997,100,4.39
18,48.0,3.33,0.05472,200,4.39
19,49.5,2.705,48.384,50,4.39
19,49.5,2.705,4.631999999999999,100,4.39
19,49.5,2.705,0.35040000000000004,200,4.39
20,51.0,2.08,55.104,50,4.39
20,51.0,2.08,6.576,100,4.39
20,51.0,2.08,0.64608,200,4.39
21,52.5,2.915,60.815999999999995,50,4.39
21,52.5,2.915,9.719999999999999,100,4.39
21,52.5,2.915,1.30704,200,4.39
22,54.0,3.75,66.52799999999999,50,4.39
22,54.0,3.75,12.863999999999999,100,4.39
22,54.0,3.75,1.9679999999999997,200,4.39
23,55.5,4.375,84.144,50,4.39
23,55.5,4.375,14.928,100,4.39
23,55.5,4.375,3.12,200,4.39
24,57.0,5.0,101.75999999999999,50,4.39
24,57.0,5.0,16.991999999999997,100,4.39
24,57.0,5.0,4.272,200,4.39
25,58.5,4.79,116.16,50,4.39
25,58.5,4.79,22.56,100,4.39
25,58.5,4.79,4.6368,200,4.39
26,60.0,4.58,130.56,50,4.39
26,60.0,4.58,28.128,100,4.39
26,60.0,4.58,5.0016,200,4.39
27,61.5,6.25,136.32,50,4.39
27,61.5,6.25,37.199999999999996,100,4.39
27,61.5,6.25,6.408,200,4.39
28,63.0,7.92,142.07999999999998,50,4.39
28,63.0,7.92,46.272,100,4.39
28,63.0,7.92,7.8144,200,4.39
29,64.5,9.17,144.48,50,4.39
29,64.5,9.17,50.832,100,4.39
29,64.5,9.17,10.0032,200,4.39
30,66.0,10.42,146.88,50,4.39
30,66.0,10.42,55.392,100,4.39
30,66.0,10.42,12.191999999999998,200,4.39
31,67.5,10.835,156.96,50,4.39
31,67.5,10.835,56.112,100,4.39
31,67.5,10.835,14.447999999999999,200,4.39
32,69.0,11.25,167.04,50,4.39
32,69.0,11.25,56.832,100,4.39
32,69.0,11.25,16.703999999999997,200,4.39
33,70.5,9.79,168.48,50,4.39
33,70.5,9.79,52.944,100,4.39
33,70.5,9.79,16.32,200,4.39
34,72.0,8.33,169.92,50,4.39
34,72.0,8.33,49.056,100,4.39
34,72.0,8.33,15.936,200,4.39
35,73.5,7.915,159.35999999999999,50,4.39
35,73.5,7.915,47.42400000000001,100,4.39
35,73.5,7.915,14.832,200,4.39
36,75.0,7.5,148.79999999999998,50,4.39
36,75.0,7.5,45.792,100,4.39
36,75.0,7.5,13.728,200,4.39
37,76.5,7.71,136.32,50,4.39
37,76.5,7.71,42.288,100,4.39
37,76.5,7.71,12.24,200,4.39
38,78.0,7.92,123.83999999999999,50,4.39
38,78.0,7.92,38.784,100,4.39
38,78.0,7.92,10.751999999999999,200,4.39
39,79.5,7.5,109.29599999999999,50,4.39
39,79.5,7.5,37.727999999999994,100,4.39
39,79.5,7.5,8.155199999999999,200,4.39
40,81.0,7.08,94.752,50,4.39
40,81.0,7.08,36.672000000000004,100,4.39
40,81.0,7.08,5.5584,200,4.39
41,82.5,7.08,86.592,50,4.39
41,82.5,7.08,29.808,100,4.39
41,82.5,7.08,5.0208,200,4.39
42,84.0,7.08,78.432,50,4.39
42,84.0,7.08,22.944,100,4.39
42,84.0,7.08,4.4832,200,4.39
43,85.5,5.415,73.104,50,4.39
43,85.5,5.415,17.28,100,4.39
43,85.5,5.415,3.8111999999999995,200,4.39
44,87.0,3.75,67.776,50,4.39
44,87.0,3.75,11.616,100,4.39
44,87.0,3.75,3.1391999999999998,200,4.39
45,88.5,3.96,53.28,50,4.39
45,88.5,3.96,9.0384,100,4.39
45,88.5,3.96,1.7999999999999998,200,4.39
46,90.0,4.17,38.784,50,4.39
46,90.0,4.17,6.4608,100,4.39
46,90.0,4.17,0.4608,200,4.39
47,91.5,3.335,26.4,50,4.39
47,91.5,3.335,4.632,100,4.39
48,93.0,2.5,14.016,50,4.39
48,93.0,2.5,2.8032,100,4.39
54,102.0,1.25,3.5328,50,4.39
58,108.0,0.83,0.264,50,4.39
12,39.0,0.42,0.51324,50,4.07
16,45.0,0.42,9.963999999999999,50,4.07
16,45.0,0.42,0.012219999999999998,100,4.07
16,45.0,0.42,0.13535999999999998,200,4.07
17,46.5,0.835,14.240999999999998,50,4.07
17,46.5,0.835,0.19505,100,4.07
17,46.5,0.835,0.24017,200,4.07
18,48.0,1.25,18.517999999999997,50,4.07
18,48.0,1.25,0.37788,100,4.07
18,48.0,1.25,0.34497999999999995,200,4.07
19,49.5,1.46,20.209999999999997,50,4.07
19,49.5,1.46,1.73054,100,4.07
19,49.5,1.46,0.67069,200,4.07
20,51.0,1.67,21.902,50,4.07
20,51.0,1.67,3.0831999999999997,100,4.07
20,51.0,1.67,0.9964,200,4.07
21,52.5,2.085,24.957,50,4.07
21,52.5,2.085,4.699999999999999,100,4.07
21,52.5,2.085,1.0528,200,4.07
22,54.0,2.5,28.012,50,4.07
22,54.0,2.5,6.3168,100,4.07
22,54.0,2.5,1.1092,200,4.07
23,55.5,2.915,30.879,50,4.07
23,55.5,2.915,6.692799999999999,100,4.07
23,55.5,2.915,1.4616999999999998,200,4.07
24,57.0,3.33,33.745999999999995,50,4.07
24,57.0,3.33,7.0687999999999995,100,4.07
24,57.0,3.33,1.8141999999999998,200,4.07
25,58.5,4.79,41.218999999999994,50,4.07
25,58.5,4.79,10.161399999999999,100,4.07
25,58.5,4.79,2.5944,200,4.07
26,60.0,6.25,48.69199999999999,50,4.07
26,60.0,6.25,13.254,100,4.07
26,60.0,6.25,3.3745999999999996,200,4.07
27,61.5,5.0,65.04799999999999,50,4.07
27,61.5,5.0,17.249,100,4.07
27,61.5,5.0,3.9010000000000002,200,4.07
28,63.0,3.75,81.404,50,4.07
28,63.0,3.75,21.244,100,4.07
28,63.0,3.75,4.4274,200,4.07
29,64.5,4.165,86.856,50,4.07
29,64.5,4.165,22.372,100,4.07
29,64.5,4.165,3.6378,200,4.07
30,66.0,4.58,92.30799999999999,50,4.07
30,66.0,4.58,23.5,100,4.07
30,66.0,4.58,2.8482,200,4.07
31,67.5,4.58,91.932,50,4.07
31,67.5,4.58,25.098,100,4.07
31,67.5,4.58,3.2054,200,4.07
32,69.0,4.58,91.556,50,4.07
32,69.0,4.58,26.695999999999998,100,4.07
32,69.0,4.58,3.5625999999999998,200,4.07
33,70.5,5.83,99.828,50,4.07
33,70.5,5.83,25.004,100,4.07
33,70.5,5.83,3.7835,200,4.07
34,72.0,7.08,108.1,50,4.07
34,72.0,7.08,23.311999999999998,100,4.07
34,72.0,7.08,4.0043999999999995,200,4.07
35,73.5,5.415,109.97999999999999,50,4.07
35,73.5,5.415,21.15,100,4.07
35,73.5,5.415,3.5202999999999998,200,4.07
36,75.0,3.75,111.86,50,4.07
36,75.0,3.75,18.988,100,4.07
36,75.0,3.75,3.0362,200,4.07
37,76.5,4.375,103.39999999999999,50,4.07
37,76.5,4.375,17.060999999999996,100,4.07
37,76.5,4.375,2.8905,200,4.07
38,78.0,5.0,94.94,50,4.07
38,78.0,5.0,15.134,100,4.07
38,78.0,5.0,2.7447999999999997,200,4.07
39,79.5,5.415,84.6,50,4.07
39,79.5,5.415,15.087,100,4.07
39,79.5,5.415,2.0585999999999998,200,4.07
40,81.0,5.83,74.25999999999999,50,4.07
40,81.0,5.83,15.04,100,4.07
40,81.0,5.83,1.3723999999999998,200,4.07
41,82.5,5.205,66.176,50,4.07
41,82.5,5.205,14.006,100,4.07
41,82.5,5.205,1.1562,200,4.07
42,84.0,4.58,58.09199999999999,50,4.07
42,84.0,4.58,12.972,100,4.07
42,84.0,4.58,0.94,200,4.07
43,85.5,4.165,67.77399999999999,50,4.07
43,85.5,4.165,13.254000000000001,100,4.07
43,85.5,4.165,1.1421,200,4.07
44,87.0,3.75,77.456,50,4.07
44,87.0,3.75,13.536,100,4.07
44,87.0,3.75,1.3441999999999998,200,4.07
45,88.5,3.955,84.271,50,4.07
45,88.5,3.955,16.262,100,4.07
45,88.5,3.955,1.9833999999999998,200,4.07
46,90.0,4.16,91.086,50,4.07
46,90.0,4.16,18.988,100,4.07
46,90.0,4.16,2.6226,200,4.07
47,91.5,3.955,94.893,50,4.07
47,91.5,3.955,20.868,100,4.07
47,91.5,3.955,2.9516,200,4.07
48,93.0,3.75,98.69999999999999,50,4.07
48,93.0,3.75,22.747999999999998,100,4.07
48,93.0,3.75,3.2806,200,4.07
49,94.5,4.585,96.82,50,4.07
49,94.5,4.585,20.304,100,4.07
49,94.5,4.585,2.773,200,4.07
50,96.0,5.42,94.94,50,4.07
50,96.0,5.42,17.86,100,4.07
50,96.0,5.42,2.2654,200,4.07
51,97.5,5.42,96.82,50,4.07
51,97.5,5.42,16.732,100,4.07
51,97.5,5.42,2.5944,200,4.07
52,99.0,5.42,98.69999999999999,50,4.07
52,99.0,5.42,15.604000000000001,100,4.07
52,99.0,5.42,2.9233999999999996,200,4.07
53,100.5,3.545,72.803,50,4.07
53,100.5,3.545,14.475999999999999,100,4.07
53,100.5,3.545,2.7682999999999995,200,4.07
54,102.0,1.67,46.906,50,4.07
54,102.0,1.67,13.347999999999999,100,4.07
54,102.0,1.67,2.6131999999999995,200,4.07
55,103.5,2.5,42.253,50,4.07
55,103.5,2.5,11.514999999999999,100,4.07
55,103.5,2.5,1.8001,200,4.07
56,105.0,3.33,37.599999999999994,50,4.07
56,105.0,3.33,9.682,100,4.07
56,105.0,3.33,0.987,200,4.07
57,106.5,2.705,37.929,50,4.07
57,106.5,2.705,7.1299,100,4.07
57,106.5,2.705,0.77409,200,4.07
58,108.0,2.08,38.258,50,4.07
58,108.0,2.08,4.5778,100,4.07
58,108.0,2.08,0.5611799999999999,200,4.07
59,109.5,2.5,29.61,50,4.07
59,109.5,2.5,3.3182,100,4.07
59,109.5,2.5,0.52828,200,4.07
60,111.0,2.92,20.962,50,4.07
60,111.0,2.92,2.0585999999999998,100,4.07
60,111.0,2.92,0.49538,200,4.07
61,112.5,2.92,17.86,50,4.07
61,112.5,2.92,1.9410999999999998,100,4.07
61,112.5,2.92,0.7021799999999999,200,4.07
62,114.0,2.92,14.758,50,4.07
62,114.0,2.92,1.8235999999999999,100,4.07
62,114.0,2.92,0.9089799999999999,200,4.07
63,115.5,3.335,14.1,50,4.07
63,115.5,3.335,2.256,100,4.07
63,115.5,3.335,1.00439,200,4.07
64,117.0,3.75,13.442,50,4.07
64,117.0,3.75,2.6883999999999997,100,4.07
64,117.0,3.75,1.0997999999999999,200,4.07
65,118.5,3.125,19.974999999999998,50,4.07
65,118.5,3.125,3.5625999999999998,100,4.07
65,118.5,3.125,0.6279199999999999,200,4.07
66,120.0,2.5,26.508,50,4.07
66,120.0,2.5,4.4368,100,4.07
66,120.0,2.5,0.15604,200,4.07
67,121.5,1.665,17.465199999999996,50,4.07
67,121.5,1.665,3.863399999999999,100,4.07
68,123.0,0.83,8.4224,50,4.07
68,123.0,0.83,3.29,100,4.07
69,124.5,1.04,5.851500000000001,50,4.07
69,124.5,1.04,2.0971399999999996,100,4.07
70,126.0,1.25,3.2806,50,4.07
70,126.0,1.25,0.9042799999999999,100,4.07
71,127.5,0.835,1.7343000000000002,50,4.07
71,127.5,0.835,0.46059999999999995,100,4.07
72,129.0,0.42,0.188,50,4.07
72,129.0,0.42,0.016919999999999998,100,4.07
73,130.5,0.42,0.11233,50,4.07
74,132.0,0.42,0.03666,50,4.07
