Run,Post Number,Degrees,Azimuth (Degrees),Wind-Dir (%),Height (m),Distance,Concentration (mg/m3)
3.0,79.0,1.5,139.5,4.2735,4.8,50,71.705
3.0,80.0,1.5,141.0,6.25,4.8,100,3.5712
3.0,80.0,1.5,141.0,6.25,4.8,200,0.09486
3.0,80.0,1.5,141.0,6.25,4.8,50,36.549
3.0,81.0,1.5,142.5,4.2735,4.8,100,26.002
3.0,81.0,1.5,142.5,4.2735,4.8,200,8.2917
3.0,81.0,1.5,142.5,4.2735,4.8,50,71.705
3.0,82.0,1.5,144.0,4.58,4.8,100,0.47337
3.0,82.0,1.5,144.0,4.58,4.8,200,8.2917
3.0,82.0,1.5,144.0,4.58,4.8,50,15.624
3.0,83.0,1.5,145.5,4.2735,4.8,100,26.002
3.0,83.0,1.5,145.5,4.2735,4.8,200,8.2917
3.0,83.0,1.5,145.5,4.2735,4.8,50,71.705
3.0,84.0,1.5,147.0,2.92,4.8,100,0.16647
3.0,84.0,1.5,147.0,2.92,4.8,200,8.2917
3.0,84.0,1.5,147.0,2.92,4.8,50,5.5893
3.0,85.0,1.5,148.5,4.2735,4.8,100,26.002
3.0,85.0,1.5,148.5,4.2735,4.8,200,8.2917
3.0,85.0,1.5,148.5,4.2735,4.8,50,71.705
3.0,86.0,1.5,150.0,2.08,2.5,100,0.05673
3.0,86.0,1.5,150.0,2.08,2.5,200,8.2917
3.0,86.0,1.5,150.0,2.08,2.5,50,2.6691
3.0,87.0,1.5,151.5,4.2735,1.0,100,26.002
3.0,87.0,1.5,151.5,4.2735,1.0,200,8.2917
3.0,87.0,1.5,151.5,4.2735,1.0,50,71.705
3.0,88.0,1.5,153.0,1.66,0.5,100,26.002
3.0,88.0,1.5,153.0,1.66,0.5,200,8.2917
3.0,88.0,1.5,153.0,1.66,0.5,50,0.65658
3.0,89.0,1.5,154.5,4.2735,4.8,100,26.002
3.0,89.0,1.5,154.5,4.2735,4.8,200,8.2917
3.0,89.0,1.5,154.5,4.2735,4.8,50,71.705
3.0,90.0,1.5,156.0,4.2735,4.8,100,26.002
3.0,90.0,1.5,156.0,4.2735,4.8,200,8.2917
3.0,90.0,1.5,156.0,4.2735,4.8,50,0.06696
3.0,91.0,1.5,157.5,4.2735,4.8,100,26.002
3.0,91.0,1.5,157.5,4.2735,4.8,200,8.2917
3.0,91.0,1.5,157.5,4.2735,4.8,50,71.705
3.0,92.0,1.5,159.0,0.42,4.8,100,26.002
3.0,92.0,1.5,159.0,0.42,4.8,200,8.2917
3.0,92.0,1.5,159.0,0.42,4.8,50,0.04371
3.0,93.0,1.5,160.5,4.2735,4.8,100,26.002
3.0,93.0,1.5,160.5,4.2735,4.8,200,8.2917
3.0,93.0,1.5,160.5,4.2735,4.8,50,71.705
3.0,94.0,1.5,162.0,4.2735,4.8,100,26.002
3.0,94.0,1.5,162.0,4.2735,4.8,200,8.2917
3.0,94.0,1.5,162.0,4.2735,4.8,50,0.02883
3.0,95.0,1.5,163.5,4.2735,4.8,100,26.002
3.0,95.0,1.5,163.5,4.2735,4.8,200,8.2917
3.0,95.0,1.5,163.5,4.2735,4.8,50,71.705
4.0,27.0,1.5,61.5,4.2735,4.8,100,25.722
4.0,27.0,1.5,61.5,4.2735,4.8,200,8.2025
4.0,27.0,1.5,61.5,4.2735,4.8,50,70.934
4.0,28.0,1.5,63.0,4.2735,4.8,100,0.15732
4.0,28.0,1.5,63.0,4.2735,4.8,200,8.2025
4.0,28.0,1.5,63.0,4.2735,4.8,50,70.934
4.0,29.0,1.5,64.5,4.2735,4.8,100,25.722
4.0,29.0,1.5,64.5,4.2735,4.8,200,8.2025
4.0,29.0,1.5,64.5,4.2735,4.8,50,70.934
4.0,30.0,1.5,66.0,4.2735,4.8,100,0.62928
4.0,30.0,1.5,66.0,4.2735,4.8,200,8.2025
4.0,30.0,1.5,66.0,4.2735,4.8,50,1.0672
4.0,31.0,1.5,67.5,4.2735,4.8,100,25.722
4.0,31.0,1.5,67.5,4.2735,4.8,200,8.2025
4.0,31.0,1.5,67.5,4.2735,4.8,50,70.934
4.0,32.0,1.5,69.0,0.83,4.8,100,1.9044
4.0,32.0,1.5,69.0,0.83,4.8,200,0.08832
4.0,32.0,1.5,69.0,0.83,4.8,50,4.8576
4.0,33.0,1.5,70.5,4.2735,4.8,100,25.722
4.0,33.0,1.5,70.5,4.2735,4.8,200,8.2025
4.0,33.0,1.5,70.5,4.2735,4.8,50,70.934
4.0,34.0,1.5,72.0,1.67,4.8,100,2.9348
4.0,34.0,1.5,72.0,1.67,4.8,200,0.2024
4.0,34.0,1.5,72.0,1.67,4.8,50,6.4308
4.0,35.0,1.5,73.5,4.2735,4.8,100,25.722
4.0,35.0,1.5,73.5,4.2735,4.8,200,8.2025
4.0,35.0,1.5,73.5,4.2735,4.8,50,70.934
4.0,36.0,1.5,75.0,3.33,2.5,100,7.4428
4.0,36.0,1.5,75.0,3.33,2.5,200,1.6284
4.0,36.0,1.5,75.0,3.33,2.5,50,23.368
4.0,37.0,1.5,76.5,4.2735,1.0,100,25.722
4.0,37.0,1.5,76.5,4.2735,1.0,200,8.2025
4.0,37.0,1.5,76.5,4.2735,1.0,50,70.934
4.0,38.0,1.5,78.0,5.0,0.5,100,16.744
4.0,38.0,1.5,78.0,5.0,0.5,200,4.278
4.0,38.0,1.5,78.0,5.0,0.5,50,47.012
4.0,39.0,1.5,79.5,4.2735,4.8,100,25.722
4.0,39.0,1.5,79.5,4.2735,4.8,200,8.2025
4.0,39.0,1.5,79.5,4.2735,4.8,50,70.934
4.0,40.0,1.5,81.0,6.67,4.8,100,30.176
4.0,40.0,1.5,81.0,6.67,4.8,200,6.21
4.0,40.0,1.5,81.0,6.67,4.8,50,92.0
4.0,41.0,1.5,82.5,4.2735,4.8,100,25.722
4.0,41.0,1.5,82.5,4.2735,4.8,200,8.2025
4.0,41.0,1.5,82.5,4.2735,4.8,50,70.934
4.0,42.0,1.5,84.0,7.92,4.8,100,39.836
4.0,42.0,1.5,84.0,7.92,4.8,200,11.04
4.0,42.0,1.5,84.0,7.92,4.8,50,115.92
4.0,43.0,1.5,85.5,4.2735,4.8,100,25.722
4.0,43.0,1.5,85.5,4.2735,4.8,200,8.2025
4.0,43.0,1.5,85.5,4.2735,4.8,50,70.934
4.0,44.0,1.5,87.0,5.42,4.8,100,14.812
4.0,44.0,1.5,87.0,5.42,4.8,200,13.064
4.0,44.0,1.5,87.0,5.42,4.8,50,149.04
4.0,45.0,1.5,88.5,4.2735,4.8,100,25.722
4.0,45.0,1.5,88.5,4.2735,4.8,200,8.2025
4.0,45.0,1.5,88.5,4.2735,4.8,50,70.934
4.0,46.0,1.5,90.0,5.83,2.5,100,50.508
4.0,46.0,1.5,90.0,5.83,2.5,200,11.776
4.0,46.0,1.5,90.0,5.83,2.5,50,172.04
4.0,47.0,1.5,91.5,4.2735,1.0,100,25.722
4.0,47.0,1.5,91.5,4.2735,1.0,200,8.2025
4.0,47.0,1.5,91.5,4.2735,1.0,50,70.934
4.0,48.0,1.5,93.0,8.75,0.5,100,48.024
4.0,48.0,1.5,93.0,8.75,0.5,200,10.396
4.0,48.0,1.5,93.0,8.75,0.5,50,175.72
4.0,49.0,1.5,94.5,4.2735,4.8,100,25.722
4.0,49.0,1.5,94.5,4.2735,4.8,200,8.2025
4.0,49.0,1.5,94.5,4.2735,4.8,50,70.934
4.0,50.0,1.5,96.0,9.58,4.8,100,39.1
4.0,50.0,1.5,96.0,9.58,4.8,200,9.568
4.0,50.0,1.5,96.0,9.58,4.8,50,157.32
4.0,51.0,1.5,97.5,4.2735,4.8,100,25.722
4.0,51.0,1.5,97.5,4.2735,4.8,200,8.2025
4.0,51.0,1.5,97.5,4.2735,4.8,50,70.934
4.0,52.0,1.5,99.0,4.17,4.8,100,27.876
4.0,52.0,1.5,99.0,4.17,4.8,200,7.544
4.0,52.0,1.5,99.0,4.17,4.8,50,106.72
4.0,53.0,1.5,100.5,4.2735,4.8,100,25.722
4.0,53.0,1.5,100.5,4.2735,4.8,200,8.2025
4.0,53.0,1.5,100.5,4.2735,4.8,50,70.934
4.0,54.0,1.5,102.0,5.0,4.8,100,22.54
4.0,54.0,1.5,102.0,5.0,4.8,200,4.5632
4.0,54.0,1.5,102.0,5.0,4.8,50,92.92
4.0,55.0,1.5,103.5,4.2735,4.8,100,25.722
4.0,55.0,1.5,103.5,4.2735,4.8,200,8.2025
4.0,55.0,1.5,103.5,4.2735,4.8,50,70.934
4.0,56.0,1.5,105.0,8.33,2.5,100,18.584
4.0,56.0,1.5,105.0,8.33,2.5,200,5.1336
4.0,56.0,1.5,105.0,8.33,2.5,50,88.872
4.0,57.0,1.5,106.5,4.2735,1.0,100,25.722
4.0,57.0,1.5,106.5,4.2735,1.0,200,8.2025
4.0,57.0,1.5,106.5,4.2735,1.0,50,70.934
4.0,58.0,1.5,108.0,5.42,0.5,100,20.516
4.0,58.0,1.5,108.0,5.42,0.5,200,4.5632
4.0,58.0,1.5,108.0,5.42,0.5,50,-91.08
4.0,59.0,1.5,109.5,4.2735,4.8,100,25.722
4.0,59.0,1.5,109.5,4.2735,4.8,200,8.2025
4.0,59.0,1.5,109.5,4.2735,4.8,50,70.934
4.0,60.0,1.5,111.0,5.0,4.8,100,20.976
4.0,60.0,1.5,111.0,5.0,4.8,200,4.0572
4.0,60.0,1.5,111.0,5.0,4.8,50,106.72
4.0,61.0,1.5,112.5,4.2735,4.8,100,25.722
4.0,61.0,1.5,112.5,4.2735,4.8,200,8.2025
4.0,61.0,1.5,112.5,4.2735,4.8,50,70.934
4.0,62.0,1.5,114.0,0.42,4.8,100,19.78
4.0,62.0,1.5,114.0,0.42,4.8,200,3.5328
4.0,62.0,1.5,114.0,0.42,4.8,50,103.96
4.0,63.0,1.5,115.5,4.2735,4.8,100,25.722
4.0,63.0,1.5,115.5,4.2735,4.8,200,8.2025
4.0,63.0,1.5,115.5,4.2735,4.8,50,70.934
4.0,64.0,1.5,117.0,2.08,4.8,100,16.192
4.0,64.0,1.5,117.0,2.08,4.8,200,2.806
4.0,64.0,1.5,117.0,2.08,4.8,50,86.94
4.0,65.0,1.5,118.5,4.2735,4.8,100,25.722
4.0,65.0,1.5,118.5,4.2735,4.8,200,8.2025
4.0,65.0,1.5,118.5,4.2735,4.8,50,70.934
4.0,66.0,1.5,120.0,1.25,2.5,100,13.064
4.0,66.0,1.5,120.0,1.25,2.5,200,2.4748
4.0,66.0,1.5,120.0,1.25,2.5,50,86.664
4.0,67.0,1.5,121.5,4.2735,1.0,100,25.722
4.0,67.0,1.5,121.5,4.2735,1.0,200,8.2025
4.0,67.0,1.5,121.5,4.2735,1.0,50,70.934
4.0,68.0,1.5,123.0,2.92,0.5,100,15.18
4.0,68.0,1.5,123.0,2.92,0.5,200,1.7756
4.0,68.0,1.5,123.0,2.92,0.5,50,65.596
4.0,69.0,1.5,124.5,4.2735,4.8,100,25.722
4.0,69.0,1.5,124.5,4.2735,4.8,200,8.2025
4.0,69.0,1.5,124.5,4.2735,4.8,50,70.934
4.0,70.0,1.5,126.0,2.08,4.8,100,6.3112
4.0,70.0,1.5,126.0,2.08,4.8,200,0.874
4.0,70.0,1.5,126.0,2.08,4.8,50,47.748
4.0,71.0,1.5,127.5,4.2735,4.8,100,25.722
4.0,71.0,1.5,127.5,4.2735,4.8,200,8.2025
4.0,71.0,1.5,127.5,4.2735,4.8,50,70.934
4.0,72.0,1.5,129.0,2.5,4.8,100,3.91
4.0,72.0,1.5,129.0,2.5,4.8,200,0.5612
4.0,72.0,1.5,129.0,2.5,4.8,50,27.048
4.0,73.0,1.5,130.5,4.2735,4.8,100,25.722
4.0,73.0,1.5,130.5,4.2735,4.8,200,8.2025
4.0,73.0,1.5,130.5,4.2735,4.8,50,70.934
4.0,74.0,1.5,132.0,2.08,4.8,100,3.3396
4.0,74.0,1.5,132.0,2.08,4.8,200,0.3772
4.0,74.0,1.5,132.0,2.08,4.8,50,8.28
4.0,75.0,1.5,133.5,4.2735,4.8,100,25.722
4.0,75.0,1.5,133.5,4.2735,4.8,200,8.2025
4.0,75.0,1.5,133.5,4.2735,4.8,50,70.934
4.0,76.0,1.5,135.0,2.08,2.5,100,2.116
4.0,76.0,1.5,135.0,2.08,2.5,200,0.18124
4.0,76.0,1.5,135.0,2.08,2.5,50,7.4888
4.0,77.0,1.5,136.5,4.2735,1.0,100,25.722
4.0,77.0,1.5,136.5,4.2735,1.0,200,8.2025
4.0,77.0,1.5,136.5,4.2735,1.0,50,70.934
4.0,78.0,1.5,138.0,0.42,0.5,100,1.0672
4.0,78.0,1.5,138.0,0.42,0.5,200,8.2025
4.0,78.0,1.5,138.0,0.42,0.5,50,7.6452
4.0,79.0,1.5,139.5,4.2735,4.8,100,25.722
4.0,79.0,1.5,139.5,4.2735,4.8,200,8.2025
4.0,79.0,1.5,139.5,4.2735,4.8,50,70.934
4.0,80.0,1.5,141.0,4.2735,4.8,100,1.2604
4.0,80.0,1.5,141.0,4.2735,4.8,200,8.2025
4.0,80.0,1.5,141.0,4.2735,4.8,50,3.1556
4.0,81.0,1.5,142.5,4.2735,4.8,100,25.722
4.0,81.0,1.5,142.5,4.2735,4.8,200,8.2025
4.0,81.0,1.5,142.5,4.2735,4.8,50,70.934
4.0,82.0,1.5,144.0,0.83,4.8,100,0.31648
4.0,82.0,1.5,144.0,0.83,4.8,200,8.2025
4.0,82.0,1.5,144.0,0.83,4.8,50,2.7048
4.0,83.0,1.5,145.5,4.2735,4.8,100,25.722
4.0,83.0,1.5,145.5,4.2735,4.8,200,8.2025
4.0,83.0,1.5,145.5,4.2735,4.8,50,70.934
4.0,84.0,1.5,147.0,0.42,4.8,100,0.23276
4.0,84.0,1.5,147.0,0.42,4.8,200,8.2025
4.0,84.0,1.5,147.0,0.42,4.8,50,4.2504
4.0,85.0,1.5,148.5,4.2735,4.8,100,25.722
4.0,85.0,1.5,148.5,4.2735,4.8,200,8.2025
4.0,85.0,1.5,148.5,4.2735,4.8,50,70.934
4.0,86.0,1.5,150.0,4.2735,2.5,100,25.722
4.0,86.0,1.5,150.0,4.2735,2.5,200,8.2025
4.0,86.0,1.5,150.0,4.2735,2.5,50,5.2256
4.0,87.0,1.5,151.5,4.2735,1.0,100,25.722
4.0,87.0,1.5,151.5,4.2735,1.0,200,8.2025
4.0,87.0,1.5,151.5,4.2735,1.0,50,70.934
4.0,88.0,1.5,153.0,4.2735,0.5,100,25.722
4.0,88.0,1.5,153.0,4.2735,0.5,200,8.2025
4.0,88.0,1.5,153.0,4.2735,0.5,50,2.2724
4.0,89.0,1.5,154.5,4.2735,4.8,100,25.722
4.0,89.0,1.5,154.5,4.2735,4.8,200,8.2025
4.0,89.0,1.5,154.5,4.2735,4.8,50,70.934
4.0,90.0,1.5,156.0,4.2735,4.8,100,25.722
4.0,90.0,1.5,156.0,4.2735,4.8,200,8.2025
4.0,90.0,1.5,156.0,4.2735,4.8,50,0.1012
4.0,91.0,1.5,157.5,4.2735,4.8,100,25.722
4.0,91.0,1.5,157.5,4.2735,4.8,200,8.2025
4.0,91.0,1.5,157.5,4.2735,4.8,50,70.934
4.0,92.0,1.5,159.0,4.2735,4.8,100,25.722
4.0,92.0,1.5,159.0,4.2735,4.8,200,8.2025
4.0,92.0,1.5,159.0,4.2735,4.8,50,0.29532
4.0,93.0,1.5,160.5,4.2735,4.8,100,25.722
4.0,93.0,1.5,160.5,4.2735,4.8,200,8.2025
4.0,93.0,1.5,160.5,4.2735,4.8,50,70.934
5.0,31.0,1.5,67.5,4.2735,4.8,100,27.12
5.0,31.0,1.5,67.5,4.2735,4.8,200,8.6483
5.0,31.0,1.5,67.5,4.2735,4.8,50,74.789
5.0,32.0,1.5,69.0,0.42,4.8,100,27.12
5.0,32.0,1.5,69.0,0.42,4.8,200,8.6483
5.0,32.0,1.5,69.0,0.42,4.8,50,74.789
5.0,33.0,1.5,70.5,4.2735,4.8,100,27.12
5.0,33.0,1.5,70.5,4.2735,4.8,200,8.6483
5.0,33.0,1.5,70.5,4.2735,4.8,50,74.789
5.0,34.0,1.5,72.0,4.2735,4.8,100,27.12
5.0,34.0,1.5,72.0,4.2735,4.8,200,8.6483
5.0,34.0,1.5,72.0,4.2735,4.8,50,74.789
5.0,35.0,1.5,73.5,4.2735,4.8,100,27.12
5.0,35.0,1.5,73.5,4.2735,4.8,200,8.6483
5.0,35.0,1.5,73.5,4.2735,4.8,50,74.789
5.0,36.0,1.5,75.0,4.2735,4.8,100,27.12
5.0,36.0,1.5,75.0,4.2735,4.8,200,8.6483
5.0,36.0,1.5,75.0,4.2735,4.8,50,74.789
5.0,37.0,1.5,76.5,4.2735,4.8,100,27.12
5.0,37.0,1.5,76.5,4.2735,4.8,200,8.6483
5.0,37.0,1.5,76.5,4.2735,4.8,50,74.789
5.0,38.0,1.5,78.0,0.42,4.8,100,27.12
5.0,38.0,1.5,78.0,0.42,4.8,200,8.6483
5.0,38.0,1.5,78.0,0.42,4.8,50,74.789
5.0,39.0,1.5,79.5,4.2735,4.8,100,27.12
5.0,39.0,1.5,79.5,4.2735,4.8,200,8.6483
5.0,39.0,1.5,79.5,4.2735,4.8,50,74.789
5.0,40.0,1.5,81.0,0.83,4.8,100,27.12
5.0,40.0,1.5,81.0,0.83,4.8,200,8.6483
5.0,40.0,1.5,81.0,0.83,4.8,50,1.2416
5.0,41.0,1.5,82.5,4.2735,4.8,100,27.12
5.0,41.0,1.5,82.5,4.2735,4.8,200,8.6483
5.0,41.0,1.5,82.5,4.2735,4.8,50,74.789
5.0,42.0,1.5,84.0,1.24,4.8,100,27.12
5.0,42.0,1.5,84.0,1.24,4.8,200,8.6483
5.0,42.0,1.5,84.0,1.24,4.8,50,5.3932
5.0,43.0,1.5,85.5,4.2735,4.8,100,27.12
5.0,43.0,1.5,85.5,4.2735,4.8,200,8.6483
5.0,43.0,1.5,85.5,4.2735,4.8,50,74.789
5.0,44.0,1.5,87.0,2.9,4.8,100,0.1649
5.0,44.0,1.5,87.0,2.9,4.8,200,8.6483
5.0,44.0,1.5,87.0,2.9,4.8,50,21.243
5.0,45.0,1.5,88.5,4.2735,4.8,100,27.12
5.0,45.0,1.5,88.5,4.2735,4.8,200,8.6483
5.0,45.0,1.5,88.5,4.2735,4.8,50,74.789
5.0,46.0,1.5,90.0,3.32,2.5,100,6.6736
5.0,46.0,1.5,90.0,3.32,2.5,200,8.6483
5.0,46.0,1.5,90.0,3.32,2.5,50,40.158
5.0,47.0,1.5,91.5,4.2735,1.0,100,27.12
5.0,47.0,1.5,91.5,4.2735,1.0,200,8.6483
5.0,47.0,1.5,91.5,4.2735,1.0,50,74.789
5.0,48.0,1.5,93.0,7.88,0.5,100,14.841
5.0,48.0,1.5,93.0,7.88,0.5,200,8.6483
5.0,48.0,1.5,93.0,7.88,0.5,50,102.82
5.0,49.0,1.5,94.5,4.2735,4.8,100,27.12
5.0,49.0,1.5,94.5,4.2735,4.8,200,8.6483
5.0,49.0,1.5,94.5,4.2735,4.8,50,74.789
5.0,50.0,1.5,96.0,9.13,4.8,100,75.175
5.0,50.0,1.5,96.0,9.13,4.8,200,2.0467
5.0,50.0,1.5,96.0,9.13,4.8,50,184.3
5.0,51.0,1.5,97.5,4.2735,4.8,100,27.12
5.0,51.0,1.5,97.5,4.2735,4.8,200,8.6483
5.0,51.0,1.5,97.5,4.2735,4.8,50,74.789
5.0,52.0,1.5,99.0,9.96,4.8,100,183.33
5.0,52.0,1.5,99.0,9.96,4.8,200,19.691
5.0,52.0,1.5,99.0,9.96,4.8,50,307.49
5.0,53.0,1.5,100.5,4.2735,4.8,100,27.12
5.0,53.0,1.5,100.5,4.2735,4.8,200,8.6483
5.0,53.0,1.5,100.5,4.2735,4.8,50,74.789
5.0,54.0,1.5,102.0,14.52,4.8,100,264.81
5.0,54.0,1.5,102.0,14.52,4.8,200,99.91
5.0,54.0,1.5,102.0,14.52,4.8,50,315.25
5.0,55.0,1.5,103.5,4.2735,4.8,100,27.12
5.0,55.0,1.5,103.5,4.2735,4.8,200,8.6483
5.0,55.0,1.5,103.5,4.2735,4.8,50,74.789
5.0,56.0,1.5,105.0,18.25,2.5,100,274.51
5.0,56.0,1.5,105.0,18.25,2.5,200,132.89
5.0,56.0,1.5,105.0,18.25,2.5,50,411.28
5.0,57.0,1.5,106.5,4.2735,1.0,100,27.12
5.0,57.0,1.5,106.5,4.2735,1.0,200,8.6483
5.0,57.0,1.5,106.5,4.2735,1.0,50,74.789
5.0,58.0,1.5,108.0,8.3,0.5,100,248.32
5.0,58.0,1.5,108.0,8.3,0.5,200,73.235
5.0,58.0,1.5,108.0,8.3,0.5,50,479.18
5.0,59.0,1.5,109.5,4.2735,4.8,100,27.12
5.0,59.0,1.5,109.5,4.2735,4.8,200,8.6483
5.0,59.0,1.5,109.5,4.2735,4.8,50,74.789
5.0,60.0,1.5,111.0,6.64,4.8,100,202.73
5.0,60.0,1.5,111.0,6.64,4.8,200,29.876
5.0,60.0,1.5,111.0,6.64,4.8,50,414.19
5.0,61.0,1.5,112.5,4.2735,4.8,100,27.12
5.0,61.0,1.5,112.5,4.2735,4.8,200,8.6483
5.0,61.0,1.5,112.5,4.2735,4.8,50,74.789
5.0,62.0,1.5,114.0,7.88,4.8,100,68.676
5.0,62.0,1.5,114.0,7.88,4.8,200,2.1728
5.0,62.0,1.5,114.0,7.88,4.8,50,374.42
5.0,63.0,1.5,115.5,4.2735,4.8,100,27.12
5.0,63.0,1.5,115.5,4.2735,4.8,200,8.6483
5.0,63.0,1.5,115.5,4.2735,4.8,50,74.789
5.0,64.0,1.5,117.0,2.9,4.8,100,19.206
5.0,64.0,1.5,117.0,2.9,4.8,200,0.33368
5.0,64.0,1.5,117.0,2.9,4.8,50,274.51
5.0,65.0,1.5,118.5,4.2735,4.8,100,27.12
5.0,65.0,1.5,118.5,4.2735,4.8,200,8.6483
5.0,65.0,1.5,118.5,4.2735,4.8,50,74.789
5.0,66.0,1.5,120.0,3.32,59.6,100,2.3959
5.0,66.0,1.5,120.0,3.32,59.6,200,8.6483
5.0,66.0,1.5,120.0,3.32,59.6,50,117.37
5.0,67.0,1.5,121.5,4.2735,161.0,100,27.12
5.0,67.0,1.5,121.5,4.2735,161.0,200,8.6483
5.0,67.0,1.5,121.5,4.2735,161.0,50,74.789
5.0,68.0,1.5,123.0,0.83,264.0,100,0.65087
5.0,68.0,1.5,123.0,0.83,264.0,200,8.6483
5.0,68.0,1.5,123.0,0.83,264.0,50,19.303
5.0,69.0,1.5,124.5,4.2735,4.8,100,27.12
5.0,69.0,1.5,124.5,4.2735,4.8,200,8.6483
5.0,69.0,1.5,124.5,4.2735,4.8,50,74.789
5.0,70.0,1.5,126.0,0.42,4.8,100,0.23183
5.0,70.0,1.5,126.0,0.42,4.8,200,8.6483
5.0,70.0,1.5,126.0,0.42,4.8,50,0.71489
5.0,71.0,1.5,127.5,4.2735,4.8,100,27.12
5.0,71.0,1.5,127.5,4.2735,4.8,200,8.6483
5.0,71.0,1.5,127.5,4.2735,4.8,50,74.789
5.0,72.0,1.5,129.0,0.42,4.8,100,0.1552
5.0,72.0,1.5,129.0,0.42,4.8,200,8.6483
5.0,72.0,1.5,129.0,0.42,4.8,50,0.37345
5.0,73.0,1.5,130.5,4.2735,4.8,100,27.12
5.0,73.0,1.5,130.5,4.2735,4.8,200,8.6483
5.0,73.0,1.5,130.5,4.2735,4.8,50,74.789
5.0,74.0,1.5,132.0,0.42,4.8,100,0.16102
5.0,74.0,1.5,132.0,0.42,4.8,200,8.6483
5.0,74.0,1.5,132.0,0.42,4.8,50,74.789
5.0,75.0,1.5,133.5,4.2735,4.8,100,27.12
5.0,75.0,1.5,133.5,4.2735,4.8,200,8.6483
5.0,75.0,1.5,133.5,4.2735,4.8,50,74.789
6.0,25.0,1.5,58.5,4.2735,4.8,100,26.841
6.0,25.0,1.5,58.5,4.2735,4.8,200,8.5592
6.0,25.0,1.5,58.5,4.2735,4.8,50,74.018
6.0,26.0,1.5,60.0,0.83,4.8,100,26.841
6.0,26.0,1.5,60.0,0.83,4.8,200,8.5592
6.0,26.0,1.5,60.0,0.83,4.8,50,74.018
6.0,27.0,1.5,61.5,4.2735,4.8,100,26.841
6.0,27.0,1.5,61.5,4.2735,4.8,200,8.5592
6.0,27.0,1.5,61.5,4.2735,4.8,50,74.018
6.0,28.0,1.5,63.0,2.08,4.8,100,26.841
6.0,28.0,1.5,63.0,2.08,4.8,200,8.5592
6.0,28.0,1.5,63.0,2.08,4.8,50,74.018
6.0,29.0,1.5,64.5,4.2735,4.8,100,26.841
6.0,29.0,1.5,64.5,4.2735,4.8,200,8.5592
6.0,29.0,1.5,64.5,4.2735,4.8,50,74.018
6.0,30.0,1.5,66.0,1.25,4.8,100,26.841
6.0,30.0,1.5,66.0,1.25,4.8,200,8.5592
6.0,30.0,1.5,66.0,1.25,4.8,50,0.96
6.0,31.0,1.5,67.5,4.2735,4.8,100,26.841
6.0,31.0,1.5,67.5,4.2735,4.8,200,8.5592
6.0,31.0,1.5,67.5,4.2735,4.8,50,74.018
6.0,32.0,1.5,69.0,2.92,4.8,100,26.841
6.0,32.0,1.5,69.0,2.92,4.8,200,8.5592
6.0,32.0,1.5,69.0,2.92,4.8,50,5.0592
6.0,33.0,1.5,70.5,4.2735,4.8,100,26.841
6.0,33.0,1.5,70.5,4.2735,4.8,200,8.5592
6.0,33.0,1.5,70.5,4.2735,4.8,50,74.018
6.0,34.0,1.5,72.0,5.42,4.8,100,26.841
6.0,34.0,1.5,72.0,5.42,4.8,200,8.5592
6.0,34.0,1.5,72.0,5.42,4.8,50,13.728
6.0,35.0,1.5,73.5,4.2735,4.8,100,26.841
6.0,35.0,1.5,73.5,4.2735,4.8,200,8.5592
6.0,35.0,1.5,73.5,4.2735,4.8,50,74.018
6.0,36.0,1.5,75.0,3.33,2.5,100,0.41568
6.0,36.0,1.5,75.0,3.33,2.5,200,8.5592
6.0,36.0,1.5,75.0,3.33,2.5,50,16.704
6.0,37.0,1.5,76.5,4.2735,1.0,100,26.841
6.0,37.0,1.5,76.5,4.2735,1.0,200,8.5592
6.0,37.0,1.5,76.5,4.2735,1.0,50,74.018
6.0,38.0,1.5,78.0,11.25,0.5,100,1.2768
6.0,38.0,1.5,78.0,11.25,0.5,200,0.03744
6.0,38.0,1.5,78.0,11.25,0.5,50,33.696
6.0,39.0,1.5,79.5,4.2735,4.8,100,26.841
6.0,39.0,1.5,79.5,4.2735,4.8,200,8.5592
6.0,39.0,1.5,79.5,4.2735,4.8,50,74.018
6.0,40.0,1.5,81.0,7.08,4.8,100,8.3424
6.0,40.0,1.5,81.0,7.08,4.8,200,0.53952
6.0,40.0,1.5,81.0,7.08,4.8,50,63.168
6.0,41.0,1.5,82.5,4.2735,4.8,100,26.841
6.0,41.0,1.5,82.5,4.2735,4.8,200,8.5592
6.0,41.0,1.5,82.5,4.2735,4.8,50,74.018
6.0,42.0,1.5,84.0,8.33,4.8,100,25.248
6.0,42.0,1.5,84.0,8.33,4.8,200,2.6784
6.0,42.0,1.5,84.0,8.33,4.8,50,102.72
6.0,43.0,1.5,85.5,4.2735,4.8,100,26.841
6.0,43.0,1.5,85.5,4.2735,4.8,200,8.5592
6.0,43.0,1.5,85.5,4.2735,4.8,50,74.018
6.0,44.0,1.5,87.0,7.08,4.8,100,48.672
6.0,44.0,1.5,87.0,7.08,4.8,200,8.544
6.0,44.0,1.5,87.0,7.08,4.8,50,141.12
6.0,45.0,1.5,88.5,4.2735,4.8,100,26.841
6.0,45.0,1.5,88.5,4.2735,4.8,200,8.5592
6.0,45.0,1.5,88.5,4.2735,4.8,50,74.018
6.0,46.0,1.5,90.0,11.67,2.5,100,59.616
6.0,46.0,1.5,90.0,11.67,2.5,200,18.816
