post,degrees,azimuth,wind_direction,timestamp,run,concentration,distance
40,117,142,2.07,1954-08-13 09:15:00,1.0,0.395,50
40,117,142,2.07,1954-08-13 09:15:00,1.0,0.075,100
40,117,142,2.07,1954-08-13 09:15:00,1.0,0.05,200
41,120,145,4.98,1954-08-13 09:15:00,1.0,0.425,50
41,120,145,4.98,1954-08-13 09:15:00,1.0,0.085,100
41,120,145,4.98,1954-08-13 09:15:00,1.0,0.03,200
42,123,148,4.56,1954-08-13 09:15:00,1.0,0.48,50
42,123,148,4.56,1954-08-13 09:15:00,1.0,0.1,100
42,123,148,4.56,1954-08-13 09:15:00,1.0,0.035,200
43,126,151,4.98,1954-08-13 09:15:00,1.0,0.985,50
43,126,151,4.98,1954-08-13 09:15:00,1.0,0.15,100
43,126,151,4.98,1954-08-13 09:15:00,1.0,0.03,200
44,129,154,7.06,1954-08-13 09:15:00,1.0,0.83,50
44,129,154,7.06,1954-08-13 09:15:00,1.0,0.165,100
44,129,154,7.06,1954-08-13 09:15:00,1.0,0.015,200
45,132,157,6.23,1954-08-13 09:15:00,1.0,0.94,50
45,132,157,6.23,1954-08-13 09:15:00,1.0,0.22,100
45,132,157,6.23,1954-08-13 09:15:00,1.0,0.03,200
46,135,160,2.9,1954-08-13 09:15:00,1.0,0.94,50
46,135,160,2.9,1954-08-13 09:15:00,1.0,0.16,100
46,135,160,2.9,1954-08-13 09:15:00,1.0,0.035,200
47,138,163,5.4,1954-08-13 09:15:00,1.0,1.13,50
47,138,163,5.4,1954-08-13 09:15:00,1.0,0.05,100
47,138,163,5.4,1954-08-13 09:15:00,1.0,0.02,200
48,141,166,10.79,1954-08-13 09:15:00,1.0,1.04,50
48,141,166,10.79,1954-08-13 09:15:00,1.0,0.055,100
48,141,166,10.79,1954-08-13 09:15:00,1.0,0.015,200
49,144,169,4.15,1954-08-13 09:15:00,1.0,0.755,50
49,144,169,4.15,1954-08-13 09:15:00,1.0,0.035,100
49,144,169,4.15,1954-08-13 09:15:00,1.0,0.005,200
50,147,172,2.49,1954-08-13 09:15:00,1.0,0.595,50
50,147,172,2.49,1954-08-13 09:15:00,1.0,0.02,100
50,147,172,2.49,1954-08-13 09:15:00,1.0,0.005,200
51,150,175,2.9,1954-08-13 09:15:00,1.0,0.37,50
51,150,175,2.9,1954-08-13 09:15:00,1.0,0.065,100
51,150,175,2.9,1954-08-13 09:15:00,1.0,0.005,200
52,153,178,2.07,1954-08-13 09:15:00,1.0,0.24,50
52,153,178,2.07,1954-08-13 09:15:00,1.0,,100
52,153,178,2.07,1954-08-13 09:15:00,1.0,,200
53,156,181,0.42,1954-08-13 09:15:00,1.0,0.065,50
53,156,181,0.42,1954-08-13 09:15:00,1.0,,100
53,156,181,0.42,1954-08-13 09:15:00,1.0,,200
54,159,184,1.66,1954-08-13 09:15:00,1.0,0.015,50
54,159,184,1.66,1954-08-13 09:15:00,1.0,,100
54,159,184,1.66,1954-08-13 09:15:00,1.0,,200
55,162,187,,1954-08-13 09:15:00,1.0,,50
55,162,187,,1954-08-13 09:15:00,1.0,,100
55,162,187,,1954-08-13 09:15:00,1.0,,200
56,165,190,,1954-08-13 09:15:00,1.0,,50
56,165,190,,1954-08-13 09:15:00,1.0,,100
56,165,190,,1954-08-13 09:15:00,1.0,,200
57,168,193,0.42,1954-08-13 09:15:00,1.0,,50
57,168,193,0.42,1954-08-13 09:15:00,1.0,,100
57,168,193,0.42,1954-08-13 09:15:00,1.0,,200
58,171,196,2.07,1954-08-13 09:15:00,1.0,,50
58,171,196,2.07,1954-08-13 09:15:00,1.0,,100
58,171,196,2.07,1954-08-13 09:15:00,1.0,,200
59,174,199,,1954-08-13 09:15:00,1.0,,50
59,174,199,,1954-08-13 09:15:00,1.0,,100
59,174,199,,1954-08-13 09:15:00,1.0,,200
60,177,202,,1954-08-13 09:15:00,1.0,,50
60,177,202,,1954-08-13 09:15:00,1.0,,100
60,177,202,,1954-08-13 09:15:00,1.0,,200
61,180,205,0.42,1954-08-13 09:15:00,1.0,,50
61,180,205,0.42,1954-08-13 09:15:00,1.0,,100
61,180,205,0.42,1954-08-13 09:15:00,1.0,,200
62,183,208,1.49,1954-08-13 09:15:00,1.0,,50
62,183,208,1.49,1954-08-13 09:15:00,1.0,,100
62,183,208,1.49,1954-08-13 09:15:00,1.0,,200
31,90,115,,1954-10-07 14:00:00,2.0,,50
31,90,115,,1954-10-07 14:00:00,2.0,,100
31,90,115,,1954-10-07 14:00:00,2.0,,200
32,93,118,0.42,1954-10-07 14:00:00,2.0,,50
32,93,118,0.42,1954-10-07 14:00:00,2.0,,100
32,93,118,0.42,1954-10-07 14:00:00,2.0,,200
33,96,121,0.42,1954-10-07 14:00:00,2.0,0.04,50
33,96,121,0.42,1954-10-07 14:00:00,2.0,,100
33,96,121,0.42,1954-10-07 14:00:00,2.0,,200
34,99,124,0.42,1954-10-07 14:00:00,2.0,0.13,50
34,99,124,0.42,1954-10-07 14:00:00,2.0,,100
34,99,124,0.42,1954-10-07 14:00:00,2.0,,200
35,102,127,0.42,1954-10-07 14:00:00,2.0,0.16,50
35,102,127,0.42,1954-10-07 14:00:00,2.0,0.025,100
35,102,127,0.42,1954-10-07 14:00:00,2.0,,200
36,105,130,0.83,1954-10-07 14:00:00,2.0,0.365,50
36,105,130,0.83,1954-10-07 14:00:00,2.0,0.13,100
36,105,130,0.83,1954-10-07 14:00:00,2.0,0.015,200
37,108,133,1.66,1954-10-07 14:00:00,2.0,0.435,50
37,108,133,1.66,1954-10-07 14:00:00,2.0,0.165,100
37,108,133,1.66,1954-10-07 14:00:00,2.0,0.02,200
38,111,136,0.83,1954-10-07 14:00:00,2.0,0.935,50
38,111,136,0.83,1954-10-07 14:00:00,2.0,0.225,100
38,111,136,0.83,1954-10-07 14:00:00,2.0,0.05,200
39,114,139,1.66,1954-10-07 14:00:00,2.0,1.82,50
39,114,139,1.66,1954-10-07 14:00:00,2.0,0.365,100
39,114,139,1.66,1954-10-07 14:00:00,2.0,0.06,200
40,117,142,4.56,1954-10-07 14:00:00,2.0,3.23,50
40,117,142,4.56,1954-10-07 14:00:00,2.0,0.605,100
40,117,142,4.56,1954-10-07 14:00:00,2.0,0.14,200
41,120,145,5.81,1954-10-07 14:00:00,2.0,4.93,50
41,120,145,5.81,1954-10-07 14:00:00,2.0,1.14,100
41,120,145,5.81,1954-10-07 14:00:00,2.0,0.28,200
42,123,148,7.47,1954-10-07 14:00:00,2.0,6.15,50
42,123,148,7.47,1954-10-07 14:00:00,2.0,1.92,100
42,123,148,7.47,1954-10-07 14:00:00,2.0,0.32,200
43,126,151,7.88,1954-10-07 14:00:00,2.0,7.05,50
43,126,151,7.88,1954-10-07 14:00:00,2.0,2.06,100
43,126,151,7.88,1954-10-07 14:00:00,2.0,0.46,200
44,129,154,9.13,1954-10-07 14:00:00,2.0,6.76,50
44,129,154,9.13,1954-10-07 14:00:00,2.0,1.95,100
44,129,154,9.13,1954-10-07 14:00:00,2.0,0.43,200
45,132,157,6.22,1954-10-07 14:00:00,2.0,6.24,50
45,132,157,6.22,1954-10-07 14:00:00,2.0,1.45,100
45,132,157,6.22,1954-10-07 14:00:00,2.0,0.32,200
46,135,160,4.15,1954-10-07 14:00:00,2.0,4.41,50
46,135,160,4.15,1954-10-07 14:00:00,2.0,1.58,100
46,135,160,4.15,1954-10-07 14:00:00,2.0,0.335,200
47,138,163,7.05,1954-10-07 14:00:00,2.0,3.65,50
47,138,163,7.05,1954-10-07 14:00:00,2.0,1.25,100
47,138,163,7.05,1954-10-07 14:00:00,2.0,0.28,200
48,141,166,5.4,1954-10-07 14:00:00,2.0,4.29,50
48,141,166,5.4,1954-10-07 14:00:00,2.0,0.98,100
48,141,166,5.4,1954-10-07 14:00:00,2.0,0.27,200
49,144,169,4.56,1954-10-07 14:00:00,2.0,3.97,50
49,144,169,4.56,1954-10-07 14:00:00,2.0,0.725,100
49,144,169,4.56,1954-10-07 14:00:00,2.0,0.155,200
50,147,172,6.64,1954-10-07 14:00:00,2.0,3.16,50
50,147,172,6.64,1954-10-07 14:00:00,2.0,0.695,100
50,147,172,6.64,1954-10-07 14:00:00,2.0,0.135,200
51,150,175,2.49,1954-10-07 14:00:00,2.0,2.08,50
51,150,175,2.49,1954-10-07 14:00:00,2.0,0.685,100
51,150,175,2.49,1954-10-07 14:00:00,2.0,0.115,200
52,153,178,4.15,1954-10-07 14:00:00,2.0,1.97,50
52,153,178,4.15,1954-10-07 14:00:00,2.0,0.685,100
52,153,178,4.15,1954-10-07 14:00:00,2.0,0.145,200
53,156,181,3.73,1954-10-07 14:00:00,2.0,1.8,50
53,156,181,3.73,1954-10-07 14:00:00,2.0,0.585,100
53,156,181,3.73,1954-10-07 14:00:00,2.0,0.09,200
54,159,184,4.56,1954-10-07 14:00:00,2.0,1.56,50
54,159,184,4.56,1954-10-07 14:00:00,2.0,0.285,100
54,159,184,4.56,1954-10-07 14:00:00,2.0,0.06,200
55,162,187,2.49,1954-10-07 14:00:00,2.0,1.29,50
55,162,187,2.49,1954-10-07 14:00:00,2.0,0.255,100
55,162,187,2.49,1954-10-07 14:00:00,2.0,0.015,200
56,165,190,0.83,1954-10-07 14:00:00,2.0,0.58,50
56,165,190,0.83,1954-10-07 14:00:00,2.0,0.2,100
56,165,190,0.83,1954-10-07 14:00:00,2.0,,200
57,168,193,1.66,1954-10-07 14:00:00,2.0,0.605,50
57,168,193,1.66,1954-10-07 14:00:00,2.0,0.13,100
57,168,193,1.66,1954-10-07 14:00:00,2.0,,200
58,171,196,1.24,1954-10-07 14:00:00,2.0,0.985,50
58,171,196,1.24,1954-10-07 14:00:00,2.0,0.055,100
58,171,196,1.24,1954-10-07 14:00:00,2.0,,200
59,174,199,1.24,1954-10-07 14:00:00,2.0,1.09,50
59,174,199,1.24,1954-10-07 14:00:00,2.0,0.015,100
59,174,199,1.24,1954-10-07 14:00:00,2.0,,200
60,177,202,0.83,1954-10-07 14:00:00,2.0,0.77,50
60,177,202,0.83,1954-10-07 14:00:00,2.0,0.005,100
60,177,202,0.83,1954-10-07 14:00:00,2.0,,200
61,180,205,0.83,1954-10-07 14:00:00,2.0,0.335,50
61,180,205,0.83,1954-10-07 14:00:00,2.0,0.005,100
61,180,205,0.83,1954-10-07 14:00:00,2.0,,200
62,183,208,0.42,1954-10-07 14:00:00,2.0,,50
62,183,208,0.42,1954-10-07 14:00:00,2.0,,100
62,183,208,0.42,1954-10-07 14:00:00,2.0,,200
26,75,100,,1954-10-21 09:10:00,3.0,,50
26,75,100,,1954-10-21 09:10:00,3.0,,100
26,75,100,,1954-10-21 09:10:00,3.0,,200
27,78,103,,1954-10-21 09:10:00,3.0,0.05,50
27,78,103,,1954-10-21 09:10:00,3.0,,100
27,78,103,,1954-10-21 09:10:00,3.0,,200
28,81,106,,1954-10-21 09:10:00,3.0,,50
28,81,106,,1954-10-21 09:10:00,3.0,,100
28,81,106,,1954-10-21 09:10:00,3.0,,200
29,84,109,,1954-10-21 09:10:00,3.0,0.075,50
29,84,109,,1954-10-21 09:10:00,3.0,,100
29,84,109,,1954-10-21 09:10:00,3.0,,200
30,87,112,,1954-10-21 09:10:00,3.0,0.075,50
30,87,112,,1954-10-21 09:10:00,3.0,,100
30,87,112,,1954-10-21 09:10:00,3.0,,200
31,90,115,1.66,1954-10-21 09:10:00,3.0,0.42,50
31,90,115,1.66,1954-10-21 09:10:00,3.0,,100
31,90,115,1.66,1954-10-21 09:10:00,3.0,,200
32,93,118,1.24,1954-10-21 09:10:00,3.0,1.45,50
32,93,118,1.24,1954-10-21 09:10:00,3.0,,100
32,93,118,1.24,1954-10-21 09:10:00,3.0,,200
33,96,121,1.24,1954-10-21 09:10:00,3.0,2.22,50
33,96,121,1.24,1954-10-21 09:10:00,3.0,,100
33,96,121,1.24,1954-10-21 09:10:00,3.0,,200
34,99,124,1.66,1954-10-21 09:10:00,3.0,5.45,50
34,99,124,1.66,1954-10-21 09:10:00,3.0,0.14,100
34,99,124,1.66,1954-10-21 09:10:00,3.0,0.055,200
35,102,127,4.56,1954-10-21 09:10:00,3.0,11.2,50
35,102,127,4.56,1954-10-21 09:10:00,3.0,0.77,100
35,102,127,4.56,1954-10-21 09:10:00,3.0,,200
36,105,130,4.15,1954-10-21 09:10:00,3.0,19.0,50
36,105,130,4.15,1954-10-21 09:10:00,3.0,1.59,100
36,105,130,4.15,1954-10-21 09:10:00,3.0,0.085,200
37,108,133,8.71,1954-10-21 09:10:00,3.0,20.6,50
37,108,133,8.71,1954-10-21 09:10:00,3.0,3.43,100
37,108,133,8.71,1954-10-21 09:10:00,3.0,0.055,200
38,111,136,9.55,1954-10-21 09:10:00,3.0,21.5,50
38,111,136,9.55,1954-10-21 09:10:00,3.0,5.5,100
38,111,136,9.55,1954-10-21 09:10:00,3.0,0.3,200
39,114,139,9.55,1954-10-21 09:10:00,3.0,27.2,50
39,114,139,9.55,1954-10-21 09:10:00,3.0,7.16,100
39,114,139,9.55,1954-10-21 09:10:00,3.0,0.85,200
40,117,142,5.81,1954-10-21 09:10:00,3.0,27.0,50
40,117,142,5.81,1954-10-21 09:10:00,3.0,7.15,100
40,117,142,5.81,1954-10-21 09:10:00,3.0,1.92,200
41,120,145,11.62,1954-10-21 09:10:00,3.0,24.9,50
41,120,145,11.62,1954-10-21 09:10:00,3.0,6.8,100
41,120,145,11.62,1954-10-21 09:10:00,3.0,2.29,200
42,123,148,9.55,1954-10-21 09:10:00,3.0,28.3,50
42,123,148,9.55,1954-10-21 09:10:00,3.0,8.92,100
42,123,148,9.55,1954-10-21 09:10:00,3.0,2.29,200
43,126,151,7.88,1954-10-21 09:10:00,3.0,28.7,50
43,126,151,7.88,1954-10-21 09:10:00,3.0,9.89,100
43,126,151,7.88,1954-10-21 09:10:00,3.0,2.16,200
44,129,154,7.88,1954-10-21 09:10:00,3.0,25.3,50
44,129,154,7.88,1954-10-21 09:10:00,3.0,8.08,100
44,129,154,7.88,1954-10-21 09:10:00,3.0,2.24,200
45,132,157,4.98,1954-10-21 09:10:00,3.0,22.9,50
45,132,157,4.98,1954-10-21 09:10:00,3.0,6.02,100
45,132,157,4.98,1954-10-21 09:10:00,3.0,1.8,200
46,135,160,3.73,1954-10-21 09:10:00,3.0,13.8,50
46,135,160,3.73,1954-10-21 09:10:00,3.0,3.59,100
46,135,160,3.73,1954-10-21 09:10:00,3.0,0.97,200
47,138,163,3.32,1954-10-21 09:10:00,3.0,7.3,50
47,138,163,3.32,1954-10-21 09:10:00,3.0,1.92,100
47,138,163,3.32,1954-10-21 09:10:00,3.0,0.34,200
48,141,166,2.49,1954-10-21 09:10:00,3.0,4.18,50
48,141,166,2.49,1954-10-21 09:10:00,3.0,0.65,100
48,141,166,2.49,1954-10-21 09:10:00,3.0,0.055,200
49,144,169,0.42,1954-10-21 09:10:00,3.0,1.18,50
49,144,169,0.42,1954-10-21 09:10:00,3.0,0.24,100
49,144,169,0.42,1954-10-21 09:10:00,3.0,,200
50,147,172,,1954-10-21 09:10:00,3.0,0.22,50
50,147,172,,1954-10-21 09:10:00,3.0,0.05,100
50,147,172,,1954-10-21 09:10:00,3.0,0.24,200
51,150,175,,1954-10-21 09:10:00,3.0,0.04,50
51,150,175,,1954-10-21 09:10:00,3.0,0.02,100
51,150,175,,1954-10-21 09:10:00,3.0,0.09,200
52,153,178,,1954-10-21 09:10:00,3.0,0.04,50
52,153,178,,1954-10-21 09:10:00,3.0,,100
52,153,178,,1954-10-21 09:10:00,3.0,0.005,200
53,156,181,,1954-10-21 09:10:00,3.0,,50
53,156,181,,1954-10-21 09:10:00,3.0,,100
53,156,181,,1954-10-21 09:10:00,3.0,0.015,200
54,159,184,,1954-10-21 09:10:00,3.0,0.015,50
54,159,184,,1954-10-21 09:10:00,3.0,,100
54,159,184,,1954-10-21 09:10:00,3.0,0.01,200
55,162,187,,1954-10-21 09:10:00,3.0,0.075,50
55,162,187,,1954-10-21 09:10:00,3.0,0.14,100
55,162,187,,1954-10-21 09:10:00,3.0,0.005,200
56,165,190,,1954-10-21 09:10:00,3.0,0.025,50
56,165,190,,1954-10-21 09:10:00,3.0,0.1,100
56,165,190,,1954-10-21 09:10:00,3.0,,200
57,168,193,,1954-10-21 09:10:00,3.0,,50
57,168,193,,1954-10-21 09:10:00,3.0,0.12,100
57,168,193,,1954-10-21 09:10:00,3.0,0.015,200
58,171,196,,1954-10-21 09:10:00,3.0,,50
58,171,196,,1954-10-21 09:10:00,3.0,,100
58,171,196,,1954-10-21 09:10:00,3.0,0.06,200
59,174,199,,1954-10-21 09:10:00,3.0,,50
59,174,199,,1954-10-21 09:10:00,3.0,,100
59,174,199,,1954-10-21 09:10:00,3.0,0.115,200
60,177,202,,1954-10-21 09:10:00,3.0,,50
60,177,202,,1954-10-21 09:10:00,3.0,0.1,100
60,177,202,,1954-10-21 09:10:00,3.0,0.11,200
61,180,205,,1954-10-21 09:10:00,3.0,,50
61,180,205,,1954-10-21 09:10:00,3.0,,100
61,180,205,,1954-10-21 09:10:00,3.0,0.16,200
62,183,208,,1954-10-21 09:10:00,3.0,,50
62,183,208,,1954-10-21 09:10:00,3.0,,100
62,183,208,,1954-10-21 09:10:00,3.0,,200
10,27,52,,1954-10-28 10:40:00,4.0,,50
10,27,52,,1954-10-28 10:40:00,4.0,,100
10,27,52,,1954-10-28 10:40:00,4.0,,200
11,30,55,0.42,1954-10-28 10:40:00,4.0,,50
11,30,55,0.42,1954-10-28 10:40:00,4.0,,100
11,30,55,0.42,1954-10-28 10:40:00,4.0,,200
12,33,58,,1954-10-28 10:40:00,4.0,,50
12,33,58,,1954-10-28 10:40:00,4.0,,100
12,33,58,,1954-10-28 10:40:00,4.0,,200
13,36,61,,1954-10-28 10:40:00,4.0,0.12,50
13,36,61,,1954-10-28 10:40:00,4.0,,100
13,36,61,,1954-10-28 10:40:00,4.0,,200
14,39,64,,1954-10-28 10:40:00,4.0,0.54,50
14,39,64,,1954-10-28 10:40:00,4.0,0.035,100
14,39,64,,1954-10-28 10:40:00,4.0,,200
15,42,67,,1954-10-28 10:40:00,4.0,0.72,50
15,42,67,,1954-10-28 10:40:00,4.0,0.05,100
15,42,67,,1954-10-28 10:40:00,4.0,,200
16,45,70,,1954-10-28 10:40:00,4.0,1.46,50
16,45,70,,1954-10-28 10:40:00,4.0,0.07,100
16,45,70,,1954-10-28 10:40:00,4.0,,200
17,48,73,1.24,1954-10-28 10:40:00,4.0,1.84,50
17,48,73,1.24,1954-10-28 10:40:00,4.0,0.11,100
17,48,73,1.24,1954-10-28 10:40:00,4.0,,200
18,51,76,0.42,1954-10-28 10:40:00,4.0,1.13,50
18,51,76,0.42,1954-10-28 10:40:00,4.0,0.26,100
18,51,76,0.42,1954-10-28 10:40:00,4.0,,200
19,54,79,1.24,1954-10-28 10:40:00,4.0,1.02,50
19,54,79,1.24,1954-10-28 10:40:00,4.0,0.39,100
19,54,79,1.24,1954-10-28 10:40:00,4.0,,200
20,57,82,0.42,1954-10-28 10:40:00,4.0,1.42,50
20,57,82,0.42,1954-10-28 10:40:00,4.0,0.46,100
20,57,82,0.42,1954-10-28 10:40:00,4.0,0.04,200
21,60,85,1.66,1954-10-28 10:40:00,4.0,1.86,50
21,60,85,1.66,1954-10-28 10:40:00,4.0,0.63,100
21,60,85,1.66,1954-10-28 10:40:00,4.0,0.075,200
22,63,88,0.42,1954-10-28 10:40:00,4.0,3.51,50
22,63,88,0.42,1954-10-28 10:40:00,4.0,1.24,100
22,63,88,0.42,1954-10-28 10:40:00,4.0,0.1,200
23,66,91,2.49,1954-10-28 10:40:00,4.0,5.32,50
23,66,91,2.49,1954-10-28 10:40:00,4.0,1.13,100
23,66,91,2.49,1954-10-28 10:40:00,4.0,0.15,200
24,69,94,5.81,1954-10-28 10:40:00,4.0,6.63,50
24,69,94,5.81,1954-10-28 10:40:00,4.0,0.92,100
24,69,94,5.81,1954-10-28 10:40:00,4.0,0.15,200
25,72,97,4.98,1954-10-28 10:40:00,4.0,5.88,50
25,72,97,4.98,1954-10-28 10:40:00,4.0,1.3,100
25,72,97,4.98,1954-10-28 10:40:00,4.0,0.15,200
26,75,100,4.15,1954-10-28 10:40:00,4.0,5.0,50
26,75,100,4.15,1954-10-28 10:40:00,4.0,1.09,100
26,75,100,4.15,1954-10-28 10:40:00,4.0,0.21,200
27,78,103,4.98,1954-10-28 10:40:00,4.0,5.28,50
27,78,103,4.98,1954-10-28 10:40:00,4.0,0.92,100
27,78,103,4.98,1954-10-28 10:40:00,4.0,0.25,200
28,81,106,4.98,1954-10-28 10:40:00,4.0,5.47,50
28,81,106,4.98,1954-10-28 10:40:00,4.0,1.03,100
28,81,106,4.98,1954-10-28 10:40:00,4.0,0.11,200
29,84,109,2.9,1954-10-28 10:40:00,4.0,4.81,50
29,84,109,2.9,1954-10-28 10:40:00,4.0,0.76,100
29,84,109,2.9,1954-10-28 10:40:00,4.0,0.1,200
30,87,112,4.15,1954-10-28 10:40:00,4.0,3.93,50
30,87,112,4.15,1954-10-28 10:40:00,4.0,0.72,100
30,87,112,4.15,1954-10-28 10:40:00,4.0,0.15,200
31,90,115,5.4,1954-10-28 10:40:00,4.0,3.61,50
31,90,115,5.4,1954-10-28 10:40:00,4.0,1.38,100
31,90,115,5.4,1954-10-28 10:40:00,4.0,0.1,200
32,93,118,2.07,1954-10-28 10:40:00,4.0,4.0,50
32,93,118,2.07,1954-10-28 10:40:00,4.0,1.05,100
